st	rn	Sensor	Source	SensorHeight	SourceArea	CE	CE_se	CE_lo	CE_hi	uCE	uCE_se	uCE_lo	uCE_hi	vCE	vCE_se	vCE_lo	vCE_hi	wCE	wCE_se	wCE_lo	wCE_hi	N_TD	TD_Time_avg	TD_Time_max	Max_Dist	UCE	Ustar	L	Zo	sUu	sVu	sWu	z_sWu	WD	d	N0	MaxFetch	et	Sonic_raw	Time	SH	UST	sigW	sigU	sigV	WS	airT	Pair	kv	A	alpha	bw	C0	NH3	CH4	CO2	N2O	NH3_bg	CH4_bg	CO2_bg	N2O_bg	dNH3	dCH4	dCO2	dN2O	FLAG	emis_NH3	emis_CH4	emis_N2O	emis_NH3_gap	emis_CH4_gap	emis_N2O_gap	cum_NH3_gN	cum_CH4_gCH4	cum_N2O_mgN
2022-11-16 09:30:00	2	NaN	Plot	1.000	2095.5576171875	2.95347970300098	0.0383374434764465	2.87833878503975	3.02862062096221	-2.05647250786266	0.0760431580247832	-2.20551616285139	-1.90742885287393	0.171307663295373	0.0625153840828052	0.0487782789464387	0.293837047644306	0.837213799272755	0.0292137836431219	0.77995514243473	0.89447245611078	95769	5.12050245904207	21.9	41.98	11.4663788652695	0.5593964	355.8	0.03835	3.315	3.142	1.453	1.947	121.283	0.053	100000	93	2022-11-16 10:00:00	Sonic	16-Nov-2022 09:30:00	-44.5436011595712	0.559396448481305	1.45264197859127	3.31481969764404	3.14213748879237	5.49191444935873	8.06398669107858	101583.279346525	0.4	0.5	0.02	1.453	6.009	123.763914016155	1363.63532820363	760463.678145393	614.658831885313	0.963269267498335	1314.33347433666	759759.24042808	592.837063030553	122.800644748656	49.3018538669687	704.437717312598	21.8217688547601	1	41.5782930974202	16.6928026682811	7.38849460607004	41.5782930974202	16.6928026682811	7.38849460607004	0.0615509612042595	0.0300470448029059	4.2323670124262
2022-11-16 10:00:00	3	NaN	Plot	1.000	2095.5576171875	2.75388265627825	0.0341421679660761	2.68696442674806	2.82080088580844	-1.98426848768068	0.0671317132704854	-2.1158458204925	-1.85269115486887	0.297984209415413	0.0617471559151507	0.176960542831846	0.419007875998979	0.887596187387711	0.0280736120557803	0.832572252845626	0.942620121929795	96259	4.67838643659294	18.7	42.24	11.6324397422362	0.6169509	501.6	0.0409	3.195	3.028	1.419	1.947	122.152	0.053	100000	92	2022-11-16 10:30:00	Sonic	16-Nov-2022 10:00:00	-42.3882471408105	0.616950871855984	1.41878647339638	3.1947677430384	3.02793671328973	5.95792966958853	8.11135911719103	101666.570300381	0.4	0.5	0.02	1.419	5.699	221.397724533539	1313.19631286769	752405.097602352	608.893397635462	1.00410011915383	1313.32727393169	759352.685846701	595.136597524136	220.393624414385	-0.13096106400053	-6947.588244349	13.7568001113262	1	80.0301435908809	-0.047555063285637	4.99541985928985	80.0301435908809	-0.047555063285637	4.99541985928985	0.180024614073845	0.0299614456889918	7.09390394964036
2022-11-16 10:30:00	4	NaN	Plot	1.000	2095.5576171875	2.57088196463013	0.0302823611887637	2.51152890893784	2.63023502032241	-1.50554654265586	0.0575706311263101	-1.61838427199209	-1.39270881331962	0.247456426687718	0.054180731011712	0.14126285990667	0.353649993468766	0.859404460963529	0.026540438290776	0.807385528154731	0.911423393772327	90562	4.52860471279345	16.9	41.85	11.830048933445	0.5543946	402.7	0.02397	3.319	3.257	1.573	1.947	123.347	0.053	100000	92	2022-11-16 11:00:00	Sonic	16-Nov-2022 10:30:00	-38.3162275404146	0.554394621838072	1.57279967809448	3.31913045814795	3.25740017711752	6.09423303695086	8.09694114318039	101605.008488964	0.4	0.5	0.02	1.573	7.245	199.12030486105	1310.78370688546	751712.886385173	604.612144271903	1.02568185601286	1314.21937116555	759361.005133626	594.628826259414	198.094623005037	-3.43566428009717	-7648.1187484531	9.98331801248833	1	77.053176975994	-1.33637573695121	3.88322690416657	77.053176975994	-1.33637573695121	3.88322690416657	0.294091276108334	0.0275559693624796	9.31834104098751
2022-11-16 11:00:00	5	NaN	Plot	1.000	2095.5576171875	2.60519256647275	0.0511249903766584	2.50498821377455	2.70539691917095	-1.55220017679594	0.0969269570767875	-1.74217582121818	-1.36222453237371	0.198774948133325	0.0643242063214155	0.0727002944311704	0.324849601835479	0.880058002339905	0.0792395920066225	0.724749376038068	1.03536662864174	91303	4.54211252642301	17.6	42.56	12.6929068834781	0.5402477	357.9	0.01768	3.733	3.545	1.635	1.947	117.632	0.053	100000	93	2022-11-16 11:30:00	Sonic	16-Nov-2022 11:00:00	-39.8869155669784	0.540247748575336	1.63491447391302	3.73299373647448	3.5448986548396	6.34968758060735	8.09199248786407	101628.535487757	0.4	0.5	0.02	1.635	7.972	202.713228141411	1310.18852731423	751467.013395404	602.263320877889	1.02996808568155	1314.05080951744	759258.094463896	594.237747469747	201.68326005573	-3.86228220320368	-7791.0810684911	8.02557340814155	1	77.4158742241442	-1.48253232905272	3.08060659754132	77.4158742241442	-1.48253232905272	3.08060659754132	0.408694861681205	0.0248874111701847	11.0830114423146
2022-11-16 11:30:00	6	NaN	Plot	1.000	2095.5576171875	3.09099074909923	0.0371922531185111	3.01809439016261	3.16388710803585	-1.79496492330826	0.0634079124960706	-1.91924365237604	-1.67068619424049	0.154740557493606	0.0572662904653391	0.042499332111849	0.266981782875362	0.749593600820328	0.0253555443004205	0.699897045667639	0.799290155973016	89568	5.47942114078104	20.8388123700754	42.19	11.8568618110352	0.5001457	330.3	0.03105	3.268	3.088	1.482	1.947	121.192	0.053	100000	93	2022-11-16 12:00:00	Sonic	16-Nov-2022 11:30:00	-34.2927232702126	0.50014568906456	1.48168292387954	3.26811339510136	3.08801620425912	5.17426213968204	8.07331916400976	101683.351044988	0.4	0.5	0.02	1.482	6.288	195.781809888749	1310.44797780217	751853.239455308	604.8293699189	1.03900455360434	1314.99077812412	760336.277683343	594.347418124626	194.742805335145	-4.54280032194606	-8483.03822803486	10.4819517942741	1	63.0033607806481	-1.46969068842083	3.39113010847047	63.0033607806481	-1.46969068842083	3.39113010847047	0.501962697521928	0.0222419679310272	13.0255596840287
2022-11-16 12:00:00	7	NaN	Plot	1.000	2095.5576171875	3.58622859352221	0.045943880711985	3.49617915207938	3.67627803496504	-2.0462619078248	0.0742429573384034	-2.1917771915967	-1.9007466240529	0.214779960126291	0.0594362346129996	0.0982856708885686	0.331274249364014	0.852514725291158	0.0338709554054262	0.786128069046034	0.918901381536281	96400	6.09262854100995	27.3212902667161	42.34	12.3574657204893	0.4804247	338.3	0.03578	3.208	2.947	1.398	1.947	119.12	0.053	100000	93	2022-11-16 12:30:00	Sonic	16-Nov-2022 12:00:00	-29.6678545717288	0.480424749455991	1.39834570265688	3.20750756743189	2.94726290759941	4.7999758125056	8.01271656764702	101686.278416166	0.4	0.5	0.02	1.398	5.516	202.950135792746	1309.40054524812	751595.993765394	602.741420553371	1.02840662013448	1314.76856586974	759544.996223786	593.507211197372	201.921729172612	-5.36802062161496	-7949.00245839229	9.23420935599916	1	56.3047569073935	-1.49684284803015	2.57490818423535	56.3047569073935	-1.49684284803015	2.57490818423535	0.585314168923174	0.0195476508045729	14.500549792302
2022-11-16 12:30:00	8	NaN	Plot	1.000	2095.5576171875	3.3108237577465	0.0526189195334621	3.20769132226467	3.41395619322832	-1.59073843242811	0.0727478986118925	-1.73332341947365	-1.44815344538257	0.248443401485066	0.0707442731897036	0.109785495637993	0.387101307332138	0.819883605130273	0.0298699167912238	0.761338935387306	0.878428274873239	91445	5.82314986193695	22.2527985404202	42.17	12.5022439010468	0.4296579	217.7	0.01979	3.64	3.445	1.579	1.947	116.286	0.053	100000	93	2022-11-16 13:00:00	Sonic	16-Nov-2022 12:30:00	-32.9800429701756	0.429657915839859	1.5787807622025	3.64019938503097	3.44485952065642	4.92871564367787	8.04096641194213	101738.972809668	0.4	0.5	0.02	1.579	7.312	186.299518805039	1311.22491948396	750605.940311207	601.876254654886	1.01760026990337	1316.94424806786	758747.031760849	594.037465648764	185.281918535136	-5.7193285838955	-8141.09144964232	7.83878900612194	1	55.9624830834389	-1.72746391906658	2.36762497181589	55.9624830834389	-1.72746391906658	2.36762497181589	0.668158950864848	0.0164382157502531	15.8568014190241
2022-11-16 13:00:00	9	NaN	Plot	1.000	2095.5576171875	3.35953482696581	0.0377453284573691	3.28555444716356	3.43351520676806	-2.0074334276562	0.0627633212188123	-2.13044876574401	-1.8844180895684	0.159545186702858	0.0561740873366786	0.0494446660276656	0.26964570737805	0.863016816452062	0.0278007064643583	0.808527773514546	0.917505859389577	96187	5.89645546648004	24.0693725029784	42.24	12.2462924526835	0.4971673	316.5	0.03341	3.375	3.051	1.428	1.947	116.107	0.053	100000	93	2022-11-16 13:30:00	Sonic	16-Nov-2022 13:00:00	-35.1386761783429	0.497167297281781	1.42773053284781	3.37533546560314	3.05122327064578	5.05241544310727	7.9892835344216	101736.231369766	0.4	0.5	0.02	1.428	5.78	187.494533352217	1311.43527155472	750453.139879719	600.019428818423	1.00579878019443	1317.7269845148	758885.030198279	593.487217525836	186.488734572023	-6.29171296007598	-8431.89031856006	6.53221129258736	1	55.5102846605855	-1.87279289667564	1.9443796921394	55.5102846605855	-1.87279289667564	1.9443796921394	0.750334315052491	0.0130671885362369	16.9706045558473
2022-11-16 13:30:00	10	NaN	Plot	1.000	2095.5576171875	3.36904975942935	0.0432049022180132	3.28436868216655	3.45373083669214	-2.04618843332209	0.0742481143313359	-2.19171382473675	-1.90066304190744	0.216519003217818	0.059403446022104	0.100088979215206	0.33294902722043	0.852187742348211	0.0338630538375051	0.785816573079085	0.918558911617337	96252	5.72384262145202	25.7	42.34	12.3388967781268	0.5107324	331.8	0.03571	3.087	3.001	1.344	1.947	119.366	0.053	100000	93	2022-11-16 14:00:00	Sonic	16-Nov-2022 13:30:00	-36.336229929677	0.510732388373455	1.34389917166097	3.08664774663316	3.00079146357177	5.10517739382091	7.9367475693708	101730.334965581	0.4	0.5	0.02	1.344	5.075	178.699250710443	1311.03426981556	750898.741999557	599.470648307266	0.980409093517155	1317.81678830223	759654.158764279	593.576705706441	177.718841616925	-6.78251848666991	-8755.41676472174	5.89394260082497	1	52.7504353770742	-2.01318442023211	1.74943768174658	52.7504353770742	-2.01318442023211	1.74943768174658	0.828424100840344	0.00944345657981912	17.9727386480123
2022-11-16 14:00:00	11	NaN	Plot	1.000	2095.5576171875	2.82680015281155	0.0339723937412963	2.76021467867503	2.89338562694808	-1.79525999959448	0.0634539175245404	-1.91962889795255	-1.67089110123642	0.148782220575413	0.0573587331655657	0.0363598086375387	0.261204632513287	0.751270709393769	0.0254522423489884	0.701384627254521	0.801156791533016	89855	5.01124144454955	19	42.18	11.8980213631028	0.5485496	333.9	0.02941	3.424	3.098	1.493	1.947	120.776	0.053	100000	93	2022-11-16 14:30:00	Sonic	16-Nov-2022 14:00:00	-44.7332687426606	0.548549627848473	1.49289404137708	3.42367545848416	3.09806528025618	5.74973359131639	7.93323202660676	101746.996178885	0.4	0.5	0.02	1.493	6.396	146.686518861149	1310.15053589913	750844.81315007	599.349704789373	0.953514414447898	1317.04872059671	759543.827208943	593.033941787418	145.733004446701	-6.89818469757188	-8699.01405887352	6.3157630019557	1	51.5540528401891	-2.44028029031727	2.23424460893495	51.5540528401891	-2.44028029031727	2.23424460893495	0.904742806345013	0.00505095205724804	19.2525857189946
