st	rn	Sensor	Source	SensorHeight	SourceArea	CE	CE_se	CE_lo	CE_hi	uCE	uCE_se	uCE_lo	uCE_hi	vCE	vCE_se	vCE_lo	vCE_hi	wCE	wCE_se	wCE_lo	wCE_hi	N_TD	TD_Time_avg	TD_Time_max	Max_Dist	UCE	Ustar	L	Zo	sUu	sVu	sWu	z_sWu	WD	d	N0	MaxFetch	et	Sonic_raw	Time	SH	UST	sigW	sigU	sigV	WS	airT	Pair	kv	A	alpha	bw	C0	NH3	CH4	CO2	N2O	NH3_bg	CH4_bg	CO2_bg	N2O_bg	dNH3	dCH4	dCO2	dN2O	FLAG	emis_NH3	emis_CH4	emis_N2O	emis_NH3_gap	emis_CH4_gap	emis_N2O_gap	cum_NH3_gN	cum_CH4_gCH4	cum_N2O_mgN
2022-11-16 14:30:00	12	NaN	Plot	1.000	2095.5576171875	2.82770871970397	0.0318723069846088	2.7652393897958	2.89017804961213	-1.66225764452701	0.0567537121823797	-1.7734942227749	-1.55102106627912	0.238036867090544	0.0553916224741503	0.12946996792767	0.346603766253417	0.835304998999897	0.0260724959119732	0.784203227501498	0.886406770498296	91882	4.95895169891818	18.9	41.94	12.0841635987622	0.5326621	275.5	0.02642	3.347	3.326	1.51	1.947	120.118	0.053	100000	93	2022-11-16 15:00:00	Sonic	16-Nov-2022 14:30:00	-49.6554235617092	0.532662074885025	1.51032509683386	3.34716230672096	3.32569047686456	5.72575503685955	7.95984493098237	101741.205067244	0.4	0.5	0.02	1.51	6.568	137.851156586455	1310.05154380224	750574.978898053	600.672177206748	0.957479474502145	1316.46498001863	758867.803442466	594.171420075702	136.893677111953	-6.41343621638566	-8292.82454441302	6.50075713104638	1	48.4115199553807	-2.26806819659172	2.29894864550509	48.4115199553807	-2.26806819659172	2.29894864550509	0.976409422856448	0.000968429303382942	20.5694973402745
2022-11-16 15:00:00	13	NaN	Plot	1.000	2095.5576171875	3.12927424132648	0.0385504975636507	3.05371573997324	3.20483274267973	-1.59356681101472	0.057207959178665	-1.70569370779162	-1.48143991423782	0.103896907463407	0.0597349604594998	-0.0131828807614495	0.220976695688264	0.868953267416802	0.0312713157199555	0.807661872999837	0.930244661833767	91227	5.49098512501781	21.5	41.89	12.06802265403	0.4811811	239.6	0.02706	3.286	3.107	1.517	1.947	121.559	0.053	100000	93	2022-11-16 15:30:00	Sonic	16-Nov-2022 15:00:00	-42.0664122199079	0.481181131528777	1.51709369391383	3.28576551637134	3.1069611653034	5.1437286331806	7.82866666666675	101780.486074153	0.4	0.5	0.02	1.517	6.64	135.785740524635	1310.36340203706	751012.458118446	599.3390386803	0.960039447072521	1317.22599290696	759763.580409472	594.120418215897	134.825701077562	-6.86259086989139	-8751.12229102605	5.21862046440242	1	43.0852941225152	-2.19302954635973	1.66767757056354	43.0852941225152	-2.19302954635973	1.66767757056354	1.04019129241986	-0.00297902388006457	21.5247966148003
2022-11-16 15:30:00	14	NaN	Plot	1.000	2095.5576171875	3.10832749266463	0.0361224844533334	3.03752786716192	3.17912711816734	-1.98179904182632	0.0614592107570826	-2.10225833943956	-1.86133974421308	0.0863625788151057	0.0592199367062237	-0.0297077691841194	0.202432926814331	0.846861132215671	0.0254277895777339	0.797022977207504	0.896699287223839	93152	5.42151107866713	22.8	42.06	12.005016269235	0.5118326	278.7	0.0302	3.431	3.322	1.454	1.947	120.051	0.053	100000	93	2022-11-16 16:00:00	Sonic	16-Nov-2022 15:30:00	-43.506505212778	0.511832571225948	1.45351199317692	3.43053812480134	3.32182095387416	5.33070920045034	7.73482269503585	101846.968085106	0.4	0.5	0.02	1.454	6.019	132.815296225021	1310.77854892412	751262.082500994	599.496607684345	0.952861770719083	1317.15142008902	759687.905344162	594.260285366569	131.862434454301	-6.37287116490347	-8425.82284316816	5.23632231777594	1	42.4223106366639	-2.05025731038408	1.68461088161823	42.4223106366639	-2.05025731038408	1.68461088161823	1.10299170584892	-0.00666948703875591	22.4897958337586
2022-11-16 16:00:00	15	NaN	Plot	1.000	2095.5576171875	3.12087128241314	0.0391239337894646	3.04418885310611	3.19755371172017	-1.99945284941507	0.067390444759751	-2.13153729276546	-1.86736840606468	0.264900127557936	0.0705394676000384	0.12664363814909	0.403156616966781	0.834242097679121	0.0276193615548031	0.780108488535201	0.888375706823041	96407	5.3363656166046	21.5	42.25	12.3389588908034	0.5452862	282.3	0.03495	3.262	2.906	1.426	1.947	119.883	0.053	100000	93	2022-11-16 16:30:00	Sonic	16-Nov-2022 16:00:00	-51.9295477033442	0.545286249480605	1.42631183940954	3.26241232582494	2.9064503904693	5.48007215355078	7.72771918026444	101833.122146321	0.4	0.5	0.02	1.426	5.762	117.056559322457	1310.59237272654	751277.343344902	600.178654378243	0.925639430909139	1316.81291536425	759556.035988165	593.860177097579	116.130919891548	-6.22054263770974	-8278.6926432628	6.31847728066407	1	37.2110572281443	-1.9932070485457	2.02458759394218	37.2110572281443	-1.9932070485457	2.02458759394218	1.15807757323776	-0.0102572597261382	23.6495446328344
2022-11-16 16:30:00	16	NaN	Plot	1.000	2095.5576171875	3.01526071423472	0.035512548022837	2.9456565566383	3.08486487183114	-1.81649342168839	0.0679710193867307	-1.9497157841711	-1.68327105920567	0.180627529611238	0.0564730652405075	0.0699410159196464	0.291314043302831	0.826583757775514	0.0278728107752969	0.771953391274881	0.881214124276146	93862	5.31468965076389	21.6	42.28	11.8515260294809	0.5079484	239.6	0.02872	3.606	3.479	1.533	1.947	118.935	0.053	100000	93	2022-11-16 17:00:00	Sonic	16-Nov-2022 16:30:00	-49.4636867836447	0.507948405340812	1.53337213610901	3.60593702175841	3.47944502318944	5.35429642911861	7.69123958739523	101877.810074085	0.4	0.5	0.02	1.533	6.808	113.280456528434	1310.77969273996	751366.039401813	599.758050408062	0.924985852153064	1316.63404990618	759398.993682421	595.092184588925	112.35547067628	-5.85435716621123	-8032.95428060787	4.66586581913691	1	37.2622739207467	-1.94157577770089	1.54741704327916	37.2622739207467	-1.94157577770089	1.54741704327916	1.21323925991654	-0.0137520961259998	24.5359548148301
2022-11-16 17:00:00	17	NaN	Plot	1.000	2095.5576171875	2.88907008744177	0.0348978440478704	2.82067074208021	2.95746943280334	-1.93737048929036	0.0722344813475828	-2.0789491848089	-1.79579179377182	0.239966768878246	0.0623431383551896	0.117774984038154	0.362158553718337	0.88815713725087	0.0296962044578301	0.829952941546044	0.946361332955697	93798	5.00674534638265	23	42.15	12.3996718883174	0.5338459	269.8	0.02503	3.454	3.279	1.473	1.947	118.718	0.053	100000	93	2022-11-16 17:30:00	Sonic	16-Nov-2022 17:00:00	-50.9764479130553	0.533845884619717	1.47292748905099	3.45378820330891	3.27864273176109	5.81074145778672	7.6173101837102	101880.531662596	0.4	0.5	0.02	1.473	6.2	105.663106978195	1311.65180898645	751259.734458132	599.158140358204	0.892369087387327	1317.43944001773	759222.911599013	595.495732247883	104.770737890807	-5.78763103127358	-7963.17714088038	3.66240811032139	1	36.2645192812128	-2.00328509039337	1.26767714159694	36.2645192812128	-2.00328509039337	1.26767714159694	1.26692390767587	-0.0173580092887079	25.2621209965167
2022-11-16 17:30:00	18	NaN	Plot	1.000	2095.5576171875	3.41192925778587	0.0416245590218649	3.33034563376159	3.49351288181015	-2.08138835542598	0.0690123029832601	-2.2166516209582	-1.94612508989376	0.22227095872898	0.0651371605012269	0.0946029248274138	0.349938992630547	0.827765142539657	0.029707909172523	0.769538005737909	0.885992279341404	95544	5.94556853386921	23.6	42.19	12.480668908182	0.4777332	212.1	0.02868	3.627	3.155	1.46	1.947	116.346	0.053	100000	93	2022-11-16 18:00:00	Sonic	16-Nov-2022 17:30:00	-46.441820070786	0.47773315263785	1.46040490245159	3.62712370225283	3.15470490925543	5.03718188557318	7.45702902917114	101880.594052387	0.4	0.5	0.02	1.46	6.075	110.953386352242	1314.19516872033	752616.944788005	600.131042801928	0.89731217228326	1319.93186233608	760596.055366801	595.585483091515	110.056074179959	-5.73669361574844	-7979.11057879589	4.54555971041339	1	32.2562591029154	-1.68136358708422	1.3322549698358	32.2562591029154	-1.68136358708422	1.3322549698358	1.31467487590311	-0.0203844637454594	26.0252794323152
2022-11-16 18:00:00	19	NaN	Plot	1.000	2095.5576171875	3.50968512528791	0.0494746098681974	3.41271549809943	3.60665475247638	-1.67767968310389	0.0724395029060294	-1.81966021835681	-1.53569914785097	0.137247270733579	0.0605952473600736	0.0184813307584402	0.256013210708717	0.806111207464935	0.0303055749817265	0.746712653023794	0.865509761906077	88469	6.20441058449853	24	42.29	13.323948477473	0.3707266	127.6	0.01031	4.263	3.473	1.714	1.947	114.388	0.053	100000	93	2022-11-16 18:30:00	Sonic	16-Nov-2022 18:00:00	-36.0761927518049	0.370726638234552	1.71402738296526	4.26299569684396	3.47256676517977	4.85710108323496	7.39362665815402	101875.047882528	0.4	0.5	0.02	1.714	8.99	104.532575416952	1322.14772913025	754545.287335137	599.782621313238	0.888438120819729	1328.56586273412	762683.883491981	595.48062678391	103.644137296132	-6.41813360387914	-8138.59615684347	4.30199452932789	1	29.530893398202	-1.82869214039611	1.22574942644605	29.530893398202	-1.82869214039611	1.22574942644605	1.35839131394017	-0.0236761095981724	26.727428072138
2022-11-16 18:30:00	20	NaN	Plot	1.000	2095.5576171875	3.33498786216654	0.0395746507691921	3.25742203311956	3.41255369121352	-1.60825614383551	0.0606715754954427	-1.72717168601773	-1.48934060165329	0.210974017501106	0.0606950215944661	0.0920125212530061	0.329935513749207	0.830379235306284	0.0277574933381645	0.775974889564923	0.884783581047645	91627	5.86525260021609	23.1	42.2	12.7615663699701	0.4427886	204.4	0.02087	3.561	3.346	1.556	1.947	115.869	0.053	100000	93	2022-11-16 19:00:00	Sonic	16-Nov-2022 18:30:00	-38.3248912006644	0.44278864226999	1.55578393363612	3.5606747890782	3.34556710617407	5.02099902516128	7.19047725182242	101880.471237529	0.4	0.5	0.02	1.556	7.056	103.111870835712	1320.38003654515	755689.204020783	599.707075196462	0.853354812893007	1325.75948654452	763844.89737759	595.445113856327	102.258516022819	-5.37944999937645	-8155.69335680676	4.26196134013514	1	30.6623352914958	-1.61303435625752	1.27795407847944	30.6623352914958	-1.61303435625752	1.27795407847944	1.40378269654303	-0.026579571439436	27.4594812133433
2022-11-16 19:00:00	21	NaN	Plot	1.000	2095.5576171875	3.11274686582775	0.0350795921279724	3.04399129646327	3.18150243519222	-2.50716640126433	0.0730648306386761	-2.65037257118656	-2.36396023134209	0.147976933300036	0.0558496934141516	0.0385122207254733	0.2574416458746	0.830092243063801	0.0269000145622845	0.77736854518284	0.882815940944762	96228	5.44361308558839	21.3	42.08	11.6912726402422	0.5669208	378.8	0.04051	3.405	2.813	1.343	1.947	119.605	0.053	100000	93	2022-11-16 19:30:00	Sonic	16-Nov-2022 19:00:00	-43.4015553211578	0.566920755174417	1.34334049419928	3.40535743453391	2.81256841352842	5.4884073527007	7.14215677951107	101900.053061658	0.4	0.5	0.02	1.343	5.067	88.7743656663767	1319.43438730561	755104.730798613	599.932927895087	0.849815798341449	1324.3305897594	762467.894928144	596.350535036902	87.9245498680352	-4.89620245379092	-7363.16412953136	3.58239285818581	1	28.246611002419	-1.57295233593912	1.15087831185822	28.246611002419	-1.57295233593912	1.15087831185822	1.44559793060971	-0.0294108856441264	28.118741274036
2022-11-16 19:30:00	22	NaN	Plot	1.000	2095.5576171875	3.83631494460632	0.0431254212757473	3.75178964901338	3.92084024019927	-2.19240438671399	0.0677745984883178	-2.32524176665026	-2.05956700677771	0.179994848869518	0.057685859188784	0.0669312739472435	0.293058423791792	0.860390774135278	0.0284162063541117	0.804695358979711	0.916086189290845	99009	6.63463624518983	27.3	42.51	12.2138286517805	0.4643563	234.4	0.04015	3.283	2.879	1.387	1.947	116.04	0.053	100000	93	2022-11-16 20:00:00	Sonic	16-Nov-2022 19:30:00	-38.5153898991173	0.464356267384549	1.38731451247655	3.2831357404345	2.87884023307449	4.50582580405679	6.87983725455505	101905.536883071	0.4	0.5	0.02	1.387	5.423	84.7639229073824	1321.89630123687	755904.499869806	598.459625254571	0.851331170514645	1326.55370985363	763498.122558358	595.785977371228	83.9125917368678	-4.65740861676272	-7593.62268855132	2.67364788334271	1	21.8732280713409	-1.21403187277698	0.696931279612935	21.8732280713409	-1.21403187277698	0.696931279612935	1.47797824524351	-0.031596143015125	28.5179658948862
2022-11-16 20:00:00	23	NaN	Plot	1.000	2095.5576171875	3.72752693371587	0.0429564043927083	3.64333290913608	3.81172095829565	-1.96718411732464	0.0625439987071923	-2.08976958598564	-1.84459864866365	0.147198630266018	0.0565256658101644	0.0364090201044765	0.257988240427559	0.847300276980611	0.02754707369059	0.793308351161969	0.901292202799252	92369	6.51795299288722	27	42.4	12.7426075874801	0.4275264	192.6	0.02553	3.283	3.028	1.433	1.947	115.154	0.053	100000	93	2022-11-16 20:30:00	Sonic	16-Nov-2022 20:00:00	-36.5644808369806	0.42752635125247	1.43333140291644	3.2830443791956	3.02775828066065	4.63234107441007	6.76693746678475	101888.80425155	0.4	0.5	0.02	1.433	5.825	81.1220055809334	1321.06176345426	756029.988201869	599.536414396628	0.833753934795693	1325.77069433968	763723.101403646	595.085944715649	80.2882516461377	-4.70893088542243	-7693.11320177664	4.45046968097813	1	21.5392814254196	-1.26328554270921	1.19394702174334	21.5392814254196	-1.26328554270921	1.19394702174334	1.5098641976629	-0.0338700569920015	29.2018970958726
2022-11-16 20:30:00	24	NaN	Plot	1.000	2095.5576171875	4.29077516720826	0.0502051434612926	4.1923737031572	4.38917663125931	-1.62815750733275	0.0607520030515066	-1.74723068653622	-1.50908432812928	0.0514005953031776	0.0588645889552062	-0.0639732754720688	0.166774466078424	0.824486677585232	0.0287656239288095	0.768106408278378	0.880866946892086	93388	7.60441170171757	26.6	42.26	12.8141422896992	0.340876	130	0.01997	3.503	3.439	1.586	1.947	111.925	0.053	100000	93	2022-11-16 21:00:00	Sonic	16-Nov-2022 20:30:00	-27.4395167029279	0.340875968115591	1.58621606768696	3.50303311238667	3.43887311715085	3.90278531752537	6.67084714548806	101901.363507579	0.4	0.5	0.02	1.586	7.392	88.0009031249664	1326.8828976411	757240.812442193	599.170383990857	0.824577235386434	1332.26445545224	764925.709621307	595.327923838464	87.17632588958	-5.38155781114028	-7684.8971791144	3.84246015239216	1	20.3171507460504	-1.25421575389645	0.89551654483267	20.3171507460504	-1.25421575389645	0.89551654483267	1.53994095320506	-0.0361276453490151	29.7148777347591
2022-11-16 21:00:00	25	NaN	Plot	1.000	2095.5576171875	3.38288330673015	0.0396227239527688	3.30522325483428	3.46054335862601	-1.61657714607918	0.0617869035560014	-1.73767871755023	-1.49547557460814	0.156128323875996	0.0612964057937328	0.0359881219896848	0.276268525762307	0.840106688446246	0.0282032775770073	0.784828611076434	0.895384765816058	94230	5.91107134731784	24.1483940390312	42.21	13.1718502660334	0.4492357	226	0.02155	3.368	3.343	1.507	1.947	110.567	0.053	100000	93	2022-11-16 21:30:00	Sonic	16-Nov-2022 21:00:00	-36.1201670998875	0.449235728536597	1.50661213347184	3.36838496479199	3.34287348766679	5.05785480323688	6.54787226497391	101906.844214334	0.4	0.5	0.02	1.507	6.538	77.5634354447812	1328.0277334078	757578.998607595	599.779149422388	0.800069921448116	1333.49208101901	765450.747734055	595.85071640739	76.7633655233331	-5.46434761121463	-7871.74912646005	3.9284330149984	1	22.6916977510322	-1.61529296631175	1.16126766985515	22.6916977510322	-1.61529296631175	1.16126766985515	1.57353289996102	-0.0390351726883763	30.3800891533956
