Time	rn	Sensor	Source	SensorHeight	SourceArea	CE	CE_se	CE_lo	CE_hi	uCE	uCE_se	uCE_lo	uCE_hi	vCE	vCE_se	vCE_lo	vCE_hi	wCE	wCE_se	wCE_lo	wCE_hi	N_TD	TD_Time_avg	TD_Time_max	Max_Dist	UCE	Ustar	L	Zo	sUu	sVu	sWu	z_sWu	WD	d	N0	MaxFetch	et	Sonic_raw	SH	UST	sigW	sigU	sigV	WS	airT	Pair	kv	A	alpha	bw	C0	NH3_east	CH4_east	CO2_east	N2O_east	NH3_west	CH4_west	CO2_west	N2O_west	NH3_bg	CH4_bg	CO2_bg	N2O_bg	dNH3_east	dCH4_east	dCO2_east	dN2O_east	dNH3_west	dCH4_west	dCO2_west	dN2O_west	emis_NH3	emis_CH4	emis_N2O	emis_NH3_gap	emis_CH4_gap	emis_N2O_gap	cum_NH3_gN	cum_CH4_gCH4	cum_N2O_mgN
2022-11-24 15:30:00	14	CRDS_e	Plot_east	0.5	47.376953125	3.03729714424174	0.0407153853937158	2.95749548935286	3.11709879913061	-0.973666865688311	0.0294206501242901	-1.03133097828658	-0.916002753090047	0.185828710194749	0.0287883588932746	0.129403880637006	0.242253539752491	0.702604044049589	0.0180605855140397	0.667205518446909	0.738002569652269	53125	2.56188495257363	16.1250338465324	5.71	2.50927288952998	0.2796446	285.1	0.09904	2.787	3.046	1.608	1.947	152.55	0.053	100000	57	2022-11-24 16:00:00	Sonic	-7.15593538069437	0.279644576035415	1.60840012876281	2.78662437846716	3.04567882822063	2.08218254278549	6.72432249038133	102397.166841553	0.4	0.5	0.02	1.608	7.647	2.01859666288055	1368.362928255	771853.946699538	592.687283966604	24.0693918518555	1363.17068335808	772396.248053204	595.460317887807	0.852178830649113	1362.83595571942	771624.395299709	594.508543318203	0.0708178322314338	5.52697253558426	229.55139982875	-1.82125935159911	23.7680130212064	0.334727638668483	771.852753494633	0.951774569603913	0.0233160698042645	1.8197009621079	-0.599631601752217	0.0233160698042645	1.8197009621079	-0.599631601752217	0.000632826998661792	0.0370628909704577	-7.02944825742749
2022-11-24 16:00:00	15	CRDS_e	Plot_east	0.5	47.376953125	3.5451075831803	0.0431278732550868	3.46057748173798	3.62963768462261	-0.948384932457248	0.0293172684905392	-1.00584641832415	-0.890923446590345	0.0762443758241616	0.0331023065031847	0.0113642619790236	0.1411244896693	0.749279901241965	0.0196570282631918	0.710752367474786	0.787807435009145	62216	2.76993217178861	21.1	6.41	2.45729254139537	0.2782537	241.2	0.1266	2.769	2.827	1.561	1.947	150.169	0.053	100000	57	2022-11-24 16:30:00	Sonic	-8.33334767692101	0.278253738312805	1.56131112330725	2.7685931101622	2.8270834884282	1.90108764683079	6.68030061521298	102408.31935123	0.4	0.5	0.02	1.561	7.111	1.99553933844265	1378.4251243769	774528.178237689	592.417408113378	23.1414838276569	1373.47588988211	775037.22557969	595.119605775561	0.792548464460382	1372.70816766833	774336.202143189	595.517342121257	0.107390873982264	5.7169567085723	191.976094499696	-3.0999340078788	22.8997353631966	0.767722213781099	701.023436500109	-0.397736345695762	0.0302926981657138	1.61263278319008	-0.874425933527767	0.0302926981657138	1.61263278319008	-0.874425933527767	0.000677671184189117	0.0399656299801998	-7.53034751677492
2022-11-24 16:30:00	16	CRDS_e	Plot_east	0.5	47.376953125	2.85431386407852	0.0378725506397452	2.78008413036265	2.92854359779439	-0.975929102255986	0.030287059485586	-1.03529136655229	-0.916566837959683	0.203888819262851	0.0289136749335275	0.147218371806626	0.260559266719076	0.706593715950385	0.0179733914505849	0.671366089640267	0.741821342260503	53814	2.41420018669112	14.9237217574683	6.34	2.56065425813418	0.3021551	275.7	0.1021	2.675	2.696	1.514	1.947	148.955	0.053	100000	58	2022-11-24 17:00:00	Sonic	-9.33376815705815	0.302155098523415	1.51374234114698	2.67532799613267	2.69610771556068	2.2271532155957	6.68861190692495	102424.980784012	0.4	0.5	0.02	1.514	6.609	2.01343088789777	1377.80094269057	773983.963304509	592.520599747018	20.7479105916045	1372.85867797203	774506.108067745	596.427234845167	0.787223025986363	1372.10768742657	773971.042578666	595.544832729168	0.130607861911411	5.69325526400507	12.9207258430542	-3.02423298214944	20.5114875656182	0.750990545461264	535.065489079221	0.882402115999298	0.0457580588999368	1.9946143049139	-1.05953063543899	0.0457580588999368	1.9946143049139	-1.05953063543899	0.000745409715483153	0.0435559357290448	-8.13728069452981
2022-11-24 17:00:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.03236743749903	1378.31031709646	776185.806516169	592.952890136459	21.0787288190494	1373.62172197669	776684.081894473	595.111753580664	0.732722978545829	1372.44366558734	776111.640179264	594.945949691793	0.204044458953198	5.86665150912836	74.1663369049784	-1.9930595553335	20.8968058405036	1.1780563893501	572.441715208581	0.165803888871551	NaN	NaN	NaN	0.0476722264319592	1.73883080777817	-0.854840828593717	0.000815981909314176	0.0466858311830455	-8.62696097674085
2022-11-24 17:30:00	18	CRDS_e	Plot_east	0.5	47.376953125	3.83796537323841	0.0444614841828099	3.75082141077081	3.92510933570601	-0.989598963727458	0.0332525658336605	-1.05477358401331	-0.92442434344161	0.0396272723458777	0.03314972340032	-0.0253457780347862	0.104600322726542	0.777240654626232	0.0173858853023399	0.743164533144914	0.811316776107549	72941	2.60685211335189	24.3	9.61	2.10634999666638	0.3298391	344.2	0.1888	2.717	2.526	1.433	1.947	154.383	0.053	100000	58	2022-11-24 18:00:00	Sonic	-9.72646063392792	0.329839120096607	1.43282453783424	2.71660655871139	2.52631310202294	1.92394522244844	6.68123680715758	102441.657929685	0.4	0.5	0.02	1.433	5.825	2.01800018530033	1384.93196603364	776599.897861565	592.949987946037	19.6658714923839	1379.74742154251	777127.677653981	596.636413572678	0.732089322282814	1379.24008180852	776550.204051767	595.445245054883	0.19031086301752	5.69188422512002	49.6938097982202	-2.49525710884609	19.484582170101	0.507339733999061	577.473602213897	1.19116851779552	0.0495863939639816	1.48304731064244	-0.650151021748441	0.0495863939639816	1.48304731064244	-0.650151021748441	0.000889387765682184	0.0493553163422019	-8.99938836340804
2022-11-24 18:00:00	19	CRDS_e	Plot_east	0.5	47.376953125	3.11333714613619	0.0388320998463104	3.03722670777046	3.18944758450193	-1.00943916454843	0.0333295274100797	-1.07476462857803	-0.944113700518826	0.0899025795783044	0.0382332479422122	0.0149658835833753	0.164839275573233	0.745699303761493	0.0187367404177284	0.708975522859033	0.782423084663952	62515	2.36200111973126	26.2	5.35	2.30592043646477	0.3291063	365.4	0.1377	2.796	3.051	1.527	1.947	160.137	0.053	100000	60	2022-11-24 18:30:00	Sonic	-9.09859911242868	0.329106275497478	1.5273604424946	2.79607392698067	3.05086287171007	2.17925333687281	6.64360220878646	102449.959808479	0.4	0.5	0.02	1.527	6.745	2.02205408898875	1384.01608783325	776541.305469648	591.598710058385	17.7467221627759	1378.72459408428	777022.307518805	595.219370245	0.713716225825981	1378.53455462326	776415.408999008	596.268542894511	0.212737863162766	5.48153320999336	125.896470640553	-4.66983283612637	17.5838059369499	0.190039461021797	606.898519797251	-1.04917264951166	0.0683311357482708	1.76066161571875	-1.49994447017146	0.0683311357482708	1.76066161571875	-1.49994447017146	0.0009905426417525	0.0525245072504957	-9.85860473081383
2022-11-24 18:30:00	20	CRDS_e	Plot_east	0.5	47.376953125	2.49435611552453	0.0350134178401166	2.42573024695082	2.56298198409824	-0.891514224593818	0.0298042431193677	-0.949930174747223	-0.833098274440414	0.184692658319766	0.0330083807586451	0.119996637779369	0.249388678860163	0.659672447075219	0.0173912663425472	0.62558577882124	0.693759115329198	48480	2.36079923907287	16.0403334613438	5.67	2.46526913094404	0.278623	192	0.07334	3.217	3.324	1.719	1.947	153.172	0.053	100000	57	2022-11-24 19:00:00	Sonic	-10.5029250262443	0.278623005666472	1.71872065442466	3.21693943722364	3.32408932449154	2.28387305731843	6.52468656090575	102491.585715284	0.4	0.5	0.02	1.719	9.058	1.9851658720401	1378.94261150755	776028.580653119	592.694857764646	15.1717841508267	1373.6430774041	776660.924018234	594.119911954156	0.695529942641338	1373.54709487561	775991.238224101	594.514725816373	0.194035929398766	5.39551663193697	37.342429018463	-1.8198680517271	15.0270542081854	0.0959825284919589	669.685794133111	-0.394813862217234	0.0777899868391339	2.16308994467791	-0.729594319111249	0.0777899868391339	2.16308994467791	-0.729594319111249	0.00110570004974894	0.0564180691509159	-10.2765397897531
2022-11-24 19:00:00	21	CRDS_e	Plot_east	0.5	47.376953125	2.77786178163798	0.0485067971519404	2.6827890554768	2.87293450779917	-1.00938125559188	0.0398196645448409	-1.08742730862736	-0.931335202556392	0.147025593586002	0.0462546053388446	0.0563671356940287	0.237684051477975	0.68942071944408	0.0177293284288359	0.654671453656512	0.724169985231648	53257	2.41457460991043	21.6	5.46	2.28693395432412	0.285106	224.9	0.09543	3.004	3.006	1.68	1.947	157.776	0.053	100000	59	2022-11-24 19:30:00	Sonic	-9.60850865280332	0.285106025613802	1.68043003084031	3.00364424570355	3.00590322173162	2.14931128717677	6.53234642145383	102499.909094088	0.4	0.5	0.02	1.68	8.539	2.00945209987947	1381.33918695617	776882.970065546	591.011670348173	15.4291110576943	1375.93832062605	777616.030152598	595.562404772071	0.673479891682609	1375.88270731757	776977.271918369	595.371123716319	0.240372208196862	5.45647963860506	-94.3018528231187	-4.35945336814598	15.3064311660117	0.0556133084835437	638.758234228939	0.191281055752256	0.0865313781217458	1.96427326754451	-1.56935575303369	0.0865313781217458	1.96427326754451	-1.56935575303369	0.00123379788881231	0.0599537610324961	-11.1755171693189
2022-11-24 19:30:00	22	CRDS_e	Plot_east	0.5	47.376953125	3.39250297915195	0.0441633480135352	3.30594335991137	3.47906259839253	-0.927321318667757	0.0326853683193647	-0.991384238797707	-0.863258398537807	0.189329902619387	0.0408836617794097	0.109198428083043	0.269461377155732	0.761121730569152	0.0198508162391354	0.722214374751209	0.800029086387095	59981	2.63629649388973	21.8	5.6	2.44141181696052	0.2693803	146.1	0.1159	2.801	2.969	1.646	1.947	155.885	0.053	100000	58	2022-11-24 20:00:00	Sonic	-12.4679541365192	0.269380297756002	1.64606974968486	2.80134780976327	2.96888004390734	1.8996918577438	6.35619308850765	102547.786435585	0.4	0.5	0.02	1.646	8.107	1.96025525098787	1381.25804160896	777154.354135031	592.5600823574	12.6542407322437	1375.78546939777	777589.077386523	596.155747093331	0.658493907211653	1375.88092544463	777035.090820737	594.464368671425	0.206161343776218	5.37711616432694	119.26331429393	-1.90428631402449	12.5465468250321	-0.0954560468635464	553.986565786181	1.69137842190628	0.0607696868781389	1.58499968824525	-0.561321928301009	0.0607696868781389	1.58499968824525	-0.561321928301009	0.00132375907674918	0.0628067604713375	-11.4970603982658
2022-11-24 20:00:00	23	CRDS_e	Plot_east	0.5	47.376953125	3.11266979623762	0.0436480859034869	3.02712008439902	3.19821950807623	-1.00430637548765	0.033470713324337	-1.06990856217371	-0.938704188801599	0.0589275048562598	0.0343232919484663	-0.00834572545299853	0.126200735165518	0.687305569572277	0.0172141302148133	0.653566085951259	0.721045053193295	55848	2.66980464929251	22.3488022193719	5.36	2.33540191944334	0.2766909	279.8	0.1088	2.831	2.848	1.558	1.947	158.297	0.053	100000	59	2022-11-24 20:30:00	Sonic	-7.0539420553981	0.276690893851063	1.55821921311894	2.83129040736046	2.84788478988172	1.99534751196552	6.32584628821007	102602.637554585	0.4	0.5	0.02	1.558	7.078	1.97195858387508	1383.28673713205	777580.921123426	593.201247973438	15.3211909653531	1378.15266067767	778124.581170566	594.490089184631	0.634166239633617	1377.63755016315	777524.422287893	595.021966231272	0.242192344241464	5.64918696889117	56.4988355326932	-1.82071825783441	15.2378247257195	0.515110514516891	600.158882673481	-0.531877046641284	0.0778085566718992	1.81490082106349	-0.584937811275444	0.0778085566718992	1.81490082106349	-0.584937811275444	0.00143894397483651	0.0660735819492518	-11.8321315634703
2022-11-24 20:30:00	24	CRDS_e	Plot_east	0.5	47.376953125	2.2958853415697	0.0328582196722747	2.23148363491278	2.36028704822663	-0.906351197578765	0.0267161438285859	-0.958714511081858	-0.853987884075672	0.108487655733952	0.0279537753721714	0.0536985996186808	0.163276711849223	0.599363226604884	0.0163396882053964	0.567337638573482	0.631388814636285	43405	2.42472986983066	19	5.09	2.197033982375	0.261997	303	0.06393	3.279	3.367	1.752	1.947	159.24	0.053	100000	59	2022-11-24 21:00:00	Sonic	-5.53134457214241	0.261996968993531	1.75218154505836	3.27853487599082	3.3668205517429	2.23749469734378	6.36987844493383	102647.19689825	0.4	0.5	0.02	1.752	9.518	1.99539438771588	1386.81482016387	777120.966173759	593.511500084284	10.4745765915945	1381.56960472294	777692.056228788	593.665637854938	0.657313495827918	1381.22239425763	777125.180494423	596.251015261576	0.242480891887958	5.5924259062399	-4.21432066417765	-2.73951517729233	10.3680630957666	0.347210465307398	566.875734365429	-2.58537740663803	0.105615418809274	2.43584721108779	-1.19322821906225	0.105615418809274	2.43584721108779	-1.19322821906225	0.00159529311909959	0.0704581069292098	-12.5156510111946
2022-11-24 21:00:00	25	CRDS_e	Plot_east	0.5	47.376953125	3.05208995148946	0.0385425689579545	2.97654699010592	3.127632912873	-1.05715739160896	0.0302016507677665	-1.1163522558682	-0.997962527349724	0.129779895170975	0.0322144288801324	0.0666400105530257	0.192919779788925	0.727417713434662	0.0184665161585901	0.691223568758455	0.763611858110868	58741	2.35185475221736	16.7	5.42	2.39290399961316	0.3212446	421.8	0.1229	2.642	2.49	1.481	1.947	157.516	0.053	100000	59	2022-11-24 21:30:00	Sonic	-7.32445206544796	0.321244574700564	1.48148253965887	2.64174384602302	2.49046995607374	2.2187450646265	6.37887607061753	102661.160636252	0.4	0.5	0.02	1.481	6.278	2.02811320803123	1387.63357691088	776133.295179951	593.048417319224	12.5127794513488	1382.7157762553	776926.688167771	595.516971678578	0.649223134741207	1381.90801120551	776140.604977114	595.093440408136	0.283290073290023	5.72556570537677	-7.30979716277216	-2.04502308891199	12.4143563166076	0.807765049798491	786.083190657082	0.423531270442595	0.0928183892980525	1.87594920083617	-0.670040241741234	0.0928183892980525	1.87594920083617	-0.670040241741234	0.00173269801605725	0.0738348154907149	-12.8994715818713
2022-11-24 21:30:00	26	CRDS_e	Plot_east	0.5	47.376953125	3.30100932747026	0.0532446439531243	3.19665047981745	3.40536817512308	-0.872262397770565	0.044134314384258	-0.958765111454648	-0.785759684086481	0.257518368647334	0.0353323282152948	0.188267439658396	0.326769297636272	0.709267282932481	0.0225433269243069	0.665082639268558	0.753451926596405	53446	2.80987351719493	19.1	5.9	2.49027886590692	0.2374291	192.9	0.0908	2.817	3.328	1.726	1.947	151.542	0.053	100000	57	2022-11-24 22:00:00	Sonic	-6.46583602573956	0.237429089857404	1.72630926253143	2.81687091563048	3.3280132430708	1.81942726256257	6.41792503580549	102722.091032941	0.4	0.5	0.02	1.726	9.154	2.04590883755893	1384.73147356336	774767.201199268	593.403079369537	12.8506640865599	1379.59508449497	775297.01088513	594.83696184956	0.622535702261033	1379.03246655918	774933.123775122	594.314912785796	0.3277731352979	5.69900700418043	-165.922575853881	-0.911833416258673	12.7789283842989	0.562617935783237	363.887110008509	0.52204906376403	0.099294822516933	1.72644377486442	-0.276228670022408	0.099294822516933	1.72644377486442	-0.276228670022408	0.00187969038426735	0.0769424142854709	-13.0577042359127
