st_date	st_time	rn	Sensor	Source	SensorHeight	SourceArea	CE	CE_se	CE_lo	CE_hi	uCE	uCE_se	uCE_lo	uCE_hi	vCE	vCE_se	vCE_lo	vCE_hi	wCE	wCE_se	wCE_lo	wCE_hi	N_TD	TD_Time_avg	TD_Time_max	Max_Dist	UCE	Ustar	L	Zo	sUu	sVu	sWu	z_sWu	WD	d	N0	MaxFetch	Sonic_raw	SH	UST	sigW	sigU	sigV	WS	airT	Pair	kv	A	alpha	bw	C0	NH3	CH4	CO2	N2O	NH3_bg	CH4_bg	CO2_bg	N2O_bg	dNH3	dCH4	dCO2	dN2O	FLAG	emis_NH3	emis_CH4	emis_N2O	emis_NH3_gap	emis_CH4_gap	emis_N2O_gap	cum_NH3_gN	cum_CH4_gCH4	cum_N2O_mgN
2022-11-17	18:30:00	68	NaN	Plot	1	2095.557617	2.924599441	0.034643972	2.856697681	2.992501201	-1.951068483	0.073916336	-2.095943592	-1.806193374	0.142529766	0.064294476	0.016513384	0.268546149	0.898328582	0.030634495	0.838285349	0.958371816	98607	5.009839441	22.08467751	42.89	13.16380993	0.5559717	269.6	0.0247	3.652	3.151	1.523	1.947	109.529	0.053	100000	93	Sonic	-57.11089446	0.555971716	1.523291549	3.652310289	3.151281357	6.069874042	5.103812965	101648.9727	0.4	0.5	0.02	1.523	6.703	10.13342809	1330.638585	759380.9938	606.9713786	0.64023242	1325.675531	759878.2704	595.4956586	9.493195671	4.963054114	-497.2766486	11.47571996	1	3.245981497	1.697003031	3.923860411	3.245981497	1.697003031	3.923860411	2.091901923	0.022343925	121.8074437
2022-11-17	19:00:00	69	NaN	Plot	1	2095.557617	2.737709252	0.03332472	2.672393212	2.803025293	-1.473305494	0.058924272	-1.588796343	-1.357814644	0.039330182	0.054807311	-0.068091474	0.146751838	0.845173499	0.029074322	0.788188185	0.902158812	93720	4.798449637	16.5	42.25	13.1832604	0.5247807	256.8	0.01721	3.391	3.309	1.619	1.947	108.632	0.053	100000	93	Sonic	-50.42892222	0.524780659	1.619152801	3.391061086	3.309460501	6.203729115	5.150664261	101720.5822	0.4	0.5	0.02	1.619	7.778	9.624275047	1329.339265	759252.0395	606.4420895	0.648912151	1324.356284	759775.6388	596.3542009	8.975362896	4.982980619	-523.5992534	10.08788861	1	3.278420778	1.820127764	3.684791802	3.278420778	1.820127764	3.684791802	2.096755175	0.025620155	123.9182108
2022-11-17	19:30:00	70	NaN	Plot	1	2095.557617	2.955682741	0.045963676	2.865594501	3.045770981	-1.59218852	0.073302989	-1.735861478	-1.448515562	0.191156802	0.07112025	0.051761985	0.330551618	0.829088726	0.03014428	0.770006308	0.888171144	94255	5.174777996	19.3	42.22	12.91395558	0.4953933	231.4	0.0194	3.504	3.475	1.61	1.947	110.535	0.053	100000	93	Sonic	-47.05650433	0.495393322	1.609667416	3.504247727	3.474746218	5.707649852	5.075692922	101648.6566	0.4	0.5	0.02	1.61	7.671	9.682711914	1329.407773	759565.0612	606.3268743	0.640887879	1324.465486	760098.1905	594.979194	9.041824035	4.9422876	-533.1292991	11.34768022	1	3.059132128	1.672130615	3.83927546	3.059132128	1.672130615	3.83927546	2.101283801	0.02862999	126.1174711
2022-11-17	20:00:00	71	NaN	Plot	1	2095.557617	3.4317484	0.041228433	3.350941177	3.512555622	-1.843152903	0.065812439	-1.972144474	-1.714161331	0.094329536	0.056911316	-0.017215944	0.205875016	0.827283312	0.028956633	0.770528668	0.884037956	97040	5.970860524	24.89878231	42.88	13.28622104	0.4611781	208.6	0.02271	3.45	3.143	1.519	1.947	108.523	0.053	100000	93	Sonic	-42.11634223	0.461178119	1.51853579	3.44995083	3.143399957	5.131703465	5.006473941	101709.2692	0.4	0.5	0.02	1.519	6.661	9.348230355	1329.306113	760368.1232	605.0360926	0.647193531	1324.191107	760851.1643	595.7500384	8.701036824	5.115005513	-483.0410907	9.286054169	1	2.535453014	1.49049549	2.705925111	2.535453014	1.49049549	2.705925111	2.105037191	0.031312882	127.6675119
2022-11-17	20:30:00	72	NaN	Plot	1	2095.557617	3.553624285	0.042347622	3.470623467	3.636625103	-1.613059017	0.065307953	-1.741061802	-1.485056233	0.055072666	0.052498389	-0.047823532	0.157968863	0.791831746	0.027282294	0.738358784	0.845304708	94445	6.298201069	24.2	42.14	12.86743976	0.4028512	182.3	0.01795	3.643	3.365	1.635	1.947	110.76	0.053	100000	93	Sonic	-32.1194856	0.402851239	1.634656668	3.64266278	3.365120124	4.719718345	5.07160935	101705.8615	0.4	0.5	0.02	1.635	7.972	9.563856814	1330.497199	760646.8646	605.6788446	0.643166486	1325.572213	761215.0789	596.037216	8.920690327	4.924985671	-568.2142776	9.64162866	1	2.510307678	1.385905002	2.713181779	2.510307678	1.385905002	2.713181779	2.108753358	0.033807511	129.2217095
2022-11-17	21:00:00	73	NaN	Plot	1	2095.557617	3.509964367	0.039082289	3.433363561	3.586565174	-1.658539931	0.057357694	-1.770960307	-1.546119555	0.00952824	0.059673151	-0.107430401	0.126486882	0.868435982	0.027897299	0.813757618	0.923114346	98490	6.112029965	23.37081174	41.81	13.22895331	0.4572708	223.8	0.02437	3.592	3.446	1.597	1.947	106.371	0.053	100000	92	Sonic	-38.27742351	0.457270813	1.596904116	3.591857804	3.445908115	5.007640073	5.101760688	101739.6978	0.4	0.5	0.02	1.597	7.519	9.925043766	1330.323225	760754.7544	604.9930206	0.644358548	1325.372409	761286.4167	596.8902279	9.280685218	4.950815556	-531.6623254	8.102792677	1	2.644096705	1.410503082	2.308511378	2.644096705	1.410503082	2.308511378	2.11266758	0.036346416	130.544099
2022-11-17	21:30:00	74	NaN	Plot	1	2095.557617	3.51808726	0.039403746	3.440856402	3.595318118	-1.652047545	0.056939697	-1.763648652	-1.540446439	0.054417681	0.059314043	-0.061837113	0.170672476	0.867323956	0.027811354	0.812814044	0.921833869	97361	6.141619334	23.7	42.68	13.06263605	0.4509194	214.7	0.02501	3.297	3.149	1.52	1.947	110.066	0.053	100000	93	Sonic	-38.25265588	0.450919419	1.52049564	3.296503407	3.149381255	4.908925032	5.14414825	101758.6379	0.4	0.5	0.02	1.52	6.672	10.35398598	1330.727203	760530.13	606.5528207	0.637269643	1325.773267	761054.0213	595.2574252	9.716716339	4.95393587	-523.8912582	11.29539548	1	2.76193159	1.408133313	3.21066382	2.76193159	1.408133313	3.21066382	2.116756241	0.038881056	132.3832704
2022-11-17	22:00:00	75	NaN	Plot	1	2095.557617	4.145316401	0.04791388	4.051405786	4.239227016	-1.641825654	0.061065357	-1.761513003	-1.522138305	-0.033218061	0.059217098	-0.149282846	0.082846724	0.836425188	0.028905358	0.779771042	0.893079335	95319	7.324983503	25.69326802	42.16	13.07479942	0.3595393	133	0.02082	3.386	3.326	1.62	1.947	105.436	0.053	100000	92	Sonic	-31.29000471	0.359539315	1.61989113	3.385970255	3.32601746	4.078785845	4.924584452	101808.5159	0.4	0.5	0.02	1.62	7.79	9.941429035	1330.419415	762133.6329	605.2680959	0.638772568	1325.789798	762937.2973	595.8495829	9.302656468	4.629617047	-803.6643975	9.418513029	1	2.244136652	1.116830803	2.272085438	2.244136652	1.116830803	2.272085438	2.120078378	0.040891352	133.6847939
2022-11-17	22:30:00	76	NaN	Plot	1	2095.557617	3.774135364	0.041962683	3.691889021	3.856381707	-1.666052454	0.057391748	-1.778539575	-1.553565333	0.00016308	0.059698608	-0.116845457	0.117171618	0.865707298	0.027957472	0.810910997	0.920503599	98819	6.569721342	25.0528572	41.69	13.26714737	0.4265697	232.3	0.02578	3.319	2.994	1.564	1.947	104.863	0.053	100000	92	Sonic	-29.91597875	0.426569678	1.563991414	3.319103425	2.994487035	4.61161094	4.901030016	101814.2539	0.4	0.5	0.02	1.564	7.144	9.711366296	1330.25741	762166.5499	604.7243443	0.611130131	1325.64494	762902.3862	595.4025225	9.100236166	4.612470139	-735.8362765	9.321821759	1	2.411210857	1.222126314	2.469922475	2.411210857	1.222126314	2.469922475	2.123647845	0.043091179	135.0996448
2022-11-17	23:00:00	77	NaN	Plot	1	2095.557617	3.758710097	0.040448154	3.679432213	3.837987982	-1.519619339	0.061489268	-1.640137549	-1.399101129	-0.052763241	0.057272277	-0.165016201	0.059489719	0.888743248	0.029835976	0.830265103	0.947221394	105997	6.468806664	29	41.95	12.58860918	0.4415318	240	0.03401	3.403	3.257	1.584	1.947	104.315	0.053	100000	92	Sonic	-32.11040342	0.441531809	1.584152761	3.40334012	3.257493331	4.467526643	4.892417306	101885.9907	0.4	0.5	0.02	1.584	7.369	9.387896015	1330.062121	762013.0737	604.4423725	0.60339113	1325.394194	762816.4769	595.4148929	8.784504884	4.667927174	-803.4031588	9.027479569	1	2.337106256	1.241896037	2.40174936	2.337106256	1.241896037	2.40174936	2.12710761	0.045326592	136.475444
2022-11-17	23:30:00	78	NaN	Plot	1	2095.557617	3.613669589	0.041053112	3.533205996	3.694133183	-1.659735467	0.074430165	-1.805617675	-1.513853259	-0.061757593	0.055310692	-0.170165871	0.046650684	0.872583713	0.029263778	0.815227068	0.929940357	104666	6.155880611	24.1	41.4	13.21469139	0.4576695	269.8	0.02787	3.401	2.977	1.574	1.947	101.976	0.053	100000	92	Sonic	-31.80849031	0.457669451	1.574054293	3.401083681	2.977017432	4.858680319	4.900451971	101902.7961	0.4	0.5	0.02	1.574	7.256	8.706398179	1329.565286	761658.4121	604.8967078	0.584432111	1324.67575	762314.8634	594.308201	8.121966068	4.889535636	-656.4513614	10.58850683	1	2.247567429	1.353066603	2.930125891	2.247567429	1.353066603	2.930125891	2.130434825	0.047762112	138.1539142
2022-11-18	00:00:00	79	NaN	Plot	1	2095.557617	3.628585001	0.04267632	3.544939939	3.712230063	-1.699801701	0.069689365	-1.836392	-1.563211403	0.100286899	0.056850806	-0.011139982	0.21171378	0.895769822	0.030566085	0.835860671	0.955678974	101610	6.379381951	28	41.5	12.76869998	0.4265374	208.8	0.02431	3.702	3.292	1.631	1.947	101.9	0.053	100000	92	Sonic	-33.27306907	0.426537417	1.631004667	3.701541129	3.292267956	4.673782491	4.893045662	101894.3586	0.4	0.5	0.02	1.631	7.923	9.155512303	1327.577751	761090.4925	604.0796234	0.580236422	1322.345107	761625.007	595.8658146	8.575275881	5.232644566	-534.5145405	8.213808736	1	2.363256167	1.442062006	2.26363961	2.363256167	1.442062006	2.26363961	2.133933302	0.050357823	139.4505996
2022-11-18	00:30:00	80	NaN	Plot	1	2095.557617	3.776583964	0.051626842	3.675395988	3.87777194	-1.554488841	0.071796082	-1.69520828	-1.413769403	-0.039909725	0.065923632	-0.169119233	0.089299783	0.896300904	0.040411208	0.817095433	0.975506376	101067	6.408943572	24.3	41.76	13.28917133	0.4125192	191.8	0.02267	3.517	3.346	1.647	1.947	103.562	0.053	100000	92	Sonic	-32.75473062	0.412519198	1.647336296	3.516556364	3.345567521	4.592041102	4.867755442	101897.1863	0.4	0.5	0.02	1.647	8.12	8.507625884	1326.103901	760977.617	603.9945688	0.575987513	1320.872671	761461.7351	596.2915128	7.931638371	5.231230182	-484.1181784	7.703055986	1	2.100215021	1.38517513	2.039688793	2.100215021	1.38517513	2.039688793	2.137042382	0.052851139	140.6189989
2022-11-18	01:00:00	81	NaN	Plot	1	2095.557617	3.575424232	0.069526354	3.439153432	3.711695031	-1.938741021	0.177788595	-2.287204481	-1.590277561	0.095104546	0.118809129	-0.137759887	0.32796898	0.865683992	0.066166961	0.735997563	0.995370421	103767	6.175139495	32	41.66	12.52418037	0.4502982	239.3	0.02805	3.679	3.213	1.632	1.947	102.536	0.053	100000	92	Sonic	-34.16361069	0.450298205	1.631917472	3.679368448	3.212690326	4.772865022	4.928672939	101897.2412	0.4	0.5	0.02	1.632	7.935	8.790562188	1325.034472	760779.1811	604.5207216	0.593785965	1319.943026	761311.9957	595.7165366	8.196776223	5.091446226	-532.8145895	8.804184957	1	2.292532492	1.42401178	2.462416873	2.292532492	1.42401178	2.462416873	2.140436162	0.05541436	142.0295504
2022-11-18	01:30:00	82	NaN	Plot	1	2095.557617	3.69351209	0.039659611	3.61577974	3.77124444	-1.522146525	0.061452847	-1.64259335	-1.4016997	-0.07696547	0.057263163	-0.189200566	0.035269626	0.890072176	0.029811677	0.831641655	0.948502697	106345	6.35640256	28.42191478	41.72	12.62333855	0.4505123	242.4	0.03437	3.454	3.138	1.511	1.947	101.7	0.053	100000	92	Sonic	-33.75267977	0.450512349	1.510830237	3.454329724	3.138067387	4.546304856	4.833189652	101902.8312	0.4	0.5	0.02	1.511	6.579	8.523157213	1324.992985	760781.1835	604.5064165	0.579519248	1319.909445	761382.9486	594.4185675	7.943637966	5.083540055	-601.7650515	10.08784908	1	2.15070041	1.376343147	2.731234889	2.15070041	1.376343147	2.731234889	2.143619979	0.057891777	143.5940894
2022-11-18	02:00:00	83	NaN	Plot	1	2095.557617	3.74608658	0.039453053	3.668759081	3.823414078	-1.994085773	0.067395558	-2.126180238	-1.861991307	-0.031776083	0.056729501	-0.142965208	0.079413041	0.843757104	0.028488777	0.787919451	0.899594757	108829	6.414444679	30.5	43.16	12.29088828	0.5176886	328.2	0.05326	3.143	2.843	1.395	1.947	98.24	0.053	100000	92	Sonic	-37.83212617	0.517688604	1.394546901	3.142838703	2.84302248	4.65756157	4.795684333	101908.1675	0.4	0.5	0.02	1.395	5.49	8.118910297	1324.941194	760506.7274	605.3525988	0.568972177	1319.693687	760980.4095	597.5434312	7.54993812	5.247507062	-473.6821589	7.809167588	1	2.015420082	1.400797059	2.084620155	2.015420082	1.400797059	2.084620155	2.146603532	0.060413212	144.7882268
2022-11-18	02:30:00	84	NaN	Plot	1	2095.557617	4.2411023	0.048392485	4.146253626	4.335950975	-1.416756877	0.061704217	-1.537696384	-1.295817371	-0.047181133	0.050381858	-0.145928956	0.05156669	0.856109118	0.029947676	0.797412042	0.914806195	105107	7.344937064	26.8	41.81	12.66005511	0.3881447	184	0.03353	3.163	2.966	1.594	1.947	95.883	0.053	100000	92	Sonic	-28.44096878	0.388144691	1.593912847	3.163465773	2.966190798	3.94118325	4.768272792	101944.3816	0.4	0.5	0.02	1.594	7.484	8.353950457	1324.68289	760294.9697	604.1621088	0.571273161	1319.598115	760819.9988	595.2928987	7.782677296	5.084774385	-525.0290608	8.869210087	1	1.835060026	1.198927549	2.091251156	1.835060026	1.198927549	2.091251156	2.149320087	0.062571282	145.9861626
2022-11-18	03:00:00	85	NaN	Plot	1	2095.557617	4.409561664	0.048861198	4.313794315	4.505329012	-2.230172045	0.070330573	-2.368019104	-2.092324986	0.020006007	0.059169942	-0.095966351	0.135978366	0.879282804	0.029132205	0.82218404	0.936381568	103086	7.578420572	31.83902396	41.29	12.80019891	0.4214921	248.2	0.04131	3.027	3.077	1.428	1.947	99.202	0.053	100000	91	Sonic	-26.99163044	0.421492121	1.428043208	3.026613319	3.077064631	4.059832956	4.732541157	101983.2509	0.4	0.5	0.02	1.428	5.78	8.750325527	1324.560086	760274.095	604.2961292	0.569855194	1319.503087	760855.7678	597.4318441	8.180470333	5.056998749	-581.6728364	6.864285054	1	1.855166331	1.146825724	1.556681951	1.855166331	1.146825724	1.556681951	2.152066407	0.064635568	146.8778801
2022-11-18	03:30:00	86	NaN	Plot	1	2095.557617	4.150251276	0.046275861	4.059551157	4.240951395	-1.308666591	0.053977726	-1.41446227	-1.202870913	-0.174659234	0.052125633	-0.276824835	-0.072493633	0.870388615	0.030589172	0.810434213	0.930343017	102489	7.216678863	28	41.22	12.79490567	0.3819067	206.4	0.02911	3.091	3.053	1.593	1.947	92.787	0.053	100000	92	Sonic	-24.11537978	0.381906685	1.592695122	3.091336657	3.053146992	4.01252366	4.473012573	101952.9131	0.4	0.5	0.02	1.593	7.472	8.184353958	1328.102209	760777.7069	604.1804587	0.553240606	1323.073246	761287.4503	595.5447631	7.631113353	5.028963333	-509.7434473	8.635695555	1	1.838711164	1.211725025	2.080764508	1.838711164	1.211725025	2.080764508	2.154788366	0.066816673	148.0698088
2022-11-18	04:00:00	87	NaN	Plot	1	2095.557617	4.167125407	0.044460066	4.079984225	4.254266589	-1.452139793	0.063277503	-1.576162921	-1.328116665	-0.082022319	0.047514378	-0.175149916	0.011105277	0.856877163	0.02866467	0.800694762	0.913059564	104664	7.296920622	33.5	41.6	12.4913711	0.3819803	231.3	0.03069	3.354	2.868	1.618	1.947	90.429	0.053	100000	92	Sonic	-21.51078758	0.381980295	1.618140331	3.353676345	2.868415528	3.96310591	4.195704992	102005.9433	0.4	0.5	0.02	1.618	7.766	8.276325421	1329.719212	761426.6508	602.9893686	0.521407656	1324.742238	762001.481	593.9061374	7.754917765	4.976973826	-574.8302032	9.083231149	1	1.860975375	1.194342224	2.179735492	1.860975375	1.194342224	2.179735492	2.157543285	0.068966489	149.3184313
2022-11-18	04:30:00	88	NaN	Plot	1	2095.557617	4.195597454	0.046878473	4.103716223	4.287478684	-1.206429995	0.056521504	-1.317211449	-1.095648542	-0.031590772	0.051023398	-0.131596004	0.06841446	0.851717507	0.028133491	0.796576211	0.906858803	100897	7.419110578	28.7	41.25	12.82258728	0.3444828	119.8	0.02142	3.44	3.165	1.714	1.947	91.477	0.053	100000	92	Sonic	-30.4486618	0.344482789	1.713930181	3.440381063	3.165444021	3.883646341	3.945702862	101966.748	0.4	0.5	0.02	1.714	8.99	7.744386717	1331.420654	762354.8267	602.2541283	0.474322791	1326.339032	762833.1875	594.8755584	7.270063926	5.0816214	-478.3607598	7.378569877	1	1.732783949	1.211179446	1.758645809	1.732783949	1.211179446	1.758645809	2.160108434	0.071146612	150.3258401
2022-11-18	05:00:00	89	NaN	Plot	1	2095.557617	4.600103718	0.051025236	4.500094882	4.700112554	-1.540152631	0.064821522	-1.667202017	-1.413103245	-0.071363231	0.052112997	-0.173504065	0.030777602	0.87643766	0.029525803	0.81856745	0.93430787	108632	7.868706274	31.5	42.39	12.59179325	0.3802583	114.8	0.04111	3.129	2.645	1.542	1.947	91.507	0.053	100000	92	Sonic	-42.64110952	0.380258282	1.542199681	3.129328412	2.644592403	3.667261933	3.433009753	102032.5535	0.4	0.5	0.02	1.542	6.904	7.136860599	1333.770047	763193.886	602.1977417	0.445485461	1329.159662	763635.5312	594.9202351	6.691375138	4.610384656	-441.6451769	7.277506597	1	1.454613971	1.002234936	1.582030981	1.454613971	1.002234936	1.582030981	2.162261791	0.072950635	151.2320783
2022-11-18	05:30:00	90	NaN	Plot	1	2095.557617	4.595710692	0.058560937	4.480931976	4.710489408	-1.480801171	0.084595214	-1.64660675	-1.314995592	-0.110070242	0.050508584	-0.209066445	-0.011074039	0.874993653	0.035133249	0.806132917	0.943854388	107615	7.661578776	30.1	41.77	13.00550156	0.3765037	176	0.03606	3.067	2.632	1.569	1.947	89.525	0.053	100000	92	Sonic	-26.9980985	0.376503691	1.569425415	3.066689515	2.631612149	3.754305689	3.440361868	102153.5373	0.4	0.5	0.02	1.569	7.2	7.210228593	1334.067953	763335.828	603.1766491	0.423995544	1328.35802	763777.6188	595.0482217	6.786233049	5.709933153	-441.7908503	8.12842736	1	1.476644964	1.242448347	1.768698664	1.476644964	1.242448347	1.768698664	2.164447761	0.075187042	152.2452457
2022-11-18	06:00:00	91	NaN	Plot	1	2095.557617	4.672537443	0.052052552	4.570515082	4.774559804	-1.657516607	0.071298642	-1.797261069	-1.517772144	-0.079372943	0.059636015	-0.196258799	0.037512914	0.909958611	0.033521799	0.844256297	0.975660924	110581	7.7096626	32	41.21	12.76597882	0.4146489	148.2	0.05249	3.006	2.611	1.429	1.947	90.123	0.053	100000	92	Sonic	-42.78751715	0.41464894	1.429461538	3.006069968	2.610782784	3.74561124	3.128247208	102180.2029	0.4	0.5	0.02	1.429	5.789	6.65956032	1332.372932	763095.1193	599.879596	0.398107454	1327.890677	763463.1869	594.1616889	6.261452866	4.48225488	-368.0676118	5.717907086	1	1.34005408	0.959276396	1.223726328	1.34005408	0.959276396	1.223726328	2.166431527	0.076913739	152.9462354
2022-11-18	06:30:00	92	NaN	Plot	1	2095.557617	3.847453322	0.058726943	3.732349236	3.962557408	-1.24420865	0.066508442	-1.374564378	-1.113852922	-0.096686139	0.059404461	-0.213118152	0.019745875	0.873046925	0.028840543	0.816519816	0.929574034	101804	6.636220581	25.5	41.25	12.7863911	0.3867124	183.6	0.0236	3.405	3.021	1.708	1.947	87.691	0.053	100000	92	Sonic	-28.05114765	0.386712382	1.708410091	3.404733883	3.021061429	4.266223878	3.44986711	102176.5427	0.4	0.5	0.02	1.708	8.909	6.671146656	1330.530012	762660.5713	600.8648466	0.37643228	1325.152517	762955.047	594.4557584	6.294714375	5.377494937	-294.4756786	6.409088204	1	1.636072968	1.397676459	1.665800119	1.636072968	1.397676459	1.665800119	2.168853509	0.079429557	153.9004592
2022-11-18	07:00:00	93	NaN	Plot	1	2095.557617	4.369238488	0.046773635	4.277562737	4.460914238	-1.357849059	0.057516786	-1.470581252	-1.245116865	-0.069013244	0.051313303	-0.169586688	0.031560199	0.849720205	0.028624201	0.793617123	0.905823286	104261	7.561445795	29.5	41.14	12.36480587	0.3651996	207.2	0.03279	3.334	2.9	1.625	1.947	85.124	0.053	100000	92	Sonic	-20.9518555	0.365199642	1.625035695	3.334313189	2.899744698	3.728473999	3.679179464	102231.0629	0.4	0.5	0.02	1.625	7.85	6.702428623	1329.555864	762574.1638	600.5105167	0.373570898	1324.608029	763084.8296	593.8806509	6.328857724	4.947835067	-510.6657946	6.629865804	1	1.448503611	1.13242504	1.517396183	1.448503611	1.13242504	1.517396183	2.17099782	0.081467922	154.7696725
2022-11-18	07:30:00	94	NaN	Plot	1	2095.557617	3.866166464	0.04139828	3.785026344	3.947306585	-1.444333336	0.062943041	-1.567700923	-1.320965749	-0.099934127	0.047348593	-0.192736788	-0.007131467	0.855483341	0.028593063	0.79944129	0.911525392	103951	6.783740253	31.30005019	41.6	12.40139775	0.4088281	248.2	0.02963	3.375	2.931	1.648	1.947	88.503	0.053	100000	92	Sonic	-24.55073869	0.408828112	1.647541033	3.374703641	2.930697577	4.27758428	3.864126293	102280.5072	0.4	0.5	0.02	1.648	8.132	6.581758073	1328.952946	762097.519	600.4986592	0.367863673	1323.730432	762522.9748	595.3440384	6.2138944	5.222513991	-425.4557658	5.154620824	1	1.607249573	1.350824916	1.333264067	1.607249573	1.350824916	1.333264067	2.173377133	0.083899407	155.533409
2022-11-18	08:00:00	95	NaN	Plot	1	2095.557617	4.089597035	0.043318193	4.004693908	4.174500161	-1.437895023	0.054963671	-1.545623143	-1.330166903	-0.033305682	0.05170646	-0.134649708	0.068038344	0.927414013	0.029493552	0.869607013	0.985221013	108072	6.915571101	25.9	41.3	12.53096165	0.4227188	263.2	0.04017	2.941	2.885	1.562	1.947	91.48	0.053	100000	92	Sonic	-25.58520652	0.422718785	1.561635115	2.941446463	2.885146073	4.101220086	3.7434667	102277.9521	0.4	0.5	0.02	1.562	7.122	6.80085512	1328.398032	761975.176	600.3341452	0.367159839	1323.544402	762304.9513	594.9119167	6.433695281	4.853629569	-329.7752728	5.42222848	1	1.573185628	1.186823427	1.325858864	1.573185628	1.186823427	1.325858864	2.175706018	0.086035689	156.2929035
2022-11-18	08:30:00	96	NaN	Plot	1	2095.557617	3.985866408	0.042585354	3.902399638	4.069333178	-1.444178054	0.063025489	-1.567707237	-1.320648871	-0.090738513	0.047433935	-0.183708443	0.002231417	0.855760085	0.028621473	0.79966235	0.91185782	104333	6.986570972	32.15251296	41.6	12.45177037	0.3979888	220.8	0.03213	3.294	2.991	1.587	1.947	89.393	0.053	100000	92	Sonic	-25.43197508	0.397988836	1.587417308	3.294422792	2.99119702	4.083422842	3.523558363	102362.5836	0.4	0.5	0.02	1.587	7.403	6.734559436	1329.24347	761131.083	602.3450666	0.368588098	1324.198717	761323.9398	595.1701107	6.365971338	5.044753371	-192.8568382	7.17495593	1	1.597136152	1.265660425	1.80009945	1.597136152	1.265660425	1.80009945	2.178070359	0.088313878	157.3240583
2022-11-18	09:00:00	97	NaN	Plot	1	2095.557617	3.934436258	0.042776499	3.850594845	4.01827767	-1.28473107	0.062178598	-1.406600357	-1.162861783	-0.136208851	0.047984672	-0.230258218	-0.042159485	0.855871587	0.027925862	0.80113724	0.910605934	106118	6.804658022	27.7	41.5	12.6578754	0.391298	189.7	0.02738	3.43	2.964	1.707	1.947	91.137	0.053	100000	92	Sonic	-28.13765319	0.391297954	1.706676557	3.43047383	2.963826255	4.171246971	3.583170714	102387.4147	0.4	0.5	0.02	1.707	8.896	6.723264724	1327.110517	758537.3938	601.062575	0.356962851	1322.28177	758650.8749	595.3384102	6.366301874	4.828746408	-113.4810537	5.724164768	1	1.618097602	1.227303251	1.45488817	1.618097602	1.227303251	1.45488817	2.180465731	0.090523024	158.157465
2022-11-18	09:30:00	98	NaN	Plot	1	2095.557617	4.117630436	0.044060791	4.031271827	4.203989045	-1.622797473	0.059053414	-1.738541438	-1.507053508	0.007666777	0.049588286	-0.089525655	0.104859209	0.873334185	0.028450787	0.817570992	0.929097377	106162	7.106819466	28.68049404	41.71	12.75021744	0.4147405	293.5	0.03509	3.306	2.813	1.511	1.947	96.558	0.053	100000	92	Sonic	-21.68916535	0.414740466	1.51079463	3.306019372	2.813488958	4.163803226	3.9749195	102377.8316	0.4	0.5	0.02	1.511	6.579	7.088547737	1323.522576	756469.9057	602.1506402	0.395611199	1318.966604	756596.7939	594.2706066	6.692936538	4.555971526	-126.8882342	7.880033576	1	1.625434007	1.106454694	1.913730166	1.625434007	1.106454694	1.913730166	2.182871963	0.092514642	159.2537111
2022-11-18	10:00:00	99	NaN	Plot	1	2095.557617	4.197696644	0.05276363	4.094280578	4.30111271	-1.539796228	0.075908576	-1.688576104	-1.391016352	-0.142244972	0.061933563	-0.263633993	-0.02085595	0.86198441	0.035134381	0.793121455	0.930847364	107467	7.243601292	32.4	41.45	12.37662613	0.3921637	538.6	0.03429	3.447	3.147	1.638	1.947	93.781	0.053	100000	92	Sonic	-9.998055572	0.392163703	1.63820929	3.447265376	3.146569505	3.959853075	4.160460799	102405.6053	0.4	0.5	0.02	1.638	8.009	7.088823521	1323.223191	755203.2702	602.3190953	0.442106901	1318.384493	755232.9237	595.8708824	6.64671662	4.838697551	-29.65343504	6.448212861	1	1.583419952	1.152703009	1.536131218	1.583419952	1.152703009	1.536131218	2.185215999	0.094589508	160.1336564
2022-11-18	10:30:00	100	NaN	Plot	1	2095.557617	3.699730282	0.040683689	3.619990752	3.779469811	-1.539204495	0.057989837	-1.652863862	-1.425545128	-0.026507337	0.056318889	-0.136891668	0.083876993	0.884944749	0.02854753	0.828991941	0.940897556	104159	6.434193877	26.1	41.91	12.44016178	0.4476537	-5297.3	0.03415	3.377	3.103	1.563	1.947	93.446	0.053	100000	92	Sonic	1.513570164	0.447653668	1.563342414	3.377261744	3.103020023	4.524875275	4.470031821	102441.7919	0.4	0.5	0.02	1.562	7.122	7.481350246	1322.844893	754112.2501	601.9119679	0.476727738	1317.87303	754242.874	595.5006395	7.004622508	4.971863244	-130.6239302	6.411328391	1	1.893279233	1.343844785	1.732917781	1.893279233	1.343844785	1.732917781	2.188018739	0.097008428	161.1263273
