st_date	st_time	rn	Sensor	Source	SensorHeight	SourceArea	CE	CE_se	CE_lo	CE_hi	uCE	uCE_se	uCE_lo	uCE_hi	vCE	vCE_se	vCE_lo	vCE_hi	wCE	wCE_se	wCE_lo	wCE_hi	N_TD	TD_Time_avg	TD_Time_max	Max_Dist	UCE	Ustar	L	Zo	sUu	sVu	sWu	z_sWu	WD	d	N0	MaxFetch	Sonic_raw	SH	UST	sigW	sigU	sigV	WS	airT	Pair	kv	A	alpha	bw	C0	NH3	CH4	CO2	N2O	NH3_bg	CH4_bg	CO2_bg	N2O_bg	dNH3	dCH4	dCO2	dN2O	FLAG	emis_NH3	emis_CH4	emis_N2O	emis_NH3_gap	emis_CH4_gap	emis_N2O_gap	cum_NH3_gN	cum_CH4_gCH4	cum_N2O_mgN
2022-11-16	14:30:00	12	NaN	Plot	1	2095.557617	2.82770872	0.031872307	2.76523939	2.89017805	-1.662257645	0.056753712	-1.773494223	-1.551021066	0.238036867	0.055391622	0.129469968	0.346603766	0.835304999	0.026072496	0.784203228	0.88640677	91882	4.958951699	18.9	41.94	12.0841636	0.5326621	275.5	0.02642	3.347	3.326	1.51	1.947	120.118	0.053	100000	93	Sonic	-49.65542356	0.532662075	1.510325097	3.347162307	3.325690477	5.725755037	7.959844931	101741.2051	0.4	0.5	0.02	1.51	6.568	137.8511566	1310.051544	750574.9789	600.6721772	0.957479475	1316.46498	758867.8034	594.1714201	136.8936771	-6.413436216	-8292.824544	6.500757131	1	48.41151996	-2.268068197	2.298948646	48.41151996	-2.268068197	2.298948646	0.976409423	0.000968429	20.56949734
2022-11-16	15:00:00	13	NaN	Plot	1	2095.557617	3.129274241	0.038550498	3.05371574	3.204832743	-1.593566811	0.057207959	-1.705693708	-1.481439914	0.103896907	0.05973496	-0.013182881	0.220976696	0.868953267	0.031271316	0.807661873	0.930244662	91227	5.490985125	21.5	41.89	12.06802265	0.4811811	239.6	0.02706	3.286	3.107	1.517	1.947	121.559	0.053	100000	93	Sonic	-42.06641222	0.481181132	1.517093694	3.285765516	3.106961165	5.143728633	7.828666667	101780.4861	0.4	0.5	0.02	1.517	6.64	135.7857405	1310.363402	751012.4581	599.3390387	0.960039447	1317.225993	759763.5804	594.1204182	134.8257011	-6.86259087	-8751.122291	5.218620464	1	43.08529412	-2.193029546	1.667677571	43.08529412	-2.193029546	1.667677571	1.040191292	-0.002979024	21.52479661
2022-11-16	15:30:00	14	NaN	Plot	1	2095.557617	3.108327493	0.036122484	3.037527867	3.179127118	-1.981799042	0.061459211	-2.102258339	-1.861339744	0.086362579	0.059219937	-0.029707769	0.202432927	0.846861132	0.02542779	0.797022977	0.896699287	93152	5.421511079	22.8	42.06	12.00501627	0.5118326	278.7	0.0302	3.431	3.322	1.454	1.947	120.051	0.053	100000	93	Sonic	-43.50650521	0.511832571	1.453511993	3.430538125	3.321820954	5.3307092	7.734822695	101846.9681	0.4	0.5	0.02	1.454	6.019	132.8152962	1310.778549	751262.0825	599.4966077	0.952861771	1317.15142	759687.9053	594.2602854	131.8624345	-6.372871165	-8425.822843	5.236322318	1	42.42231064	-2.05025731	1.684610882	42.42231064	-2.05025731	1.684610882	1.102991706	-0.006669487	22.48979583
2022-11-16	16:00:00	15	NaN	Plot	1	2095.557617	3.120871282	0.039123934	3.044188853	3.197553712	-1.999452849	0.067390445	-2.131537293	-1.867368406	0.264900128	0.070539468	0.126643638	0.403156617	0.834242098	0.027619362	0.780108489	0.888375707	96407	5.336365617	21.5	42.25	12.33895889	0.5452862	282.3	0.03495	3.262	2.906	1.426	1.947	119.883	0.053	100000	93	Sonic	-51.9295477	0.545286249	1.426311839	3.262412326	2.90645039	5.480072154	7.72771918	101833.1221	0.4	0.5	0.02	1.426	5.762	117.0565593	1310.592373	751277.3433	600.1786544	0.925639431	1316.812915	759556.036	593.8601771	116.1309199	-6.220542638	-8278.692643	6.318477281	1	37.21105723	-1.993207049	2.024587594	37.21105723	-1.993207049	2.024587594	1.158077573	-0.01025726	23.64954463
2022-11-16	16:30:00	16	NaN	Plot	1	2095.557617	3.015260714	0.035512548	2.945656557	3.084864872	-1.816493422	0.067971019	-1.949715784	-1.683271059	0.18062753	0.056473065	0.069941016	0.291314043	0.826583758	0.027872811	0.771953391	0.881214124	93862	5.314689651	21.6	42.28	11.85152603	0.5079484	239.6	0.02872	3.606	3.479	1.533	1.947	118.935	0.053	100000	93	Sonic	-49.46368678	0.507948405	1.533372136	3.605937022	3.479445023	5.354296429	7.691239587	101877.8101	0.4	0.5	0.02	1.533	6.808	113.2804565	1310.779693	751366.0394	599.7580504	0.924985852	1316.63405	759398.9937	595.0921846	112.3554707	-5.854357166	-8032.954281	4.665865819	1	37.26227392	-1.941575778	1.547417043	37.26227392	-1.941575778	1.547417043	1.21323926	-0.013752096	24.53595481
2022-11-16	17:00:00	17	NaN	Plot	1	2095.557617	2.889070087	0.034897844	2.820670742	2.957469433	-1.937370489	0.072234481	-2.078949185	-1.795791794	0.239966769	0.062343138	0.117774984	0.362158554	0.888157137	0.029696204	0.829952942	0.946361333	93798	5.006745346	23	42.15	12.39967189	0.5338459	269.8	0.02503	3.454	3.279	1.473	1.947	118.718	0.053	100000	93	Sonic	-50.97644791	0.533845885	1.472927489	3.453788203	3.278642732	5.810741458	7.617310184	101880.5317	0.4	0.5	0.02	1.473	6.2	105.663107	1311.651809	751259.7345	599.1581404	0.892369087	1317.43944	759222.9116	595.4957322	104.7707379	-5.787631031	-7963.177141	3.66240811	1	36.26451928	-2.00328509	1.267677142	36.26451928	-2.00328509	1.267677142	1.266923908	-0.017358009	25.262121
2022-11-16	17:30:00	18	NaN	Plot	1	2095.557617	3.411929258	0.041624559	3.330345634	3.493512882	-2.081388355	0.069012303	-2.216651621	-1.94612509	0.222270959	0.065137161	0.094602925	0.349938993	0.827765143	0.029707909	0.769538006	0.885992279	95544	5.945568534	23.6	42.19	12.48066891	0.4777332	212.1	0.02868	3.627	3.155	1.46	1.947	116.346	0.053	100000	93	Sonic	-46.44182007	0.477733153	1.460404902	3.627123702	3.154704909	5.037181886	7.457029029	101880.5941	0.4	0.5	0.02	1.46	6.075	110.9533864	1314.195169	752616.9448	600.1310428	0.897312172	1319.931862	760596.0554	595.5854831	110.0560742	-5.736693616	-7979.110579	4.54555971	1	32.2562591	-1.681363587	1.33225497	32.2562591	-1.681363587	1.33225497	1.314674876	-0.020384464	26.02527943
2022-11-16	18:00:00	19	NaN	Plot	1	2095.557617	3.509685125	0.04947461	3.412715498	3.606654752	-1.677679683	0.072439503	-1.819660218	-1.535699148	0.137247271	0.060595247	0.018481331	0.256013211	0.806111207	0.030305575	0.746712653	0.865509762	88469	6.204410584	24	42.29	13.32394848	0.3707266	127.6	0.01031	4.263	3.473	1.714	1.947	114.388	0.053	100000	93	Sonic	-36.07619275	0.370726638	1.714027383	4.262995697	3.472566765	4.857101083	7.393626658	101875.0479	0.4	0.5	0.02	1.714	8.99	104.5325754	1322.147729	754545.2873	599.7826213	0.888438121	1328.565863	762683.8835	595.4806268	103.6441373	-6.418133604	-8138.596157	4.301994529	1	29.5308934	-1.82869214	1.225749426	29.5308934	-1.82869214	1.225749426	1.358391314	-0.02367611	26.72742807
2022-11-16	18:30:00	20	NaN	Plot	1	2095.557617	3.334987862	0.039574651	3.257422033	3.412553691	-1.608256144	0.060671575	-1.727171686	-1.489340602	0.210974018	0.060695022	0.092012521	0.329935514	0.830379235	0.027757493	0.77597489	0.884783581	91627	5.8652526	23.1	42.2	12.76156637	0.4427886	204.4	0.02087	3.561	3.346	1.556	1.947	115.869	0.053	100000	93	Sonic	-38.3248912	0.442788642	1.555783934	3.560674789	3.345567106	5.020999025	7.190477252	101880.4712	0.4	0.5	0.02	1.556	7.056	103.1118708	1320.380037	755689.204	599.7070752	0.853354813	1325.759487	763844.8974	595.4451139	102.258516	-5.379449999	-8155.693357	4.26196134	1	30.66233529	-1.613034356	1.277954078	30.66233529	-1.613034356	1.277954078	1.403782697	-0.026579571	27.45948121
2022-11-16	19:00:00	21	NaN	Plot	1	2095.557617	3.112746866	0.035079592	3.043991296	3.181502435	-2.507166401	0.073064831	-2.650372571	-2.363960231	0.147976933	0.055849693	0.038512221	0.257441646	0.830092243	0.026900015	0.777368545	0.882815941	96228	5.443613086	21.3	42.08	11.69127264	0.5669208	378.8	0.04051	3.405	2.813	1.343	1.947	119.605	0.053	100000	93	Sonic	-43.40155532	0.566920755	1.343340494	3.405357435	2.812568414	5.488407353	7.14215678	101900.0531	0.4	0.5	0.02	1.343	5.067	88.77436567	1319.434387	755104.7308	599.9329279	0.849815798	1324.33059	762467.8949	596.350535	87.92454987	-4.896202454	-7363.16413	3.582392858	1	28.246611	-1.572952336	1.150878312	28.246611	-1.572952336	1.150878312	1.445597931	-0.029410886	28.11874127
2022-11-16	19:30:00	22	NaN	Plot	1	2095.557617	3.836314945	0.043125421	3.751789649	3.92084024	-2.192404387	0.067774598	-2.325241767	-2.059567007	0.179994849	0.057685859	0.066931274	0.293058424	0.860390774	0.028416206	0.804695359	0.916086189	99009	6.634636245	27.3	42.51	12.21382865	0.4643563	234.4	0.04015	3.283	2.879	1.387	1.947	116.04	0.053	100000	93	Sonic	-38.5153899	0.464356267	1.387314512	3.28313574	2.878840233	4.505825804	6.879837255	101905.5369	0.4	0.5	0.02	1.387	5.423	84.76392291	1321.896301	755904.4999	598.4596253	0.851331171	1326.55371	763498.1226	595.7859774	83.91259174	-4.657408617	-7593.622689	2.673647883	1	21.87322807	-1.214031873	0.69693128	21.87322807	-1.214031873	0.69693128	1.477978245	-0.031596143	28.51796589
2022-11-16	20:00:00	23	NaN	Plot	1	2095.557617	3.727526934	0.042956404	3.643332909	3.811720958	-1.967184117	0.062543999	-2.089769586	-1.844598649	0.14719863	0.056525666	0.03640902	0.25798824	0.847300277	0.027547074	0.793308351	0.901292203	92369	6.517952993	27	42.4	12.74260759	0.4275264	192.6	0.02553	3.283	3.028	1.433	1.947	115.154	0.053	100000	93	Sonic	-36.56448084	0.427526351	1.433331403	3.283044379	3.027758281	4.632341074	6.766937467	101888.8043	0.4	0.5	0.02	1.433	5.825	81.12200558	1321.061763	756029.9882	599.5364144	0.833753935	1325.770694	763723.1014	595.0859447	80.28825165	-4.708930885	-7693.113202	4.450469681	1	21.53928143	-1.263285543	1.193947022	21.53928143	-1.263285543	1.193947022	1.509864198	-0.033870057	29.2018971
2022-11-16	20:30:00	24	NaN	Plot	1	2095.557617	4.290775167	0.050205143	4.192373703	4.389176631	-1.628157507	0.060752003	-1.747230687	-1.509084328	0.051400595	0.058864589	-0.063973275	0.166774466	0.824486678	0.028765624	0.768106408	0.880866947	93388	7.604411702	26.6	42.26	12.81414229	0.340876	130	0.01997	3.503	3.439	1.586	1.947	111.925	0.053	100000	93	Sonic	-27.4395167	0.340875968	1.586216068	3.503033112	3.438873117	3.902785318	6.670847145	101901.3635	0.4	0.5	0.02	1.586	7.392	88.00090312	1326.882898	757240.8124	599.170384	0.824577235	1332.264455	764925.7096	595.3279238	87.17632589	-5.381557811	-7684.897179	3.842460152	1	20.31715075	-1.254215754	0.895516545	20.31715075	-1.254215754	0.895516545	1.539940953	-0.036127645	29.71487773
2022-11-16	21:00:00	25	NaN	Plot	1	2095.557617	3.382883307	0.039622724	3.305223255	3.460543359	-1.616577146	0.061786904	-1.737678718	-1.495475575	0.156128324	0.061296406	0.035988122	0.276268526	0.840106688	0.028203278	0.784828611	0.895384766	94230	5.911071347	24.14839404	42.21	13.17185027	0.4492357	226	0.02155	3.368	3.343	1.507	1.947	110.567	0.053	100000	93	Sonic	-36.1201671	0.449235729	1.506612133	3.368384965	3.342873488	5.057854803	6.547872265	101906.8442	0.4	0.5	0.02	1.507	6.538	77.56343544	1328.027733	757578.9986	599.7791494	0.800069921	1333.492081	765450.7477	595.8507164	76.76336552	-5.464347611	-7871.749126	3.928433015	1	22.69169775	-1.615292966	1.16126767	22.69169775	-1.615292966	1.16126767	1.5735329	-0.039035173	30.38008915
2022-11-16	21:30:00	26	NaN	Plot	1	2095.557617	3.845715981	0.060210951	3.727703259	3.963728704	-2.079549949	0.072867361	-2.222369081	-1.936730816	0.162034594	0.101678819	-0.037254641	0.36132383	0.813810699	0.031270637	0.752520635	0.875100763	97064	6.572884901	25.6	42.71	12.8528643	0.4514816	235.2	0.0327	3.252	2.808	1.404	1.947	115.928	0.053	100000	93	Sonic	-35.23675948	0.451481631	1.403780812	3.251893552	2.80758424	4.612387774	6.51915441	101911.2521	0.4	0.5	0.02	1.404	5.568	76.47889777	1326.431093	757777.5294	599.6018421	0.774303903	1331.084783	765455.5673	596.5055526	75.70459387	-4.653690112	-7678.037878	3.096289541	1	19.68543549	-1.210097192	0.80512694	19.68543549	-1.210097192	0.80512694	1.602674488	-0.041213348	30.84129172
2022-11-16	22:00:00	27	NaN	Plot	1	2095.557617	3.175738538	0.036507039	3.10418519	3.247291885	-1.994830012	0.062069504	-2.116485477	-1.873174546	0.054395956	0.059653415	-0.062524004	0.171315915	0.85571322	0.025656239	0.805427306	0.905999133	94982	5.530491364	22.85487858	42.17	12.26100756	0.5106036	301.3	0.03107	3.714	3.381	1.469	1.947	116.931	0.053	100000	93	Sonic	-39.7756123	0.510603639	1.468517344	3.714334876	3.380774554	5.281595973	6.507394476	101891.5368	0.4	0.5	0.02	1.469	6.161	67.70171949	1324.854657	757667.7753	599.8153892	0.769516974	1329.181643	764976.3521	596.1056934	66.93220251	-4.326985503	-7308.576828	3.709695814	1	21.07610615	-1.362513145	1.16813641	21.07610615	-1.362513145	1.16813641	1.633874773	-0.043665871	31.51043778
2022-11-16	22:30:00	28	NaN	Plot	1	2095.557617	3.343200046	0.040573305	3.263676867	3.422723226	-1.83370316	0.065479897	-1.962042952	-1.705363367	0.1455042	0.056391861	0.034976845	0.256031555	0.828698991	0.028760566	0.772328635	0.885069348	95342	5.842151413	24.7	42.3	13.02390965	0.4648896	222.4	0.02231	3.477	3.111	1.524	1.947	113.136	0.053	100000	93	Sonic	-40.66908576	0.46488964	1.524384737	3.47663	3.110957358	5.19365451	6.451120264	101883.489	0.4	0.5	0.02	1.524	6.713	63.19878993	1327.72992	758037.2822	600.6191195	0.785099007	1331.763169	765285.5532	595.6549425	62.41369093	-4.033248934	-7248.271032	4.964177008	1	18.66884723	-1.206403709	1.484857902	18.66884723	-1.206403709	1.484857902	1.661511441	-0.045837398	32.36101207
2022-11-16	23:00:00	29	NaN	Plot	1	2095.557617	3.182481845	0.037750486	3.108491355	3.256472334	-1.584047979	0.062203664	-1.705966396	-1.462129562	0.233936114	0.055744828	0.124676936	0.343195292	0.835354029	0.026724894	0.782973566	0.887734492	91699	5.723508435	23.7	42.12	12.29111112	0.4310748	191.8	0.01812	3.977	3.838	1.668	1.947	116.516	0.053	100000	93	Sonic	-37.5920494	0.431074789	1.667681926	3.97664208	3.838362722	5.040394653	6.428164978	101905.4013	0.4	0.5	0.02	1.668	8.384	54.42676037	1325.935733	758299.3692	600.8848104	0.776256574	1328.609309	764863.0622	595.7210162	53.6505038	-2.673575594	-6563.692952	5.163794115	1	16.85807065	-0.840091389	1.622568287	16.85807065	-0.840091389	1.622568287	1.686467503	-0.047349562	33.2904713
2022-11-16	23:30:00	30	NaN	Plot	1	2095.557617	3.512481709	0.042446504	3.429287083	3.595676335	-1.311825104	0.061536502	-1.432435891	-1.191214316	0.13986683	0.060112699	0.022046679	0.25768698	0.850208364	0.030485786	0.790456599	0.909960129	94760	6.171263191	23	41.77	13.38071915	0.3605734	124.5	0.01003	4.067	3.918	1.864	1.947	105.986	0.053	100000	92	Sonic	-33.87560573	0.360573446	1.864481616	4.066697105	3.917919855	4.749314853	6.266195471	101897.2005	0.4	0.5	0.02	1.864	11.221	60.31104664	1330.497894	758804.5562	602.2757532	0.771535504	1334.338489	765699.0888	595.7672956	59.53951113	-3.840594398	-6894.532644	6.508457562	0	16.95083877	-1.093413352	1.852951303	15.96837896	-0.940618801	1.920869601	1.710106498	-0.049042676	34.3908071
2022-11-17	00:00:00	31	NaN	Plot	1	2095.557617	3.742322487	0.044908399	3.654302577	3.830342396	-1.846227049	0.065841199	-1.975274989	-1.717179109	0.085739398	0.056954745	-0.025891202	0.197369998	0.827637979	0.028967003	0.77086301	0.884412948	97228	6.510467187	27.1089036	42.13	13.30727045	0.4235794	226.1	0.02197	3.72	3.321	1.563	1.947	107.793	0.053	100000	93	Sonic	-30.20290018	0.42357935	1.563097726	3.719868206	3.320614984	4.748571945	5.972486454	101902.7092	0.4	0.5	0.02	1.563	7.133	57.16298707	1330.613436	759203.1048	603.2971039	0.733676675	1334.509741	766020.1745	594.9922507	56.42931039	-3.896304883	-6817.069633	8.304853221	1	15.07868726	-1.041146213	2.219170916	15.07868726	-1.041146213	2.219170916	1.732428427	-0.050916739	35.66201948
2022-11-17	00:30:00	32	NaN	Plot	1	2095.557617	3.285350399	0.038421336	3.210045052	3.360655746	-1.599476633	0.063264138	-1.723473565	-1.475479701	0.194565585	0.057275437	0.082306432	0.306824737	0.836810408	0.026946115	0.783996353	0.889624463	94459	5.873350055	23.74925324	42.18	12.69446882	0.4301808	208.4	0.0179	3.806	3.499	1.652	1.947	110.926	0.053	100000	93	Sonic	-34.31251005	0.430180778	1.651737873	3.806187386	3.499186258	5.043097284	5.887393073	101894.4458	0.4	0.5	0.02	1.652	8.182	48.64502745	1331.095373	759320.4644	604.1600885	0.700376698	1333.460074	765087.5092	595.9924893	47.94465075	-2.364700098	-5767.04478	8.167599205	1	14.59346643	-0.719771047	2.486066389	14.59346643	-0.719771047	2.486066389	1.754032052	-0.052212327	37.08611815
2022-11-17	01:00:00	33	NaN	Plot	1	2095.557617	3.418252578	0.04039191	3.339084931	3.497420225	-1.955359877	0.073993777	-2.100386772	-1.810332983	0.131092836	0.064359893	0.004948236	0.257237435	0.898743492	0.030662337	0.838645689	0.958841296	98982	5.854863118	25.7235193	42.89	13.21175904	0.4773241	276.9	0.02366	3.4	3.162	1.506	1.947	108.299	0.053	100000	93	Sonic	-35.27347313	0.477324086	1.505660786	3.40024819	3.162442974	5.262651911	5.852944161	101897.1974	0.4	0.5	0.02	1.506	6.527	44.41174015	1332.917149	759979.5096	605.7245215	0.687353709	1334.291168	765046.0409	596.1174983	43.72438644	-1.374019192	-5066.531296	9.6070232	1	12.791444	-0.401965379	2.810507118	12.791444	-0.401965379	2.810507118	1.772968031	-0.052935865	38.6960669
