"","elapsed.time","NH3_30s.bg","DATE","TIME","FRAC_DAYS_SINCE_JAN1","FRAC_HRS_SINCE_JAN1","JULIAN_DAYS","EPOCH_TIME","ALARM_STATUS","INST_STATUS","CavityPressure","CavityTemp","DasTemp","EtalonTemp","WarmBoxTemp","species","MPVPosition","InletValve","OutletValve","solenoid_valves","NH3_Raw","NH3_30s","NH3_2min","NH3_5min","H2O","NH3_dry","NH3_uncorrected","NH3_broadeningCorrected","peak15","date.time","id","Vid","treat","NH3.corr","date.time.weather","date","time","temp","air.flow","A.frame","air.temp.K","n","flux","flux.tr","flux.time","cum.emis"
"298",32,7.10215849095,"2022-11-25","19:21:23.276",328.84818606,7892.356466,329.84818606,1669404083.276,0,963,140.01441222,45.000419617,27.875,44.981285095,45.000816345,4,4,50000,47940.589488,4,12.973994984,12.964822087,13.183853984,13.664159857,0.90409238682,12.973994984,12.506491605,12.856698083,56.43507968,2022-11-25 19:21:23,"4","0","DFC",5.86266359605,"2022-11-25 19:00:00","2022-11-25","19:00:00",6.5,3000,0.38465,279.65,2.55483423476999e-10,2.79096295407405e-05,2.77925018508156e-05,0.00222340014806525,0.0615612175919598
"299",33.3,6.960555374,"2022-11-25","20:41:21.377",328.90371964,7893.689271,329.90371964,1669408881.377,0,963,140.00555087,44.99962616,28.805421271,44.980461121,44.999778748,4,4,50000,47959.882802,4,12.155101411,12.283349091,12.423624894,12.885387867,0.91188318113,12.155101411,11.703890212,12.044261086,56.901434994,2022-11-25 20:41:21,"4","0","DFC",5.322793717,"2022-11-25 21:00:00","2022-11-25","21:00:00",6.5,3000,0.38465,279.65,2.31956949090043e-10,2.53395403521604e-05,2.66245849464505e-05,0.00212996679571604,0.0636911843876759
"300",34.7,7.0095949763,"2022-11-25","22:01:18.112",328.95923742,7895.021698,329.95923742,1669413678.113,0,963,140.04492946,45.001274109,28.625,44.980552673,45.000297546,4,4,50000,47974.685471,4,12.450457368,12.491449728,12.684539983,13.234885425,0.91667318712,12.450457368,11.989587182,12.336327364,57.188008113,2022-11-25 22:01:18,"4","0","DFC",5.4818547517,"2022-11-25 22:00:00","2022-11-25","22:00:00",6.5,3000,0.38465,279.65,2.38888518166312e-10,2.60967617891596e-05,2.57181510706601e-05,0.0020574520856528,0.0657486364733287
"301",36,7.16993959705,"2022-11-25","23:21:17.216",329.01478259,7896.354782,330.01478259,1669418477.216,0,963,139.9885068,44.999473572,29.625,44.980674744,45.000450134,4,4,50000,47984.257651,4,12.642914291,12.58646194,12.680950977,13.201999226,0.9262343883,12.642914291,12.172505966,12.525811271,57.759675246,2022-11-25 23:21:17,"4","0","DFC",5.41652234295,"2022-11-25 23:00:00","2022-11-25","23:00:00",6.6,3000,0.38465,279.75,2.35957083600086e-10,2.577652475909e-05,2.59366432741248e-05,0.00207493146192999,0.0678235679352586
"302",37.3,7.08207653955,"2022-11-26","00:41:14.753",329.07030964,7897.687431,330.07030964,1669423274.753,0,963,139.99255118,45.000340204,30.106353591,44.981040955,45.001016986,4,4,50000,48011.606882,4,12.417588925,12.476983178,12.604326835,13.047456553,0.92280054945,12.417588925,11.954523768,12.302999346,57.55441916,2022-11-26 00:41:14,"4","0","DFC",5.39490663845,"2022-11-26 01:00:00","2022-11-26","01:00:00",6.6,3000,0.38465,279.75,2.35015450155073e-10,2.56736584350999e-05,2.57250915970949e-05,0.0020580073277676,0.0698815752630262
"303",38.6,6.9078582536,"2022-11-26","02:01:12.460",329.12583867,7899.020128,330.12583867,1669428072.461,0,963,140.01727856,44.999382019,30.17058011,44.97731781,44.997489929,4,4,50000,48010.423537,4,12.151457763,12.145815218,12.283153427,12.712915284,0.89886802355,12.151457763,11.706644588,12.042232195,56.122174509,2022-11-26 02:01:12,"4","0","DFC",5.2379569644,"2022-11-26 02:00:00","2022-11-26","02:00:00",6.4,3000,0.38465,279.55,2.28341581819178e-10,2.49445888527233e-05,2.53091236439116e-05,0.00202472989151293,0.0719063051545392
"304",40,6.6693883043,"2022-11-26","03:21:10.063",329.18136648,7900.352796,330.18136648,1669432870.064,0,963,139.99427285,45.000051888,29.867575967,44.979326743,44.999518927,4,4,50000,48053.688655,4,11.493717656,11.530707034,11.658606564,12.139446403,0.87668124066,11.493717656,11.075301163,11.392954389,54.791753508,2022-11-26 03:21:10,"4","0","DFC",4.8613187297,"2022-11-26 03:00:00","2022-11-26","03:00:00",5.9,3000,0.38465,279.05,2.12302273718874e-10,2.31924158894955e-05,2.40685023711094e-05,0.00192548018968875,0.0738317853442279
"305",41.3,6.2898012011,"2022-11-26","04:41:07.361",329.23689075,7901.685378,330.23689075,1669437667.361,0,963,140.00259665,44.999076843,29.667990331,44.979667664,44.999534607,4,4,50000,48028.357303,4,11.394514902,11.257728691,11.408566125,11.900021093,0.85218835018,11.394514902,10.989851004,11.297412174,53.320067985,2022-11-26 04:41:07,"4","0","DFC",4.9679274899,"2022-11-26 05:00:00","2022-11-26","05:00:00",5.2,3000,0.38465,278.35,2.17503674713193e-10,2.37606295640604e-05,2.3476522726778e-05,0.00187812181814224,0.0757099071623702
"306",42.6,6.08117236575,"2022-11-26","06:01:05.526",329.29242507,7903.018202,330.29242507,1669442465.526,0,963,139.92123725,45.000309517,28.9375,44.980642709,45.000358582,4,4,50000,48021.349965,4,10.832276733,11.028434257,11.177336137,11.632574638,0.82341249031,10.832276733,10.453576397,10.743082413,51.587013662,2022-11-26 06:01:05,"4","0","DFC",4.94726189125,"2022-11-26 06:00:00","2022-11-26","06:00:00",4.8,3000,0.38465,277.95,2.16910611479203e-10,2.36958418963142e-05,2.37282357301873e-05,0.00189825885841498,0.0776081660207851
"307",44,5.7609116255,"2022-11-26","07:21:02.948",329.3479508,7904.350819,330.3479508,1669447262.949,0,963,139.98822173,45.000602722,28.625,44.97832489,44.998130798,4,4,50000,48037.686162,4,10.085811225,10.315869413,10.441484632,10.940286294,0.79586506512,10.085811225,9.7356649931,10.005541777,49.923843774,2022-11-26 07:21:02,"4","0","DFC",4.5549577875,"2022-11-26 07:00:00","2022-11-26","07:00:00",4.5,3000,0.38465,277.65,1.99925989757035e-10,2.1840400577641e-05,2.27681212369776e-05,0.00182144969895821,0.0794296157197433
"308",45.3,6.0891137735,"2022-11-26","08:41:00.259",329.40347523,7905.683406,330.40347523,1669452060.26,0,963,140.07403946,44.99996376,28.25,44.979500771,44.999188423,2,4,50000,48088.217041,4,10.887481818,10.977661929,11.163526335,11.606587292,0.80106901015,10.887481818,10.518773509,10.800532582,50.238339416,2022-11-26 08:41:00,"4","0","DFC",4.8885481555,"2022-11-26 09:00:00","2022-11-26","09:00:00",4.2,3000,0.38465,277.35,2.14800013039657e-10,2.34652749978621e-05,2.26528377877516e-05,0.00181222702302012,0.0812418427427635
"309",46.6,7.65421125295,"2022-11-26","10:00:58.361",329.45900882,7907.016212,330.45900882,1669456858.362,0,963,140.04685287,45.001579285,30.3125,44.986869812,45.006706238,4,4,50000,48107.958833,4,15.376480134,15.57096605,15.592651836,15.71900553,0.87667057979,15.376480134,14.865772191,15.241679056,54.791113618,2022-11-26 10:00:58,"4","0","DFC",7.91675479705,"2022-11-26 10:00:00","2022-11-26","10:00:00",4.3,3000,0.38465,277.45,3.47732306091649e-10,3.79871214745917e-05,3.07261982362269e-05,0.00245809585889815,0.0836999386016616
"310",48,10.25902337035,"2022-11-26","11:20:55.786",329.51453456,7908.348829,330.51453456,1669461655.786,0,963,139.97978885,45.001731873,32.712707182,44.982719421,45.003410339,4,4,50000,48150.750388,4,17.587580482,17.565591158,17.497783597,18.00435691,0.99367378877,17.587580482,16.9506281,17.412817305,61.778605347,2022-11-26 11:20:55,"4","0","DFC",7.30656778765,"2022-11-26 11:00:00","2022-11-26","11:00:00",6,3000,0.38465,279.15,3.18976260017062e-10,3.48457411765058e-05,3.64164313255487e-05,0.0029133145060439,0.0866132531077055
"311",49.3,9.61315736315,"2022-11-26","12:40:53.447",329.57006306,7909.681513,330.57006306,1669466453.448,0,963,140.00797331,44.999778748,32.8125,44.977531433,44.998161316,4,4,50000,48182.8675,4,13.599321196,13.512986775,13.72113435,14.405588923,0.98762805559,13.599321196,13.07283674,13.465010484,61.419265049,2022-11-26 12:40:53,"4","0","DFC",3.89982941185,"2022-11-26 13:00:00","2022-11-26","13:00:00",7.8,3000,0.38465,280.95,1.69160573896551e-10,1.84795118450292e-05,2.66626265107675e-05,0.0021330101208614,0.0887462632285669
"312",50.6,8.1410556372,"2022-11-26","14:00:52.023",329.62560213,7911.014451,330.62560213,1669471252.024,0,963,139.98863334,44.99874115,32.076484807,44.97908783,44.999595642,4,4,50000,48148.302648,4,13.34759291,13.405006401,13.616048426,14.191094764,0.98455152113,13.34759291,12.829425447,13.216178981,61.236333995,2022-11-26 14:00:52,"4","0","DFC",5.2639507638,"2022-11-26 14:00:00","2022-11-26","14:00:00",7.5,3000,0.38465,280.65,2.28575326019912e-10,2.49701236367849e-05,2.1724817740907e-05,0.00173798541927256,0.0904842486478395
"313",52,7.4859823705,"2022-11-26","15:20:49.381",329.68112711,7912.347051,330.68112711,1669476049.382,0,963,140.01798404,44.999880922,31.350483425,44.980667999,45.001165527,4,4,50000,48167.083412,4,12.238897034,12.17502133,12.349489646,12.795381881,0.97466333665,12.238897034,11.755091075,12.119608991,60.648056471,2022-11-26 15:20:49,"4","0","DFC",4.6890389595,"2022-11-26 15:00:00","2022-11-26","15:00:00",7.3,3000,0.38465,280.45,2.03756265786498e-10,2.22588292317047e-05,2.36144764342448e-05,0.00188915811473958,0.0923734067625791
"314",53.3,7.3752719693,"2022-11-26","16:40:46.983",329.73665491,7913.679718,330.73665491,1669480846.984,0,963,140.00656372,44.999259949,30,44.977653503,44.998008728,4,4,50000,48120.797091,4,12.810339843,12.869498686,13.077030684,13.703123538,0.9353280461,12.810339843,12.33116595,12.690521142,58.302951413,2022-11-26 16:40:46,"4","0","DFC",5.4942267167,"2022-11-26 17:00:00","2022-11-26","17:00:00",7,3000,0.38465,280.15,2.39000343746643e-10,2.61089778870878e-05,2.41839035593963e-05,0.0019347122847517,0.0943081190473308
"315",54.6,7.29061136615,"2022-11-26","18:00:44.930",329.79218669,7915.012481,330.79218669,1669485644.93,0,963,139.97675408,45.001611151,29.0625,44.981768656,45.001479133,4,4,50000,48119.671778,4,12.115525025,12.209612074,12.369693,12.923719769,0.94306349226,12.115525025,11.650224777,12.001267932,58.764750738,2022-11-26 18:00:44,"4","0","DFC",4.91900070785,"2022-11-26 18:00:00","2022-11-26","18:00:00",6.5,3000,0.38465,279.65,2.14360438789976e-10,2.3417254839461e-05,2.47631163632744e-05,0.00198104930906195,0.0962891683563927
"316",56,7.68514032105,"2022-11-26","19:20:43.743",329.84772852,7916.345484,330.84772852,1669490443.744,0,963,139.98491285,45.00021729,29.5,44.976625938,44.996421814,4,4,50000,48119.111317,4,12.949180377,13.020275325,13.230363928,13.859342118,0.92634521843,12.949180377,12.471028543,12.829226264,57.766299054,2022-11-26 19:20:43,"4","0","DFC",5.33513500395,"2022-11-26 19:00:00","2022-11-26","19:00:00",6.5,3000,0.38465,279.65,2.3249475825962e-10,2.53982919317432e-05,2.44077733856021e-05,0.00195262187084817,0.0982417902272409
"317",57.3,8.35696243015,"2022-11-26","20:40:41.354",329.90325641,7917.678154,330.90325641,1669495241.354,0,963,139.98723762,45.000205994,29.6875,44.980369568,45.000541687,4,4,50000,48141.856947,4,13.736004064,13.916881685,14.12115972,14.793271008,0.95563984621,13.736004064,13.222680053,13.604737336,59.514893989,2022-11-26 20:40:41,"4","0","DFC",5.55991925485,"2022-11-26 21:00:00","2022-11-26","21:00:00",7,3000,0.38465,280.15,2.41857986870783e-10,2.64211537608449e-05,2.59097228462941e-05,0.00207277782770352,0.100314568054944
"318",58.6,8.353574047,"2022-11-26","22:00:38.926",329.95878387,7919.010813,330.95878387,1669500038.926,0,963,139.95743953,45.000602722,29.5,44.981071472,45.001152039,4,4,50000,48151.278736,4,13.865605957,13.804828011,13.95629778,14.616637007,0.97327152278,13.865605957,13.339593743,13.730655962,60.565213464,2022-11-26 22:00:38,"4","0","DFC",5.451253964,"2022-11-26 22:00:00","2022-11-26","22:00:00",7.2,3000,0.38465,280.35,2.36961849577828e-10,2.58862878342526e-05,2.61537207975488e-05,0.0020922976638039,0.102406865718748
"319",60,8.02728361855,"2022-11-26","23:20:36.778",330.01431456,7920.343549,331.01431456,1669504836.778,0,963,139.97511275,45.000450134,29.75,44.980644226,45.00075531,4,4,50000,48169.565295,4,13.761414252,13.732561472,13.957222763,14.593512914,0.96088676858,13.761414252,13.244668976,13.629182644,59.827618879,2022-11-26 23:20:36,"4","0","DFC",5.70527785345,"2022-11-26 23:00:00","2022-11-26","23:00:00",7.4,3000,0.38465,280.55,2.47827275704092e-10,2.70732533675121e-05,2.64797706008824e-05,0.00211838164807059,0.104525247366819
"320",61.3,7.6019196745,"2022-11-27","00:40:35.131",330.06985106,7921.676426,331.06985106,1669509635.132,0,963,140.00108877,44.999169239,28.625,44.978159151,44.997851925,4,4,50000,48140.986253,4,12.403245394,12.347429495,12.629038791,13.297241735,0.95015145115,12.403245394,11.927116491,12.285395778,59.187626518,2022-11-27 00:40:35,"4","0","DFC",4.7455098205,"2022-11-27 01:00:00","2022-11-27","01:00:00",7.2,3000,0.38465,280.35,2.06283690263128e-10,2.25349312185771e-05,2.48040922930446e-05,0.00198432738344357,0.106509574750262
"321",62.6,7.59556405855,"2022-11-27","02:00:31.634",330.12536613,7923.008787,331.12536613,1669514431.634,0,963,139.97491754,45.000907898,28.625,44.979911804,44.999473572,4,4,50000,48093.39956,4,12.69352662,12.73454833,12.940144092,13.547342795,0.93253014795,12.69352662,12.21870829,12.575155657,58.135843754,2022-11-27 02:00:31,"4","0","DFC",5.13898427145,"2022-11-27 02:00:00","2022-11-27","02:00:00",6.9,3000,0.38465,280.05,2.23627025615772e-10,2.44295592852653e-05,2.34822452519212e-05,0.0018785796201537,0.108388154370416
"322",64,7.56795784395,"2022-11-27","03:20:29.913",330.18090177,7924.341643,331.18090177,1669519229.913,0,963,140.05745849,44.999943138,29,44.980415091,45.000056103,4,4,50000,48132.018528,4,12.882809198,12.945445558,13.143604745,13.830243509,0.91587169151,12.882809198,12.411601556,12.764819195,57.140065043,2022-11-27 03:20:29,"4","0","DFC",5.37748771405,"2022-11-27 03:00:00","2022-11-27","03:00:00",6.7,3000,0.38465,279.85,2.34172930881878e-10,2.55816195839064e-05,2.50055894345859e-05,0.00200044715476687,0.110388601525183
"323",65.3,7.11101124755,"2022-11-27","04:40:27.605",330.23643062,7925.674335,331.23643062,1669524027.606,0,963,139.96888286,44.999259949,28.375,44.978233337,44.997489929,4,4,50000,48037.196089,4,11.751922837,11.829602709,11.992343355,12.608819853,0.90324368272,11.751922837,11.314770741,11.645774337,56.384257471,2022-11-27 04:40:27,"4","0","DFC",4.71859146145,"2022-11-27 05:00:00","2022-11-27","05:00:00",6.4,3000,0.38465,279.55,2.05700551873354e-10,2.24712277649123e-05,2.40264236744094e-05,0.00192211389395275,0.112310715419136
"324",66.6,7.180780688,"2022-11-27","06:00:26.246",330.29197045,7927.007291,331.29197045,1669528826.247,0,963,140.00520342,44.999717712,27.625,44.980827332,45.000053406,4,4,50000,48033.149063,4,11.603413538,11.700709551,11.904304959,12.41541404,0.90851021216,11.603413538,11.167422536,11.497995341,56.69956829,2022-11-27 06:00:26,"4","0","DFC",4.519928863,"2022-11-27 06:00:00","2022-11-27","06:00:00",6.3,3000,0.38465,279.45,1.97110637128771e-10,2.15328446203423e-05,2.20020361926273e-05,0.00176016289541018,0.114070878314546
"325",68,7.68459102265,"2022-11-27","07:20:22.476",330.34748236,7928.339577,331.34748236,1669533622.476,0,963,139.95101309,44.999076843,28.0625,44.979148865,44.998649597,4,4,50000,48010.270589,4,13.087254,13.15268288,13.323112101,13.94687603,0.91525962476,13.087254,12.611283357,12.967471648,57.10345081,2022-11-27 07:20:22,"4","0","DFC",5.46809185735,"2022-11-27 07:00:00","2022-11-27","07:00:00",6.4,3000,0.38465,279.55,2.38373998245113e-10,2.60405543836201e-05,2.37866995019812e-05,0.0019029359601585,0.115973814274704
"326",69.3,8.04951012355,"2022-11-27","08:40:20.750",330.40301795,7929.672431,331.40301795,1669538420.751,0,963,139.95935059,44.999687195,28.375,44.980461121,45.000083923,2,4,50000,47998.214844,4,13.958747618,14.253194347,14.4754883,15.152732252,0.91350691677,13.958747618,13.460662622,13.830858968,56.998591978,2022-11-27 08:40:20,"4","0","DFC",6.20368422345,"2022-11-27 09:00:00","2022-11-27","09:00:00",7,3000,0.38465,280.15,2.69861936602194e-10,2.94803732281759e-05,2.7760463805898e-05,0.00222083710447184,0.118194651379176
"327",70.6,8.422556088,"2022-11-27","10:00:18.546",330.45854799,7931.005152,331.45854799,1669543218.546,0,963,139.98991179,45.000114441,28.375,44.98033905,45.000053406,4,4,50000,47989.119669,4,14.231177659,14.297560303,14.536649695,15.236646466,0.90109864276,14.231177659,13.734483003,14.10294071,56.255791292,2022-11-27 10:00:18,"4","0","DFC",5.875004215,"2022-11-27 10:00:00","2022-11-27","10:00:00",7.3,3000,0.38465,280.45,2.55290888104709e-10,2.78885965091607e-05,2.86844848686683e-05,0.00229475878949347,0.12048941016867
"328",72,8.5222327644,"2022-11-27","11:20:16.286",330.5140774,7932.337857,331.5140774,1669548016.287,0,963,140.00354919,45.000083923,28.25,44.979850769,44.999595642,4,4,50000,47974.880967,4,13.783982289,13.748046131,13.931539944,14.5566042,0.89106472587,13.783982289,13.303515637,13.661158085,55.654544616,2022-11-27 11:20:16,"4","0","DFC",5.2258133666,"2022-11-27 11:00:00","2022-11-27","11:00:00",7.2,3000,0.38465,280.35,2.27162118858506e-10,2.48157414549495e-05,2.63521689820551e-05,0.00210817351856441,0.122597583687234
"329",73.3,8.45194164615,"2022-11-27","12:40:14.190",330.56960869,7933.670609,331.56960869,1669552814.191,0,963,139.99898938,45.000147656,27.875,44.980912983,45.000327558,4,4,50000,47926.469915,4,13.34959406,13.328892276,13.510551644,14.205671945,0.87840244803,13.34959406,12.886170745,13.232330899,54.895056574,2022-11-27 12:40:14,"4","0","DFC",4.87695062985,"2022-11-27 13:00:00","2022-11-27","13:00:00",7,3000,0.38465,280.15,2.12148667514334e-10,2.31756355747278e-05,2.39956885148387e-05,0.00191965508118709,0.124517238768421
"330",74.6,8.201702025,"2022-11-27","14:00:11.910",330.62513785,7935.003308,331.62513785,1669557611.91,0,963,140.0382612,45.000663757,27.75,44.979454041,44.999015808,4,4,50000,47929.888283,4,12.71005776,12.856168671,13.105914914,13.687164213,0.85450765635,12.71005776,12.273825754,12.601449344,53.459560905,2022-11-27 14:00:11,"4","0","DFC",4.654466646,"2022-11-27 14:00:00","2022-11-27","14:00:00",6.8,3000,0.38465,279.95,2.02615201876331e-10,2.21341766394479e-05,2.26549061070879e-05,0.00181239248856703,0.126329631256988
"331",76,7.9006888188,"2022-11-27","15:20:09.612",330.68066682,7936.336004,331.68066682,1669562409.613,0,963,139.99452816,45.000204308,27.625,44.980169939,44.999382019,4,4,50000,47911.866734,4,12.273999237,12.250621238,12.429196497,13.015470687,0.84533758266,12.273999237,11.852358675,12.170242508,52.907868931,2022-11-27 15:20:09,"4","0","DFC",4.3499324192,"2022-11-27 15:00:00","2022-11-27","15:00:00",6.6,3000,0.38465,279.75,1.89493793712091e-10,2.07007621504262e-05,2.1417469394937e-05,0.00171339755159496,0.128043028808583
"332",77.3,7.738600297,"2022-11-27","16:40:06.772",330.73618949,7937.668548,331.73618949,1669567206.772,0,963,139.94921985,45.001121521,27.125,44.979911804,44.999320984,4,4,50000,47882.815878,4,12.337144083,12.161208404,12.333693431,12.871575872,0.82672341996,12.337144083,11.923197852,12.235150024,51.786639793,2022-11-27 16:40:06,"4","0","DFC",4.422608107,"2022-11-27 17:00:00","2022-11-27","17:00:00",6,3000,0.38465,279.15,1.93073825425456e-10,2.10918535077609e-05,2.08963078290935e-05,0.00167170462632748,0.129714733434911
"333",78.6,7.67639136455,"2022-11-27","18:00:04.769",330.79172186,7939.001325,331.79172186,1669572004.769,0,963,139.92376389,44.999475426,27.4375,44.981198685,45.000724792,4,4,50000,47874.723023,4,11.838381114,11.979848571,12.136220694,12.74474294,0.80649493496,11.838381114,11.445294072,11.74290517,50.566096908,2022-11-27 18:00:04,"4","0","DFC",4.30345720645,"2022-11-27 18:00:00","2022-11-27","18:00:00",5.9,3000,0.38465,279.05,1.87939487324582e-10,2.05309659465168e-05,2.08114097271388e-05,0.00166491277817111,0.131379646213082
"334",80,7.5997645325,"2022-11-27","19:20:04.069",330.84726933,7940.334464,331.84726933,1669576804.07,0,963,140.01005344,45.000389099,26.9375,44.980735779,44.99962616,2,4,50000,47877.982935,4,11.489177904,11.604126302,11.759649134,12.37614114,0.78912149442,11.489177904,11.111323285,11.398376989,49.5160878,2022-11-27 19:20:04,"4","0","DFC",4.0043617695,"2022-11-27 19:00:00","2022-11-27","19:00:00",5.6,3000,0.38465,278.75,1.75065676494902e-10,1.91245995915337e-05,1.98277827690252e-05,0.00158622262152202,0.132965868834604
"335",81.3,7.29209694775,"2022-11-27","20:40:02.213",330.90280339,7941.667281,331.90280339,1669581602.213,0,963,140.01464634,45.000083923,27,44.981040955,45.000053406,2,4,50000,47861.087305,4,10.429680523,10.644926433,10.832342913,11.484482816,0.79829092333,10.429680523,10.071393473,10.346505496,50.070466213,2022-11-27 20:40:02,"4","0","DFC",3.35282948525,"2022-11-27 21:00:00","2022-11-27","21:00:00",5.3,3000,0.38465,278.45,1.4673942766229e-10,1.60301713877868e-05,1.75773854896602e-05,0.00140619083917282,0.134372059673777
"336",82.6,7.0169633864,"2022-11-27","21:59:59.163",330.95832365,7942.999768,331.95832365,1669586399.163,0,963,140.03034332,45.00006133,26.625,44.979240417,44.998130798,4,4,50000,47847.813471,4,10.317050515,10.29294772,10.362224388,10.815240696,0.81114808301,10.317050515,9.9552229348,10.233363957,50.847049696,2022-11-27 21:59:59,"4","0","DFC",3.2759843336,"2022-11-27 22:00:00","2022-11-27","22:00:00",5.1,3000,0.38465,278.25,1.43479290082942e-10,1.56740260424132e-05,1.58520987151e-05,0.001268167897208,0.135640227570985
"337",84,7.16141694905,"2022-11-27","23:19:56.983",331.01385397,7944.332495,332.01385397,1669591196.983,0,963,139.99429379,44.999259949,26.5,44.981132507,45.000053406,2,4,50000,47818.031836,4,10.985439357,11.153217152,11.284810887,11.756569438,0.81167967098,10.985439357,10.609068268,10.896371714,50.879139178,2022-11-27 23:19:56,"4","0","DFC",3.99180020295,"2022-11-27 23:00:00","2022-11-27","23:00:00",5.1,3000,0.38465,278.25,1.7483009713994e-10,1.90988643307682e-05,1.73864451865907e-05,0.00139091561492726,0.137031143185912
"338",85.3,7.3875494715,"2022-11-28","00:39:55.543",331.06939287,7945.665429,332.06939287,1669595995.544,0,963,140.02716532,44.999492287,26.668680939,44.981767307,45.001066893,4,4,50000,47819.904998,4,11.687040621,11.710425048,11.836506281,12.334877005,0.82483778308,11.687040621,11.288569243,11.590641494,51.672956045,2022-11-28 00:39:55,"4","0","DFC",4.3228755765,"2022-11-28 01:00:00","2022-11-28","01:00:00",5.6,3000,0.38465,278.75,1.88990700832147e-10,2.06458030626203e-05,1.98723336966943e-05,0.00158978669573554,0.138620929881648
"339",86.6,7.3283336312,"2022-11-28","01:59:52.785",331.12491649,7946.997996,332.12491649,1669600792.785,0,963,139.95924837,45.000297546,27,44.980125427,44.999382019,4,4,50000,47792.5857,4,11.641232643,11.572867573,11.725797802,12.220297304,0.84281111164,11.641232643,11.235294181,11.543119041,52.75579324,2022-11-28 01:59:52,"4","0","DFC",4.2445339418,"2022-11-28 02:00:00","2022-11-28","02:00:00",5.7,3000,0.38465,278.85,1.85499155993624e-10,2.02643782263556e-05,2.0455090644488e-05,0.00163640725155904,0.140257337133207
"340",88,7.27754702715,"2022-11-28","03:19:51.158",331.18045323,7948.330877,332.18045323,1669605591.159,0,963,139.98875237,44.999473572,27.0625,44.981040955,45.000053406,2,4,50000,47769.919141,4,11.29583759,11.308872864,11.45643339,12.057995956,0.82910126887,11.29583759,10.904395859,11.202244759,51.929971903,2022-11-28 03:19:51,"4","0","DFC",4.03132583685,"2022-11-28 03:00:00","2022-11-28","03:00:00",5.9,3000,0.38465,279.05,1.76055035444614e-10,1.92326795655432e-05,1.97485288959494e-05,0.00157988231167595,0.141837219444883
"341",89.3,7.28810286195,"2022-11-28","04:39:48.604",331.23597921,7949.663501,332.23597921,1669610388.604,0,963,139.9963707,45.000297546,26.6875,44.980064392,44.999137878,2,4,50000,47745.877344,4,11.365852455,11.502991937,11.618413867,12.091871664,0.81742291521,11.365852455,10.978026777,11.272947191,51.225736533,2022-11-28 04:39:48,"4","0","DFC",4.21488907505,"2022-11-28 05:00:00","2022-11-28","05:00:00",5.7,3000,0.38465,278.85,1.84203584362658e-10,2.01228468355059e-05,1.96777632005246e-05,0.00157422105604197,0.143411440500924
"342",90.6,7.58832894425,"2022-11-28","05:59:46.727",331.29151306,7950.996313,332.29151306,1669615186.728,0,963,140.01231949,44.999412537,26.5625,44.980827332,44.999534607,4,4,50000,47748.561324,4,12.341141931,12.395068953,12.551585403,13.101365422,0.7962441116,12.341141931,11.942095244,12.242876315,49.946755965,2022-11-28 05:59:46,"4","0","DFC",4.80674000875,"2022-11-28 06:00:00","2022-11-28","06:00:00",5.9,3000,0.38465,279.05,2.09918725715004e-10,2.29320313178657e-05,2.15274390766858e-05,0.00172219512613486,0.145133635627059
"343",92,7.34400979145,"2022-11-28","07:19:44.102",331.34703823,7952.328917,332.34703823,1669619984.103,0,963,140.03783573,45.000815502,26.375,44.982719421,45.001243591,4,4,50000,47747.383697,4,10.772994074,10.886709328,11.061168905,11.485343476,0.80410260492,10.772994074,10.404299328,10.686368148,50.421605501,2022-11-28 07:19:44,"4","0","DFC",3.54269953655,"2022-11-28 07:00:00","2022-11-28","07:00:00",5.9,3000,0.38465,279.05,1.5471587207753e-10,1.69015375439621e-05,1.99167844309139e-05,0.00159334275447311,0.146726978381532
"344",93.3,7.48600642135,"2022-11-28","08:39:41.766",331.40256674,7953.661602,332.40256674,1669624781.766,0,963,140.063047,45.000968933,25.875,44.981437683,45.000450134,4,4,50000,47732.884215,4,11.313116786,11.416821014,11.565487483,12.064023859,0.79105921481,11.313116786,10.938693853,11.223623333,49.63327859,2022-11-28 08:39:41,"4","0","DFC",3.93081459265,"2022-11-28 09:00:00","2022-11-28","09:00:00",5.8,3000,0.38465,278.95,1.71727073875115e-10,1.87598825346152e-05,1.78307100392886e-05,0.00142645680314309,0.148153435184676
"345",94.6,7.81225270185,"2022-11-28","09:59:39.773",331.45809924,7954.994382,332.45809924,1669629579.774,0,963,139.99980585,44.999741823,26.5,44.983903537,45.00246421,4,4,50000,47700.018377,4,12.151175615,12.39781918,12.598159619,13.095410821,0.79165644521,12.151175615,11.758468483,12.05498005,49.669394267,2022-11-28 09:59:39,"4","0","DFC",4.58556647815,"2022-11-28 10:00:00","2022-11-28","10:00:00",6,3000,0.38465,279.15,2.00187952506541e-10,2.186901802449e-05,2.03144502795526e-05,0.00162515602236421,0.14977859120704
"346",96,7.73841687105,"2022-11-28","11:19:37.154",331.51362448,7956.326987,332.51362448,1669634377.155,0,963,139.9574872,45.001304626,26.1875,44.980278015,44.999534607,4,4,50000,47694.677659,4,12.075318053,12.098981892,12.233096224,12.604321928,0.78046868137,12.075318053,11.689668965,11.981073978,48.992532531,2022-11-28 11:19:37,"4","0","DFC",4.36056502095,"2022-11-28 11:00:00","2022-11-28","11:00:00",6.2,3000,0.38465,279.35,1.90228974624091e-10,2.07810750984057e-05,2.13250465614479e-05,0.00170600372491583,0.151484594931956
