dummy	st_date	st_time	rn	Sensor	Source	SensorHeight	SourceArea	CE	CE_se	CE_lo	CE_hi	uCE	uCE_se	uCE_lo	uCE_hi	vCE	vCE_se	vCE_lo	vCE_hi	wCE	wCE_se	wCE_lo	wCE_hi	N_TD	TD_Time_avg	TD_Time_max	Max_Dist	UCE	Ustar	L	Zo	sUu	sVu	sWu	z_sWu	WD	d	N0	MaxFetch	et	Sonic_raw	SH	UST	sigW	sigU	sigV	WS	airT	Pair	kv	A	alpha	bw	C0	NH3_east	CH4_east	CO2_east	N2O_east	NH3_west	CH4_west	CO2_west	N2O_west	NH3_bg	CH4_bg	CO2_bg	N2O_bg	dNH3_east	dCH4_east	dCO2_east	dN2O_east	dNH3_west	dCH4_west	dCO2_west	dN2O_west	emis_NH3	emis_CH4	emis_N2O	emis_NH3_gap	emis_CH4_gap	emis_N2O_gap	cum_NH3_gN	cum_CH4_gCH4	cum_N2O_mgN
127	2022-11-27	01:30:00	130	CRDS_e	Plot_east	0.5	47.37695313	2.89039929	0.037254054	2.817381802	2.963416777	-1.019630572	0.031913646	-1.082180926	-0.957080218	-0.008261643	0.04438758	-0.095260754	0.078737467	0.704810359	0.017229194	0.671041351	0.738579367	55446	2.425175847	19.9	5.91	2.357984625	0.3086809	-247.7	0.1093	2.806	2.816	1.539	1.947	157.432	0.053	100000	59	27-11-2022 02:00	Sonic	11.08429104	0.308680869	1.539061145	2.805912284	2.815569274	2.222131386	6.902039269	103922.1675	0.4	0.5	0.02	1.527	6.745	1.958542904	1419.433472	779769.3598	591.6865992	1.37797351	1414.469492	780248.299	591.2616275	0.395761949	1413.689261	780177.4308	594.5751752	0.467180955	5.744211427	-408.0709937	-2.888575969	1.533011562	0.780231107	70.86823164	-3.313547725	0.161631978	1.987341835	-0.99936918	0.161631978	1.987341835	-0.99936918	0.019347859	0.420716255	-49.17038838
128	2022-11-27	02:00:00	131	CRDS_e	Plot_east	0.5	47.37695313	2.983274048	0.037635011	2.909509889	3.057038208	-1.090832566	0.032458638	-1.154451097	-1.027214035	-0.002762938	0.032329082	-0.066127542	0.060601666	0.732613709	0.017534191	0.698246911	0.766980508	57053	2.409436839	19.6	4.7	2.307581459	0.316786	-186.5	0.1177	2.835	2.843	1.524	1.947	166.749	0.053	100000	61	27-11-2022 02:30	Sonic	15.90330409	0.316786039	1.523989437	2.835404247	2.84295008	2.222351031	6.704005454	103966.6061	0.4	0.5	0.02	1.508	6.548	1.927813495	1431.609751	781656.4926	592.4200309	1.258505401	1426.729311	782270.8087	591.5361122	0.395579803	1425.716436	781906.7533	595.195259	0.436633693	5.893315538	-250.2607539	-2.775228097	1.413725598	1.012875174	364.0553673	-3.659146792	0.146360571	1.975452286	-0.930262541	0.146360571	1.975452286	-0.930262541	0.019564526	0.42427207	-49.70327264
129	2022-11-27	02:30:00	132	CRDS_e	Plot_east	0.5	47.37695313	2.981069939	0.037798859	2.90698464	3.055155238	-1.000313582	0.0290833	-1.057316493	-0.943310671	0.109435206	0.02935341	0.051902884	0.166967529	0.719965545	0.017871883	0.684936873	0.754994217	55980	2.424628439	21	6.34	2.346207301	0.2973495	-116.2	0.109	2.731	2.861	1.58	1.947	159.588	0.053	100000	59	27-11-2022 03:00	Sonic	21.09547706	0.297349496	1.579807743	2.731215038	2.861474569	2.142546816	6.590191898	103949.8445	0.4	0.5	0.02	1.554	7.034	1.910389798	1440.101819	782172.4777	593.1066401	1.282316928	1435.234963	782628.4144	591.4231093	0.395990368	1434.161381	782310.291	596.2881996	0.41879943	5.940438348	-137.8133274	-3.181559473	1.43712656	1.073581941	318.1233398	-4.865090233	0.140486281	1.992720221	-1.06725422	0.140486281	1.992720221	-1.06725422	0.019772496	0.427858966	-50.31463014
130	2022-11-27	03:00:00	133	CRDS_e	Plot_east	0.5	47.37695313	3.65313238	0.04128512	3.572214053	3.734050707	-1.014638564	0.030282322	-1.073991543	-0.955285585	0.088828299	0.029428088	0.031149608	0.14650699	0.750119748	0.018795844	0.713280126	0.786959371	67198	2.489237775	23.8	4.55	2.274122392	0.317656	-295.6	0.1602	2.455	2.352	1.429	1.947	160.37	0.053	100000	60	27-11-2022 03:30	Sonic	10.11030209	0.317655992	1.428617304	2.455253766	2.352067057	1.983084343	6.572685127	103944.5423	0.4	0.5	0.02	1.42	5.708	1.908008937	1428.295118	779971.3935	592.8431966	1.342443395	1423.43405	780748.1156	590.2430875	0.390944613	1422.344766	780148.5881	595.6125972	0.421464324	5.95035167	-177.1946428	-2.769400575	1.502298782	1.089283388	599.5274821	-5.369509668	0.115370668	1.62883549	-0.758089302	0.115370668	1.62883549	-0.758089302	0.019943287	0.43079087	-50.74888804
131	2022-11-27	03:30:00	134	CRDS_e	Plot_east	0.5	47.37695313	3.678717566	0.05045499	3.579826406	3.777608725	-1.057314529	0.04039526	-1.136488743	-0.978140316	0.060595841	0.035008205	-0.00801981	0.129211492	0.74584251	0.02180384	0.703107253	0.788577768	59901	2.772601459	25.2	4.41	2.347008928	0.2669725	7374.8	0.125	2.669	2.765	1.523	1.947	164.031	0.053	100000	61	27-11-2022 04:00	Sonic	-0.240606352	0.26697253	1.523117048	2.668748174	2.764543827	1.832409563	6.5818016	103936.0949	0.4	0.5	0.02	1.523	6.703	1.933576012	1423.718407	778983.2562	592.5270805	1.452218961	1418.827724	779587.3472	590.6472546	0.390209786	1417.875954	778943.5242	595.3615038	0.447766226	5.842453186	39.73199228	-2.834423305	1.612809176	0.951770066	643.8229911	-4.714249125	0.121718022	1.588176608	-0.770492231	0.121718022	1.588176608	-0.770492231	0.020123474	0.433649588	-51.19025073
132	2022-11-27	04:00:00	135	CRDS_e	Plot_east	0.5	47.37695313	3.212349323	0.041696943	3.130623827	3.29407482	-1.084538785	0.034721319	-1.152592144	-1.016485426	0.050563398	0.035214695	-0.018456971	0.119583768	0.682356816	0.021069312	0.641061224	0.723652407	56787	2.614441686	22.6	4.66	2.265409723	0.3051829	661.1	0.1278	2.822	2.791	1.435	1.947	169.825	0.053	100000	62	27-11-2022 04:30	Sonic	-4.009012494	0.305182874	1.434517957	2.822362008	2.791264077	2.077791093	6.547250542	103905.5416	0.4	0.5	0.02	1.435	5.843	1.934348776	1423.500074	778685.1891	591.8516058	1.427078746	1418.540892	779222.4887	590.1746717	0.422739978	1417.632311	778945.6395	595.1414883	0.416008798	5.867762544	-260.4504499	-3.289882539	1.555138768	0.908580972	276.8491305	-4.96681669	0.129502976	1.826626544	-1.024135985	0.129502976	1.826626544	-1.024135985	0.020315185	0.436937516	-51.77690872
133	2022-11-27	04:30:00	136	CRDS_e	Plot_east	0.5	47.37695313	3.198019052	0.038315333	3.12292147	3.273116633	-1.113945584	0.03198214	-1.176630186	-1.051260982	0.056750649	0.031275199	-0.004548356	0.118049654	0.688373324	0.017844388	0.653398542	0.723348106	57722	2.676173729	38.2	5.83	2.242500229	0.307137	915.3	0.1277	2.952	2.757	1.451	1.947	163.993	0.053	100000	61	27-11-2022 05:00	Sonic	-2.950454631	0.307136983	1.451280389	2.952254603	2.756883465	2.091706432	6.438409885	103902.8139	0.4	0.5	0.02	1.451	5.991	1.886821635	1425.147506	779503.1632	591.7257419	1.390552849	1420.167537	780004.0442	591.6950417	0.423121275	1419.335565	779616.1694	593.8304894	0.36810036	5.81194141	-113.0061687	-2.104747519	1.518231574	0.831972514	387.8748633	-2.135447696	0.115102616	1.817356719	-0.658141019	0.115102616	1.817356719	-0.658141019	0.020485579	0.440208758	-52.15391303
134	2022-11-27	05:00:00	137	CRDS_e	Plot_east	0.5	47.37695313	2.35243438	0.031980037	2.2897539	2.41511486	-0.977152527	0.029250205	-1.034482568	-0.919822486	0.153866572	0.034257655	0.08672199	0.221011154	0.592431085	0.016286587	0.560509576	0.624352595	46456	2.341215344	17.4	5.15	2.21156343	0.2863672	857.8	0.07546	3.237	3.483	1.694	1.947	162.961	0.053	100000	60	27-11-2022 05:30	Sonic	-2.550081741	0.286367189	1.693724622	3.2369081	3.483352473	2.326917818	6.279090909	103899.9476	0.4	0.5	0.02	1.694	8.722	1.845726725	1419.861793	778562.3312	593.5203996	1.336801553	1414.803997	779181.9022	592.2291229	0.399075177	1413.976142	778396.6171	595.3899177	0.351051548	5.885651854	165.7140351	-1.869518071	1.488526377	0.827855897	785.2850906	-3.160794831	0.14922905	2.501940927	-0.794716353	0.14922905	2.501940927	-0.794716353	0.020706492	0.444712251	-52.60915209
135	2022-11-27	05:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.811642794	1414.034136	777021.605	593.2259302	1.308219962	1409.148386	777616.6596	589.256701	0.397432255	1408.171112	777146.3205	594.7246407	0.318610539	5.863023594	-124.715501	-1.498710516	1.461587707	0.977273128	470.3391332	-5.467939752	NaN	NaN	NaN	0.136481448	2.424351375	-0.582282598	0.020908534	0.449076084	-52.94270226
136	2022-11-27	06:00:00	139	CRDS_e	Plot_east	0.5	47.37695313	2.440197437	0.029867911	2.381656699	2.498738176	-1.066115704	0.029396552	-1.123732585	-1.008498823	0.114265443	0.030094903	0.055279803	0.173251082	0.714559952	0.017251605	0.680747017	0.748372886	54416	1.993435754	19.1	5.51	2.415707194	0.3679553	1022.1	0.1062	2.587	2.915	1.485	1.947	156.638	0.053	100000	59	27-11-2022 06:30	Sonic	-4.537720993	0.367955251	1.485275907	2.587024923	2.915033614	2.675691011	6.132042293	103880.4963	0.4	0.5	0.02	1.485	6.317	1.778555515	1413.821821	776844.3854	592.0838946	1.157219764	1408.717389	777292.5775	592.8880172	0.381020502	1408.095259	777053.3022	592.9863988	0.301935013	5.726562188	-208.9167783	-0.9025042	1.326999262	0.622129639	239.2753476	-0.098381604	0.123733846	2.346761823	-0.369848843	0.123733846	2.346761823	-0.369848843	0.021091705	0.453300255	-53.15456356
137	2022-11-27	06:30:00	140	CRDS_e	Plot_east	0.5	47.37695313	2.695535354	0.033211495	2.630441231	2.760629477	-1.112622119	0.036266296	-1.183703612	-1.041540625	0.06135312	0.035385833	-0.008002678	0.130708917	0.683446819	0.01769393	0.648766933	0.718126705	58964	2.30095482	21.4	8.58	2.317974864	0.3667922	1102	0.125	3.018	2.871	1.48	1.947	153.543	0.053	100000	58	27-11-2022 07:00	Sonic	-4.169182592	0.36679218	1.48005093	3.018391086	2.871085286	2.517289406	6.143610907	103841.5836	0.4	0.5	0.02	1.48	6.268	1.765521097	1410.409338	776296.0498	592.0462448	1.077987177	1405.178722	776662.7185	590.4388389	0.355172772	1404.814377	776427.7563	594.5028733	0.314748324	5.594960083	-131.7065695	-2.456628468	1.273614405	0.364344142	234.9622155	-4.064034385	0.116766535	2.075639659	-0.911369411	0.116766535	2.075639659	-0.911369411	0.021264562	0.457036406	-53.67662523
138	2022-11-27	07:00:00	141	CRDS_e	Plot_east	0.5	47.37695313	2.810926492	0.033826614	2.744626745	2.877226239	-1.05834222	0.032388985	-1.121824233	-0.994860208	0.087561215	0.036400745	0.016216201	0.158906228	0.728608811	0.017954662	0.693417895	0.763799728	59391	2.241041572	19	6.17	2.238481166	0.3461176	596.3	0.1293	2.856	3.105	1.514	1.947	159.958	0.053	100000	59	27-11-2022 07:30	Sonic	-6.475721133	0.34611764	1.514287722	2.855615569	3.105153778	2.346705093	6.197641879	103847.2847	0.4	0.5	0.02	1.514	6.609	1.775463051	1408.628779	776411.8339	593.213839	1.067973461	1403.603877	777003.0566	589.9886797	0.345238592	1402.795746	776525.5104	594.6236202	0.334624459	5.833033799	-113.6764969	-1.409781238	1.273534869	0.808131095	477.5461989	-4.6349405	0.119044187	2.075128544	-0.501536146	0.119044187	2.075128544	-0.501536146	0.02144079	0.460771638	-53.96392124
139	2022-11-27	07:30:00	142	CRDS_e	Plot_east	0.5	47.37695313	3.207215489	0.039889734	3.129032102	3.285398877	-0.987551957	0.029944277	-1.046242372	-0.928861542	0.116612692	0.044860255	0.028687143	0.204538241	0.757657147	0.019273356	0.719881605	0.795432688	65873	2.325773838	22.5	5.93	2.28814451	0.3380062	415.3	0.1499	2.655	2.769	1.515	1.947	157.252	0.053	100000	59	27-11-2022 08:00	Sonic	-8.66513635	0.338006205	1.515262431	2.654956814	2.76938246	2.166794144	6.364061866	103830.6361	0.4	0.5	0.02	1.515	6.62	1.786044282	1401.237806	775626.1231	593.1166852	1.150550764	1396.261598	776372.865	591.0595561	0.347052209	1395.347607	775760.8456	593.9519426	0.343392073	5.890198793	-134.7224407	-0.835257344	1.354298555	0.913990845	612.0194358	-2.89238648	0.1070686	1.836546005	-0.26043069	0.1070686	1.836546005	-0.26043069	0.021599291	0.464077421	-54.1131043
140	2022-11-27	08:00:00	143	CRDS_e	Plot_east	0.5	47.37695313	2.284735305	0.029588632	2.22674195	2.34272866	-0.829749803	0.028173607	-0.884969727	-0.774529879	0.102400152	0.027961913	0.047595145	0.157205159	0.718135768	0.019200688	0.680502656	0.75576888	51528	2.027699503	16	5.12	2.392538035	0.3158546	269.2	0.08443	3.013	3.219	1.78	1.947	156.157	0.053	100000	58	27-11-2022 08:30	Sonic	-10.91613209	0.315854588	1.779909982	3.013451811	3.219357996	2.477876447	6.563698257	103772.1836	0.4	0.5	0.02	1.78	9.922	1.778961528	1393.953702	774690.8662	590.8623963	1.247862215	1388.98015	775251.5273	590.4437424	0.383826704	1388.171833	774717.9557	594.9159913	0.299534825	5.781868475	-27.08953012	-4.053595017	1.414835511	0.808317009	533.5715459	-4.472248904	0.131102637	2.530651346	-1.77420772	0.131102637	2.530651346	-1.77420772	0.02179337	0.468632593	-55.12942747
141	2022-11-27	08:30:00	144	CRDS_e	Plot_east	0.5	47.37695313	3.154842812	0.042311985	3.071911841	3.237773783	-1.007521389	0.034810517	-1.075749574	-0.939293205	0.098178593	0.035660986	0.028283498	0.168073688	0.734198104	0.020569208	0.69388271	0.774513499	61285	2.453154932	22.7	7.11	2.374457076	0.3140174	293.4	0.1284	2.862	2.877	1.559	1.947	155.455	0.053	100000	58	27-11-2022 09:00	Sonic	-9.844194111	0.314017376	1.559162375	2.862278503	2.877417528	2.134166745	6.704160464	103829.168	0.4	0.5	0.02	1.559	7.089	1.812233809	1388.170527	773970.3374	593.7289397	1.350623178	1382.927192	774586.9393	590.4878393	0.417637532	1382.559695	774023.7883	594.1085601	0.298996277	5.610831721	-53.45087365	-0.379620339	1.483785646	0.367497065	563.1509767	-3.620720752	0.094773748	1.77848218	-0.120329399	0.094773748	1.77848218	-0.120329399	0.02193367	0.471833861	-55.19835601
142	2022-11-27	09:00:00	145	CRDS_e	Plot_east	0.5	47.37695313	2.87407679	0.0494088	2.77723615	2.970917431	-0.99689247	0.040200834	-1.07568561	-0.918099329	0.175926628	0.048014149	0.081819486	0.270033769	0.695039258	0.017896891	0.659961572	0.730116943	54683	2.50391615	21.05797283	6.75	2.404205976	0.2843211	245.2	0.0967	3.211	3.211	1.735	1.947	150.258	0.053	100000	57	27-11-2022 09:30	Sonic	-8.750278684	0.284321127	1.735332908	3.211215137	3.210971713	2.134011111	6.840012576	103776.3187	0.4	0.5	0.02	1.735	9.279	1.839484297	1387.501294	773173.5873	593.2128102	1.448252984	1382.490891	773622.3923	590.8930002	0.453073293	1381.825673	773246.5426	594.1044479	0.290811004	5.675621771	-72.95528192	-0.891637735	1.545979691	0.665218489	375.8496688	-3.211447707	0.101184146	1.97476344	-0.310234486	0.101184146	1.97476344	-0.310234486	0.022083459	0.475388435	-55.37606829
143	2022-11-27	09:30:00	146	CRDS_e	Plot_east	0.5	47.37695313	2.797324107	0.03349335	2.731677553	2.862970662	-0.999085826	0.033640567	-1.065020923	-0.933150729	0.078841963	0.034434595	0.011350581	0.146333346	0.707386437	0.017577245	0.672935253	0.741837621	62789	2.223669751	22.6	6.62	2.462356788	0.3782134	459.9	0.1356	2.799	2.825	1.474	1.947	148.175	0.053	100000	59	27-11-2022 10:00	Sonic	-10.98832412	0.378213438	1.47437021	2.799266215	2.825316075	2.519320898	7.02578526	103766.6352	0.4	0.5	0.02	1.474	6.21	1.884105209	1382.087916	771368.7599	592.463335	1.565579798	1377.188636	771812.2568	590.6305688	0.521849973	1376.354761	771434.1346	594.895587	0.266655237	5.733155708	-65.37468225	-2.432252084	1.594529825	0.833875039	378.1221685	-4.265018275	0.095325113	2.049514281	-0.869492412	0.095325113	2.049514281	-0.869492412	0.022224575	0.479077561	-55.87414147
144	2022-11-27	10:00:00	147	CRDS_e	Plot_east	0.5	47.37695313	2.331419864	0.029625006	2.273355216	2.389484512	-1.011761146	0.037395759	-1.085056374	-0.938465917	0.090246723	0.032746439	0.026064105	0.15442934	0.804833567	0.023540989	0.758693518	0.850973616	65682	1.695662434	14.4	5.88	2.371373526	0.4559122	1071.1	0.1402	2.709	2.591	1.543	1.947	153.057	0.053	100000	57	27-11-2022 10:30	Sonic	-8.266917746	0.455912164	1.54326166	2.709307016	2.590537748	2.99870775	7.144091164	103736.196	0.4	0.5	0.02	1.543	6.915	1.894961233	1381.945105	770830.1835	592.9735865	1.603357536	1377.036474	771215.0866	590.9496849	0.613815359	1376.285251	770864.2704	595.6008173	0.185545874	5.659854607	-34.08689957	-2.627230836	1.540342177	0.751223583	350.8161543	-4.651132447	0.079584924	2.427642784	-1.12688018	0.079584924	2.427642784	-1.12688018	0.022342389	0.483447318	-56.51965463
145	2022-11-27	10:30:00	148	CRDS_e	Plot_east	0.5	47.37695313	2.239362506	0.028824906	2.182866044	2.295858968	-0.966694396	0.030222381	-1.025929892	-0.907458899	0.141769104	0.030056451	0.082858829	0.200679379	0.71054547	0.018352831	0.674574147	0.746516793	53544	1.906917675	12.8	5.53	2.390015477	0.3643916	1367.2	0.0966	2.894	2.987	1.624	1.947	157.334	0.053	100000	59	27-11-2022 11:00	Sonic	-3.307490146	0.364391599	1.623924842	2.894456458	2.98740405	2.735946093	7.203550226	103736.247	0.4	0.5	0.02	1.624	7.838	1.916819556	1381.3452	770051.4975	592.0047715	1.678752267	1376.341729	770400.6565	591.9432076	0.681855785	1375.639992	769992.4385	592.4086995	0.139363771	5.705208329	59.05907115	-0.403928008	1.547696482	0.701737153	408.2180421	-0.465491917	0.062233681	2.547693066	-0.180376338	0.062233681	2.547693066	-0.180376338	0.022434518	0.488033165	-56.62297999
146	2022-11-27	11:00:00	149	CRDS_e	Plot_east	0.5	47.37695313	2.345011291	0.030023374	2.286165847	2.403856736	-1.05976301	0.037259781	-1.132791724	-0.986734296	0.08237947	0.035288407	0.013214625	0.151544315	0.731323685	0.017747037	0.69653971	0.76610766	60937	1.803339515	17.7	6.57	2.342661523	0.4321928	1543.3	0.1307	2.732	2.711	1.491	1.947	157.473	0.053	100000	59	27-11-2022 11:30	Sonic	-4.887442265	0.43219283	1.490719134	2.731621321	2.710542438	2.918280075	7.114748672	103634.9692	0.4	0.5	0.02	1.491	6.376	1.90399788	1377.68458	769809.12	592.6301688	1.743709559	1372.475397	770157.3666	590.7170182	0.701912195	1372.101429	769745.0764	593.528919	0.106485685	5.583150689	64.04352871	-0.898750174	1.592597364	0.373967768	412.2901754	-2.811900783	0.045409455	2.38086303	-0.383260489	0.045409455	2.38086303	-0.383260489	0.02250174	0.492318719	-56.84252391
147	2022-11-27	11:30:00	150	CRDS_e	Plot_east	0.5	47.37695313	2.466652843	0.03516723	2.397725504	2.535580181	-0.985123503	0.033204177	-1.050203282	-0.920043724	0.107732517	0.035593502	0.037969692	0.177495343	0.733832713	0.024641337	0.685535995	0.78212943	59036	2.066362897	18.8	6.9	2.490994016	0.3785276	941.3	0.113	2.993	2.777	1.594	1.947	148.718	0.053	100000	58	27-11-2022 12:00	Sonic	-5.382356978	0.3785276	1.594221837	2.992981971	2.777303634	2.693807615	7.052974779	103556.3998	0.4	0.5	0.02	1.594	7.484	1.888009082	1375.300815	770055.0739	592.2312501	1.647056783	1370.24713	770480.798	592.7860821	0.685832002	1369.622004	770102.2995	594.4304875	0.10657708	5.678811211	-47.22560992	-2.199237468	1.512024782	0.625126292	378.4984907	-1.64440545	0.043207167	2.302233664	-0.891587754	0.043207167	2.302233664	-0.891587754	0.022565703	0.496462739	-57.35325401
148	2022-11-27	12:00:00	151	CRDS_e	Plot_east	0.5	47.37695313	2.029972429	0.025734753	1.97953263	2.080412227	-0.884053497	0.027806166	-0.93855324	-0.829553754	0.20026455	0.031814722	0.137908086	0.262621014	0.689669595	0.017916114	0.654554231	0.724784959	53961	1.735714683	11.6	5.6	2.439737977	0.3889376	3059.9	0.09288	2.875	3.183	1.701	1.947	153.693	0.053	100000	58	27-11-2022 12:30	Sonic	-1.795793132	0.388937635	1.700583374	2.875395345	3.182512339	2.95840311	7.007946101	103623.8806	0.4	0.5	0.02	1.701	8.815	1.902593324	1369.968342	769025.7924	593.5727686	1.618225688	1365.013816	769402.1266	590.4969588	0.694341385	1364.203352	769064.9299	592.6712762	0.11265194	5.764989915	-39.13748027	0.901492437	1.474684303	0.810463905	337.1967669	-2.174317399	0.05549432	2.839935082	0.444090976	0.05549432	2.839935082	0.444090976	0.022647854	0.501574623	-57.09886443
149	2022-11-27	12:30:00	152	CRDS_e	Plot_east	0.5	47.37695313	2.255717145	0.02748526	2.201846373	2.309587917	-1.07211911	0.031117742	-1.133109501	-1.011128719	0.058937833	0.029822321	0.00048645	0.117389216	0.694603239	0.017043635	0.661197924	0.728008554	56044	1.866419242	21.6	5.32	2.319618807	0.4050162	4267.5	0.1133	2.848	2.766	1.511	1.947	160.836	0.053	100000	60	27-11-2022 13:00	Sonic	-1.453737074	0.405016248	1.511155477	2.848221208	2.766467148	2.879601846	6.957256745	103552.9428	0.4	0.5	0.02	1.511	6.579	1.913264601	1365.361612	769667.3139	591.2437568	1.666048931	1360.409215	770053.5883	591.7783146	0.734449211	1359.633125	769594.9774	593.7939574	0.08321539	5.728487487	72.33647557	-2.550200584	1.482399721	0.776090632	458.610952	-2.015642784	0.03689088	2.539541582	-1.130549808	0.03689088	2.539541582	-1.130549808	0.022702466	0.506145797	-57.74647967
150	2022-11-27	13:00:00	153	CRDS_e	Plot_east	0.5	47.37695313	2.005902338	0.02553627	1.955851563	2.055953113	-0.965156028	0.030024943	-1.024004547	-0.906307509	0.176442569	0.030192535	0.117265571	0.235619566	0.713388102	0.018268585	0.677581901	0.749194303	54329	1.722275149	11.31909632	5.67	2.434988691	0.4120658	1266.5	0.09469	2.846	3.051	1.657	1.947	152.516	0.053	100000	57	27-11-2022 13:30	Sonic	-5.158023802	0.412065813	1.656763391	2.845705946	3.050621301	3.114433603	6.919647326	103494.5124	0.4	0.5	0.02	1.657	8.245	1.874334001	1365.027505	771454.843	592.1215988	1.646279568	1359.88228	771910.8283	593.7244702	0.704402168	1359.329956	771564.3577	592.9255267	0.074331832	5.697548782	-109.514645	-0.803927984	1.4926774	0.552324062	346.4705769	0.798943476	0.037056556	2.840391914	-0.400781219	0.037056556	2.840391914	-0.400781219	0.022757323	0.511258503	-57.97606003
151	2022-11-27	13:30:00	154	CRDS_e	Plot_east	0.5	47.37695313	2.500050953	0.029721978	2.441796242	2.558305664	-1.116049026	0.032289756	-1.179336551	-1.052761501	0.097884175	0.031531153	0.036083503	0.159684846	0.693036651	0.01805441	0.657650229	0.728423073	58764	2.104417972	29.28947987	6.37	2.306101884	0.400575	917.6	0.1232	2.77	2.813	1.51	1.947	154.312	0.053	100000	58	27-11-2022 14:00	Sonic	-6.537734973	0.400575015	1.509786024	2.769597203	2.81345169	2.76413725	6.819839894	103441.757	0.4	0.5	0.02	1.51	6.568	1.840039218	1366.275849	774090.1874	591.9056968	1.617310588	1361.276863	774378.7681	592.2018977	0.691808663	1360.46476	774145.4002	595.3183886	0.052630555	5.811089697	-55.21289377	-3.41269184	1.476301925	0.812102979	233.3678708	-3.116490871	0.021051793	2.324388505	-1.365048915	0.021051793	2.324388505	-1.365048915	0.022788488	0.515442402	-58.75800389
152	2022-11-27	14:00:00	155	CRDS_e	Plot_east	0.5	47.37695313	2.369718829	0.027872364	2.315089338	2.424348321	-0.883507577	0.026980371	-0.936388773	-0.830626381	0.092692682	0.028540328	0.036753989	0.148631375	0.700512631	0.018791782	0.66368097	0.737344292	56906	1.960826626	15.9	6.19	2.336886614	0.3516932	392.5	0.1071	2.783	2.939	1.66	1.947	156.55	0.053	100000	58	27-11-2022 14:30	Sonic	-10.33952298	0.351693223	1.659941194	2.782749698	2.939285458	2.549539598	6.705464718	103427.7817	0.4	0.5	0.02	1.66	8.283	1.833085447	1368.23718	776231.1516	592.4005242	1.57741545	1363.116238	776507.2682	593.1726348	0.678514907	1362.458634	776255.1374	595.4509346	0.05897054	5.77854612	-23.98578926	-3.050410404	1.449700544	0.657604075	252.1308507	-2.278299855	0.024885037	2.438494411	-1.287245713	0.024885037	2.438494411	-1.287245713	0.022825326	0.519831692	-59.49537958
153	2022-11-27	14:30:00	156	CRDS_e	Plot_east	0.5	47.37695313	2.427321283	0.029492438	2.369516468	2.485126098	-0.914041634	0.027078368	-0.967114902	-0.860968366	0.121643765	0.029291551	0.064232684	0.179054845	0.713177802	0.017402439	0.679069235	0.747286369	56739	1.992124929	16.03338537	5.09	2.456443532	0.3496813	330.3	0.1029	2.842	2.945	1.643	1.947	154.474	0.053	100000	58	27-11-2022 15:00	Sonic	-12.07540567	0.349681328	1.642809915	2.84235503	2.944573838	2.570105437	6.630285614	103436.0601	0.4	0.5	0.02	1.643	8.07	1.783946741	1368.504529	776907.4183	593.8470418	1.4820862	1363.200512	777270.9348	593.4402202	0.650710402	1362.851573	776954.0937	594.5235365	0.037636339	5.652956137	-46.67542634	-0.676494758	1.382175798	0.348938934	316.8410397	-1.083316331	0.015505298	2.328886652	-0.27870013	0.015505298	2.328886652	-0.27870013	0.02284828	0.524023688	-59.65502796
154	2022-11-27	15:00:00	157	CRDS_e	Plot_east	0.5	47.37695313	2.458285093	0.031373029	2.396794343	2.519775844	-1.002257605	0.032482305	-1.065922523	-0.938592686	0.084395476	0.030405451	0.024801166	0.143989786	0.731019944	0.019271804	0.693247446	0.768792443	57505	2.006606382	17.5	5.49	2.484559369	0.3649474	353	0.1062	2.838	2.629	1.595	1.947	152.551	0.053	100000	57	27-11-2022 15:30	Sonic	-12.83947221	0.364947364	1.594757344	2.838465612	2.628684436	2.653722396	6.542365652	103419.4574	0.4	0.5	0.02	1.595	7.495	1.750261283	1367.695449	777314.8179	592.7456856	1.427782846	1362.300314	777723.4352	593.2310382	0.639794335	1362.058093	777299.7771	594.5514958	0.014866948	5.637356029	15.04077235	-1.805810194	1.338788511	0.242221705	423.658062	-1.320457551	0.006047691	2.293206774	-0.734581273	0.006047691	2.293206774	-0.734581273	0.022857233	0.52815146	-60.07581971
