dummy	st_date	st_time	rn	Sensor	Source	SensorHeight	SourceArea	CE	CE_se	CE_lo	CE_hi	uCE	uCE_se	uCE_lo	uCE_hi	vCE	vCE_se	vCE_lo	vCE_hi	wCE	wCE_se	wCE_lo	wCE_hi	N_TD	TD_Time_avg	TD_Time_max	Max_Dist	UCE	Ustar	L	Zo	sUu	sVu	sWu	z_sWu	WD	d	N0	MaxFetch	et	Sonic_raw	SH	UST	sigW	sigU	sigV	WS	airT	Pair	kv	A	alpha	bw	C0	NH3_east	CH4_east	CO2_east	N2O_east	NH3_west	CH4_west	CO2_west	N2O_west	NH3_bg	CH4_bg	CO2_bg	N2O_bg	dNH3_east	dCH4_east	dCO2_east	dN2O_east	dNH3_west	dCH4_west	dCO2_west	dN2O_west	emis_NH3	emis_CH4	emis_N2O	emis_NH3_gap	emis_CH4_gap	emis_N2O_gap	cum_NH3_gN	cum_CH4_gCH4	cum_N2O_mgN
11	2022-11-24	15:30:00	14	CRDS_e	Plot_east	0.5	47.37695313	3.037297144	0.040715385	2.957495489	3.117098799	-0.973666866	0.02942065	-1.031330978	-0.916002753	0.18582871	0.028788359	0.129403881	0.24225354	0.702604044	0.018060586	0.667205518	0.73800257	53125	2.561884953	16.12503385	5.71	2.50927289	0.2796446	285.1	0.09904	2.787	3.046	1.608	1.947	152.55	0.053	100000	57	24-11-2022 16:00	Sonic	-7.155935381	0.279644576	1.608400129	2.786624378	3.045678828	2.082182543	6.72432249	102397.1668	0.4	0.5	0.02	1.608	7.647	2.018596663	1368.362928	771853.9467	592.687284	24.06939185	1363.170683	772396.2481	595.4603179	0.852178831	1362.835956	771624.3953	594.5085433	0.070817832	5.526972536	229.5513998	-1.821259352	23.76801302	0.334727639	771.8527535	0.95177457	0.02331607	1.819700962	-0.599631602	0.02331607	1.819700962	-0.599631602	0.000632827	0.037062891	-7.029448257
12	2022-11-24	16:00:00	15	CRDS_e	Plot_east	0.5	47.37695313	3.545107583	0.043127873	3.460577482	3.629637685	-0.948384932	0.029317268	-1.005846418	-0.890923447	0.076244376	0.033102307	0.011364262	0.14112449	0.749279901	0.019657028	0.710752367	0.787807435	62216	2.769932172	21.1	6.41	2.457292541	0.2782537	241.2	0.1266	2.769	2.827	1.561	1.947	150.169	0.053	100000	57	24-11-2022 16:30	Sonic	-8.333347677	0.278253738	1.561311123	2.76859311	2.827083488	1.901087647	6.680300615	102408.3194	0.4	0.5	0.02	1.561	7.111	1.995539338	1378.425124	774528.1782	592.4174081	23.14148383	1373.47589	775037.2256	595.1196058	0.792548464	1372.708168	774336.2021	595.5173421	0.107390874	5.716956709	191.9760945	-3.099934008	22.89973536	0.767722214	701.0234365	-0.397736346	0.030292698	1.612632783	-0.874425934	0.030292698	1.612632783	-0.874425934	0.000677671	0.03996563	-7.530347517
13	2022-11-24	16:30:00	16	CRDS_e	Plot_east	0.5	47.37695313	2.854313864	0.037872551	2.78008413	2.928543598	-0.975929102	0.030287059	-1.035291367	-0.916566838	0.203888819	0.028913675	0.147218372	0.260559267	0.706593716	0.017973391	0.67136609	0.741821342	53814	2.414200187	14.92372176	6.34	2.560654258	0.3021551	275.7	0.1021	2.675	2.696	1.514	1.947	148.955	0.053	100000	58	24-11-2022 17:00	Sonic	-9.333768157	0.302155099	1.513742341	2.675327996	2.696107716	2.227153216	6.688611907	102424.9808	0.4	0.5	0.02	1.514	6.609	2.013430888	1377.800943	773983.9633	592.5205997	20.74791059	1372.858678	774506.1081	596.4272348	0.787223026	1372.107687	773971.0426	595.5448327	0.130607862	5.693255264	12.92072584	-3.024232982	20.51148757	0.750990545	535.0654891	0.882402116	0.045758059	1.994614305	-1.059530635	0.045758059	1.994614305	-1.059530635	0.00074541	0.043555936	-8.137280695
14	2022-11-24	17:00:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.032367437	1378.310317	776185.8065	592.9528901	21.07872882	1373.621722	776684.0819	595.1117536	0.732722979	1372.443666	776111.6402	594.9459497	0.204044459	5.866651509	74.1663369	-1.993059555	20.89680584	1.178056389	572.4417152	0.165803889	NaN	NaN	NaN	0.047672226	1.738830808	-0.854840829	0.000815982	0.046685831	-8.626960977
15	2022-11-24	17:30:00	18	CRDS_e	Plot_east	0.5	47.37695313	3.837965373	0.044461484	3.750821411	3.925109336	-0.989598964	0.033252566	-1.054773584	-0.924424343	0.039627272	0.033149723	-0.025345778	0.104600323	0.777240655	0.017385885	0.743164533	0.811316776	72941	2.606852113	24.3	9.61	2.106349997	0.3298391	344.2	0.1888	2.717	2.526	1.433	1.947	154.383	0.053	100000	58	24-11-2022 18:00	Sonic	-9.726460634	0.32983912	1.432824538	2.716606559	2.526313102	1.923945222	6.681236807	102441.6579	0.4	0.5	0.02	1.433	5.825	2.018000185	1384.931966	776599.8979	592.9499879	19.66587149	1379.747422	777127.6777	596.6364136	0.732089322	1379.240082	776550.2041	595.4452451	0.190310863	5.691884225	49.6938098	-2.495257109	19.48458217	0.507339734	577.4736022	1.191168518	0.049586394	1.483047311	-0.650151022	0.049586394	1.483047311	-0.650151022	0.000889388	0.049355316	-8.999388363
16	2022-11-24	18:00:00	19	CRDS_e	Plot_east	0.5	47.37695313	3.113337146	0.0388321	3.037226708	3.189447585	-1.009439165	0.033329527	-1.074764629	-0.944113701	0.08990258	0.038233248	0.014965884	0.164839276	0.745699304	0.01873674	0.708975523	0.782423085	62515	2.36200112	26.2	5.35	2.305920436	0.3291063	365.4	0.1377	2.796	3.051	1.527	1.947	160.137	0.053	100000	60	24-11-2022 18:30	Sonic	-9.098599112	0.329106275	1.527360442	2.796073927	3.050862872	2.179253337	6.643602209	102449.9598	0.4	0.5	0.02	1.527	6.745	2.022054089	1384.016088	776541.3055	591.5987101	17.74672216	1378.724594	777022.3075	595.2193702	0.713716226	1378.534555	776415.409	596.2685429	0.212737863	5.48153321	125.8964706	-4.669832836	17.58380594	0.190039461	606.8985198	-1.04917265	0.068331136	1.760661616	-1.49994447	0.068331136	1.760661616	-1.49994447	0.000990543	0.052524507	-9.858604731
17	2022-11-24	18:30:00	20	CRDS_e	Plot_east	0.5	47.37695313	2.494356116	0.035013418	2.425730247	2.562981984	-0.891514225	0.029804243	-0.949930175	-0.833098274	0.184692658	0.033008381	0.119996638	0.249388679	0.659672447	0.017391266	0.625585779	0.693759115	48480	2.360799239	16.04033346	5.67	2.465269131	0.278623	192	0.07334	3.217	3.324	1.719	1.947	153.172	0.053	100000	57	24-11-2022 19:00	Sonic	-10.50292503	0.278623006	1.718720654	3.216939437	3.324089324	2.283873057	6.524686561	102491.5857	0.4	0.5	0.02	1.719	9.058	1.985165872	1378.942612	776028.5807	592.6948578	15.17178415	1373.643077	776660.924	594.119912	0.695529943	1373.547095	775991.2382	594.5147258	0.194035929	5.395516632	37.34242902	-1.819868052	15.02705421	0.095982528	669.6857941	-0.394813862	0.077789987	2.163089945	-0.729594319	0.077789987	2.163089945	-0.729594319	0.0011057	0.056418069	-10.27653979
18	2022-11-24	19:00:00	21	CRDS_e	Plot_east	0.5	47.37695313	2.777861782	0.048506797	2.682789055	2.872934508	-1.009381256	0.039819665	-1.087427309	-0.931335203	0.147025594	0.046254605	0.056367136	0.237684051	0.689420719	0.017729328	0.654671454	0.724169985	53257	2.41457461	21.6	5.46	2.286933954	0.285106	224.9	0.09543	3.004	3.006	1.68	1.947	157.776	0.053	100000	59	24-11-2022 19:30	Sonic	-9.608508653	0.285106026	1.680430031	3.003644246	3.005903222	2.149311287	6.532346421	102499.9091	0.4	0.5	0.02	1.68	8.539	2.0094521	1381.339187	776882.9701	591.0116703	15.42911106	1375.938321	777616.0302	595.5624048	0.673479892	1375.882707	776977.2719	595.3711237	0.240372208	5.456479639	-94.30185282	-4.359453368	15.30643117	0.055613308	638.7582342	0.191281056	0.086531378	1.964273268	-1.569355753	0.086531378	1.964273268	-1.569355753	0.001233798	0.059953761	-11.17551717
19	2022-11-24	19:30:00	22	CRDS_e	Plot_east	0.5	47.37695313	3.392502979	0.044163348	3.30594336	3.479062598	-0.927321319	0.032685368	-0.991384239	-0.863258399	0.189329903	0.040883662	0.109198428	0.269461377	0.761121731	0.019850816	0.722214375	0.800029086	59981	2.636296494	21.8	5.6	2.441411817	0.2693803	146.1	0.1159	2.801	2.969	1.646	1.947	155.885	0.053	100000	58	24-11-2022 20:00	Sonic	-12.46795414	0.269380298	1.64606975	2.80134781	2.968880044	1.899691858	6.356193089	102547.7864	0.4	0.5	0.02	1.646	8.107	1.960255251	1381.258042	777154.3541	592.5600824	12.65424073	1375.785469	777589.0774	596.1557471	0.658493907	1375.880925	777035.0908	594.4643687	0.206161344	5.377116164	119.2633143	-1.904286314	12.54654683	-0.095456047	553.9865658	1.691378422	0.060769687	1.584999688	-0.561321928	0.060769687	1.584999688	-0.561321928	0.001323759	0.06280676	-11.4970604
20	2022-11-24	20:00:00	23	CRDS_e	Plot_east	0.5	47.37695313	3.112669796	0.043648086	3.027120084	3.198219508	-1.004306375	0.033470713	-1.069908562	-0.938704189	0.058927505	0.034323292	-0.008345725	0.126200735	0.68730557	0.01721413	0.653566086	0.721045053	55848	2.669804649	22.34880222	5.36	2.335401919	0.2766909	279.8	0.1088	2.831	2.848	1.558	1.947	158.297	0.053	100000	59	24-11-2022 20:30	Sonic	-7.053942055	0.276690894	1.558219213	2.831290407	2.84788479	1.995347512	6.325846288	102602.6376	0.4	0.5	0.02	1.558	7.078	1.971958584	1383.286737	777580.9211	593.201248	15.32119097	1378.152661	778124.5812	594.4900892	0.63416624	1377.63755	777524.4223	595.0219662	0.242192344	5.649186969	56.49883553	-1.820718258	15.23782473	0.515110515	600.1588827	-0.531877047	0.077808557	1.814900821	-0.584937811	0.077808557	1.814900821	-0.584937811	0.001438944	0.066073582	-11.83213156
21	2022-11-24	20:30:00	24	CRDS_e	Plot_east	0.5	47.37695313	2.295885342	0.03285822	2.231483635	2.360287048	-0.906351198	0.026716144	-0.958714511	-0.853987884	0.108487656	0.027953775	0.0536986	0.163276712	0.599363227	0.016339688	0.567337639	0.631388815	43405	2.42472987	19	5.09	2.197033982	0.261997	303	0.06393	3.279	3.367	1.752	1.947	159.24	0.053	100000	59	24-11-2022 21:00	Sonic	-5.531344572	0.261996969	1.752181545	3.278534876	3.366820552	2.237494697	6.369878445	102647.1969	0.4	0.5	0.02	1.752	9.518	1.995394388	1386.81482	777120.9662	593.5115001	10.47457659	1381.569605	777692.0562	593.6656379	0.657313496	1381.222394	777125.1805	596.2510153	0.242480892	5.592425906	-4.214320664	-2.739515177	10.3680631	0.347210465	566.8757344	-2.585377407	0.105615419	2.435847211	-1.193228219	0.105615419	2.435847211	-1.193228219	0.001595293	0.070458107	-12.51565101
22	2022-11-24	21:00:00	25	CRDS_e	Plot_east	0.5	47.37695313	3.052089951	0.038542569	2.97654699	3.127632913	-1.057157392	0.030201651	-1.116352256	-0.997962527	0.129779895	0.032214429	0.066640011	0.19291978	0.727417713	0.018466516	0.691223569	0.763611858	58741	2.351854752	16.7	5.42	2.392904	0.3212446	421.8	0.1229	2.642	2.49	1.481	1.947	157.516	0.053	100000	59	24-11-2022 21:30	Sonic	-7.324452065	0.321244575	1.48148254	2.641743846	2.490469956	2.218745065	6.378876071	102661.1606	0.4	0.5	0.02	1.481	6.278	2.028113208	1387.633577	776133.2952	593.0484173	12.51277945	1382.715776	776926.6882	595.5169717	0.649223135	1381.908011	776140.605	595.0934404	0.283290073	5.725565705	-7.309797163	-2.045023089	12.41435632	0.80776505	786.0831907	0.42353127	0.092818389	1.875949201	-0.670040242	0.092818389	1.875949201	-0.670040242	0.001732698	0.073834815	-12.89947158
23	2022-11-24	21:30:00	26	CRDS_e	Plot_east	0.5	47.37695313	3.301009327	0.053244644	3.19665048	3.405368175	-0.872262398	0.044134314	-0.958765111	-0.785759684	0.257518369	0.035332328	0.18826744	0.326769298	0.709267283	0.022543327	0.665082639	0.753451927	53446	2.809873517	19.1	5.9	2.490278866	0.2374291	192.9	0.0908	2.817	3.328	1.726	1.947	151.542	0.053	100000	57	24-11-2022 22:00	Sonic	-6.465836026	0.23742909	1.726309263	2.816870916	3.328013243	1.819427263	6.417925036	102722.091	0.4	0.5	0.02	1.726	9.154	2.045908838	1384.731474	774767.2012	593.4030794	12.85066409	1379.595084	775297.0109	594.8369618	0.622535702	1379.032467	774933.1238	594.3149128	0.327773135	5.699007004	-165.9225759	-0.911833416	12.77892838	0.562617936	363.88711	0.522049064	0.099294823	1.726443775	-0.27622867	0.099294823	1.726443775	-0.27622867	0.00187969	0.076942414	-13.05770424
24	2022-11-24	22:00:00	27	CRDS_e	Plot_east	0.5	47.37695313	3.907556058	0.05455862	3.800621834	4.014490281	-1.075407483	0.03252601	-1.139158063	-1.011656902	0.189568657	0.033240978	0.12441675	0.254720565	0.700014664	0.019065495	0.662646527	0.737382801	56428	3.350386333	25.2	7.38	2.65034656	0.2444616	190.8	0.1061	2.828	2.948	1.488	1.947	142.727	0.053	100000	62	24-11-2022 22:30	Sonic	-7.139058083	0.244461625	1.488151256	2.827826998	2.948194145	1.778339929	6.485918759	102674.9293	0.4	0.5	0.02	1.488	6.347	2.053677331	1387.407064	775654.2657	593.4797549	14.87203615	1382.375906	776125.1198	595.4607155	0.622515167	1381.673705	775773.4566	594.1489546	0.335562164	5.733359281	-119.1908382	-0.669199644	14.80032098	0.702201199	351.6632345	1.311760972	0.085875202	1.4672494	-0.171257849	0.085875202	1.4672494	-0.171257849	0.002006817	0.079583463	-13.15580623
25	2022-11-24	22:30:00	28	CRDS_e	Plot_east	0.5	47.37695313	3.281329947	0.040945451	3.201077367	3.361582528	-0.950171479	0.030090469	-1.009148428	-0.891194529	0.131207295	0.031791802	0.068895754	0.193518836	0.677585416	0.018062978	0.642182201	0.712988632	54736	2.929465069	21.3	7.27	2.563719021	0.2583057	234.6	0.09602	3.024	3.151	1.611	1.947	146.529	0.053	100000	60	24-11-2022 23:00	Sonic	-6.847232758	0.258305682	1.610694734	3.024222925	3.151328165	1.943276727	6.498780479	102674.8725	0.4	0.5	0.02	1.611	7.683	2.0511955	1390.526896	776499.201	593.4481541	15.0645904	1385.543105	777015.6001	595.5803612	0.602686798	1384.897777	776507.5405	594.4431558	0.352908702	5.629118287	-8.339476075	-0.995001722	15.0127036	0.645327995	508.0596694	1.137205407	0.107550508	1.715499014	-0.303231232	0.107550508	1.715499014	-0.303231232	0.002166031	0.082671361	-13.32950682
26	2022-11-24	23:00:00	29	CRDS_e	Plot_east	0.5	47.37695313	2.777320338	0.035731137	2.707287749	2.847352927	-0.980244775	0.032562781	-1.044067427	-0.916422124	0.122127354	0.036971772	0.049663135	0.194591572	0.740718908	0.020881612	0.699791204	0.781646612	57865	2.306103862	19	6.32	2.457873309	0.3300249	358.2	0.1121	2.768	2.956	1.561	1.947	149.959	0.053	100000	58	24-11-2022 23:30	Sonic	-9.356880907	0.33002492	1.561172134	2.767565964	2.956146783	2.35524818	6.515980125	102688.8236	0.4	0.5	0.02	1.561	7.111	2.045974835	1392.687406	775296.3579	594.0257868	11.87452179	1387.591836	775775.5207	593.0338503	0.615409538	1387.167448	775573.6856	594.0829567	0.334965297	5.519958191	-277.3276412	-0.057169878	11.80991225	0.424387383	201.8351052	-1.049106359	0.120607368	1.987512249	-0.020584546	0.120607368	1.987512249	-0.020584546	0.002344573	0.086248883	-13.34129831
27	2022-11-24	23:30:00	30	CRDS_e	Plot_east	0.5	47.37695313	3.164108253	0.041961227	3.081864764	3.246351743	-0.934538641	0.0308536	-0.995011317	-0.874065965	0.2519697	0.03566812	0.182060622	0.321878777	0.667485309	0.018471333	0.631281724	0.703688895	51880	3.069171164	26	7.11	2.54456026	0.2333615	140.5	0.07704	3.193	3.464	1.751	1.947	142.397	0.053	100000	62	25-11-2022 00:00	Sonic	-8.430940133	0.233361536	1.751136578	3.192626493	3.464137034	1.88415878	6.524183616	102764.0001	0.4	0.5	0.02	1.751	9.503	2.047211971	1390.649945	775799.9192	591.6978334	15.30257557	1385.715704	776320.0085	596.8981045	0.584647059	1384.862201	775813.3798	594.7298067	0.366964912	5.787743717	-13.46060765	-3.031973361	15.26872851	0.853502844	506.6287574	2.168297713	0.115977357	1.829186378	-0.958239453	0.115977357	1.829186378	-0.958239453	0.002516262	0.089541419	-13.89020864
28	2022-11-25	00:00:00	31	CRDS_e	Plot_east	0.5	47.37695313	2.88158772	0.040942881	2.801340176	2.961835265	-0.967879358	0.030639778	-1.027932945	-0.90782577	0.274845571	0.030403608	0.215254873	0.33443627	0.636051733	0.018688449	0.599422603	0.672680864	47636	3.032716853	21.3	9.24	2.867032817	0.2523673	193.7	0.06132	3.158	3.094	1.618	1.947	133.204	0.053	100000	68	25-11-2022 00:30	Sonic	-7.738481987	0.252367316	1.618365912	3.158094328	3.093526469	2.181594705	6.550986683	102763.6713	0.4	0.5	0.02	1.618	7.766	2.063593477	1390.360995	775539.7353	592.0932526	14.51178958	1385.250688	775951.7786	595.0064041	0.572591325	1384.640041	775614.1132	594.8138731	0.395402152	5.720953306	-74.37790262	-2.720620482	14.48999826	0.610646345	337.6653785	0.192531	0.137216767	1.985347614	-0.944139393	0.137216767	1.985347614	-0.944139393	0.002719392	0.093115045	-14.43104201
