"","elapsed.time","NH3_30s.bg","DATE","TIME","FRAC_DAYS_SINCE_JAN1","FRAC_HRS_SINCE_JAN1","JULIAN_DAYS","EPOCH_TIME","ALARM_STATUS","INST_STATUS","CavityPressure","CavityTemp","DasTemp","EtalonTemp","WarmBoxTemp","species","MPVPosition","OutletValve","solenoid_valves","NH3","NH3_30s","NH3_5min","H2O","CO2","NH3_raw","NH3_dry","nh3_base_11","date.time","id","Vid","treat","NH3.corr","date.time.weather","date","time","temp","air.flow","A.frame","air.temp.K","n","flux","flux.tr","flux.time","cum.emis"
"246",84,25.10639135,"2022-11-27","23:03:11.938",330.96055485,7943.053316,331.96055485,1669590191.939,0,899,139.9993787,45.000511169,24.625,45.178398132,45.000053406,2,4,34992.833581,4,53.805782843,54.023164434,58.821573329,0.82285302507,278.24188544,53.805782843,53.805782843,704.7700647,2022-11-27 23:03:11,"4","0","DFC",28.916773084,"2022-11-27 23:00:00","2022-11-27","23:00:00",5.1,3000,0.38465,278.25,1.2664767749431e-09,0.000138352998130213,0.000137730875276702,0.0110184700221362,2.73942525016046
"247",85.3,25.636431986,"2022-11-28","00:23:10.473",331.01609345,7944.386243,332.01609345,1669594990.474,0,899,140.00010681,45.001579285,24.6875,45.179161072,45.000663757,2,4,34989.109375,4,55.384335976,55.616035759,60.325465138,0.82296456753,274.87007426,55.384335976,55.384335976,704.8097501,2022-11-28 00:23:10,"4","0","DFC",29.979603773,"2022-11-28 00:00:00","2022-11-28","00:00:00",5.3,3000,0.38465,278.45,1.3120828000784e-09,0.000143335111055698,0.000140844054592956,0.0112675243674365,2.75069277452789
"248",86.6,26.008229999,"2022-11-28","01:43:07.500",331.07161458,7945.71875,332.07161458,1669599787.5,0,899,139.99951421,45.000450134,24.9375,45.178520203,45.000236511,2,4,34987.493164,4,54.481923963,54.713093268,59.574116162,0.83834967047,264.23104017,54.481923963,54.481923963,704.85065871,2022-11-28 01:43:07,"4","0","DFC",28.704863269,"2022-11-28 02:00:00","2022-11-28","02:00:00",5.7,3000,0.38465,278.85,1.2544905948034e-09,0.000137043598707132,0.000140189354881415,0.0112151483905132,2.76190792291841
"249",88,25.880810683,"2022-11-28","03:03:04.088",331.12713065,7947.051136,332.12713065,1669604584.088,0,899,140.00237681,45.001274109,25.0625,45.178276062,44.999839783,2,4,34990.095109,4,55.812937912,55.996946861,60.803185567,0.83198924297,247.95708978,55.812937912,55.812937912,704.85190347,2022-11-28 03:03:04,"4","0","DFC",30.116136178,"2022-11-28 03:00:00","2022-11-28","03:00:00",5.9,3000,0.38465,279.05,1.31522423065052e-09,0.00014367828855936,0.000140360943633246,0.0112288754906597,2.77313679840907
"250",89.3,25.2649965103333,"2022-11-28","04:23:02.013",331.18266219,7948.383893,332.18266219,1669609382.013,0,899,140.00710778,45.000328064,24.8125,45.177604675,44.999259949,2,4,34981.00501,4,53.482700699,53.988993539,58.65934515,0.82909172534,268.45310181,53.482700699,53.482700699,704.94004511,2022-11-28 04:23:02,"4","0","DFC",28.7239970286667,"2022-11-28 04:00:00","2022-11-28","04:00:00",5.8,3000,0.38465,278.95,1.25487678023628e-09,0.000137085786541548,0.000140382037550454,0.0112305630040363,2.7843673614131
"251",90.6,25.3696114543333,"2022-11-28","05:42:59.322",331.2381866,7949.716478,332.2381866,1669614179.322,0,899,140.01121521,45.002616882,24.75,45.179222107,45.000846863,2,4,34974.300781,4,56.031105959,56.215007381,60.730428814,0.80889901807,266.79061752,56.031105959,56.031105959,704.90582034,2022-11-28 05:42:59,"4","0","DFC",30.8453959266667,"2022-11-28 06:00:00","2022-11-28","06:00:00",5.9,3000,0.38465,279.05,1.34707227670183e-09,0.00014715744644284,0.000142121616492194,0.0113697293193756,2.79573709073248
"252",92,24.602193126,"2022-11-28","07:02:56.947",331.29371468,7951.049152,332.29371468,1669618976.948,0,899,139.99853963,44.999412537,24.5625,45.177360535,44.998954773,2,4,34976.869226,4,54.654465047,54.866214618,59.346589433,0.79671446714,255.31996369,54.654465047,54.654465047,704.86504896,2022-11-28 07:02:56,"4","0","DFC",30.264021492,"2022-11-28 07:00:00","2022-11-28","07:00:00",5.9,3000,0.38465,279.05,1.32168264042728e-09,0.000144383820925564,0.000145770633684202,0.0116616506947362,2.80739874142721
"253",93.3,23.931813519,"2022-11-28","08:22:55.812",331.34925709,7952.38217,332.34925709,1669623775.813,0,899,139.99673462,45.000114441,24.375,45.178092957,44.999687195,2,4,34963.960938,4,52.544595569,53.042256595,57.475508562,0.7956529866,250.09504139,52.544595569,52.544595569,704.94232181,2022-11-28 08:22:55,"4","0","DFC",29.110443076,"2022-11-28 08:00:00","2022-11-28","08:00:00",5.8,3000,0.38465,278.95,1.27175960372107e-09,0.000138930107173586,0.000141656964049575,0.011332557123966,2.81873129855118
"254",94.6,24.6987669476667,"2022-11-28","09:42:51.904",331.40476741,7953.714418,332.40476741,1669628571.904,0,899,140.00103884,45.000480652,24.3125,45.178855896,45.000205994,2,4,34963.021484,4,55.878875464,56.050385062,60.299123866,0.79075274626,271.02482349,55.878875464,55.878875464,704.72352216,2022-11-28 09:42:51,"4","0","DFC",31.3516181143333,"2022-11-28 10:00:00","2022-11-28","10:00:00",6,3000,0.38465,279.15,1.36868940140356e-09,0.000149518953635559,0.000144224530404573,0.0115379624323658,2.83026926098355
"255",96,25.2979589733333,"2022-11-28","11:02:50.062",331.46030166,7955.04724,332.46030166,1669633370.063,0,899,140.00514238,45.001659559,24.1875,45.178708284,45.000205994,2,4,34940.640413,4,53.645298701,53.931506036,58.707519503,0.79530688055,262.24919531,53.645298701,53.645298701,704.83618718,2022-11-28 11:02:50,"4","0","DFC",28.6335470626667,"2022-11-28 11:00:00","2022-11-28","11:00:00",6.2,3000,0.38465,279.35,1.24913406207965e-09,0.000136458438065757,0.000142988695850658,0.0114390956680526,2.8417083566516
"256",97.3,24.295480596,"2022-11-28","12:22:46.733",331.51581868,7956.379648,332.51581868,1669638166.734,0,899,140.00478885,45.001304626,24.4375,45.178977966,45.000419617,2,4,34957.709345,4,51.302629753,51.584333037,56.03899757,0.79896878115,278.87853256,51.302629753,51.302629753,704.7310509,2022-11-28 12:22:46,"4","0","DFC",27.288852441,"2022-11-28 12:00:00","2022-11-28","12:00:00",6.1,3000,0.38465,279.25,1.19089827764569e-09,0.000130096619567138,0.000133277528816447,0.0106622023053158,2.85237055895691
"257",98.6,24.430883694,"2022-11-28","13:42:44.059",331.57134328,7957.712239,332.57134328,1669642964.059,0,899,140.00777137,44.999259949,23.9375,45.178520203,44.999687195,2,4,34937.726223,4,50.204808759,50.739612551,55.358044589,0.77476995514,262.61537033,50.204808759,50.204808759,704.80608585,2022-11-28 13:42:44,"4","0","DFC",26.308728857,"2022-11-28 14:00:00","2022-11-28","14:00:00",5.5,3000,0.38465,278.65,1.15059741406611e-09,0.000125694055371895,0.000127895337469517,0.0102316269975613,2.86260218595448
"258",99.9,23.6368970753333,"2022-11-28","15:02:42.398",331.62687962,7959.045111,332.62687962,1669647762.399,0,899,140.00415039,44.999412537,24.125,45.178703308,45.000053406,2,4,34942.9375,4,48.493083254,48.657448877,53.354161273,0.75766637225,270.18181621,48.493083254,48.493083254,704.71222276,2022-11-28 15:02:42,"4","0","DFC",25.0205518016667,"2022-11-28 15:00:00","2022-11-28","15:00:00",5.6,3000,0.38465,278.75,1.09386715775719e-09,0.000119496704421351,0.000122595379896623,0.00980763039172987,2.87240981634621
"259",101,23.2965362743333,"2022-11-28","16:22:39.006",331.6823959,7960.377502,332.6823959,1669652559.006,0,899,140.00127842,44.997215271,24.125,45.17855072,44.99974823,2,4,34952.474907,4,47.693370821,48.170604674,52.690039709,0.76339662161,280.06347085,47.693370821,47.693370821,704.70591011,2022-11-28 16:22:39,"4","0","DFC",24.8740683996667,"2022-11-28 16:00:00","2022-11-28","16:00:00",5.7,3000,0.38465,278.85,1.08707310567744e-09,0.000118754505674969,0.00011912560504816,0.00953004840385281,2.88193986475006
"260",103,22.94637743,"2022-11-28","17:42:36.645",331.73792414,7961.710179,332.73792414,1669657356.646,0,899,139.99464732,45.000083923,24.125,45.177879333,44.999076843,2,4,34962.239428,4,47.811309352,48.185633744,53.102281225,0.75684812683,267.7266968,47.811309352,47.811309352,704.81267758,2022-11-28 17:42:36,"4","0","DFC",25.239256314,"2022-11-28 18:00:00","2022-11-28","18:00:00",5.7,3000,0.38465,278.85,1.10303293797394e-09,0.000120497996508407,0.000119626251091688,0.00957010008733502,2.89150996483739
"261",104,22.750582392,"2022-11-28","19:02:34.819",331.79345855,7963.043005,332.79345855,1669662154.819,0,899,139.99472709,45.000752656,24.0625,45.179483497,45.001006085,2,4,34966.891474,4,47.017175275,47.505619791,51.962433394,0.73551742015,276.59170519,47.017175275,47.017175275,704.8495124,2022-11-28 19:02:34,"4","0","DFC",24.755037399,"2022-11-28 19:00:00","2022-11-28","19:00:00",5.5,3000,0.38465,278.65,1.08264759469064e-09,0.000118271052108827,0.000119384524308617,0.00955076194468935,2.90106072678208
"262",105,22.381960891,"2022-11-28","20:22:32.354",331.84898558,7964.375654,332.84898558,1669666952.354,0,899,139.99879754,44.999931335,24.125,45.178459167,44.999839783,2,4,34974.120329,4,45.079686837,45.818118815,50.688900907,0.73178360231,274.09497644,45.079686837,45.079686837,704.74450214,2022-11-28 20:22:32,"4","0","DFC",23.436157924,"2022-11-28 20:00:00","2022-11-28","20:00:00",5.4,3000,0.38465,278.55,1.02533511014753e-09,0.000112010097132225,0.000115140574620526,0.00921124596964207,2.91027197275172
"263",107,22.1576740706667,"2022-11-28","21:42:28.578",331.90449743,7965.707938,332.90449743,1669671748.578,0,899,139.99377582,44.999412537,24.192255435,45.17943573,45.000541687,2,4,34980.110521,4,46.121988172,46.406472874,50.581341401,0.72661942293,271.68523301,46.121988172,46.121988172,704.81448266,2022-11-28 21:42:28,"4","0","DFC",24.2487988033333,"2022-11-28 22:00:00","2022-11-28","22:00:00",5.5,3000,0.38465,278.65,1.06050753531185e-09,0.000115852418262206,0.000113931257697215,0.00911450061577723,2.9193864733675
"264",108,22.246500795,"2022-11-28","23:02:26.825",331.9600327,7967.040785,332.9600327,1669676546.825,0,899,140.00245152,45.000602722,24.3125,45.178092957,44.999473572,2,4,34991.548998,4,42.787945523,42.896991537,47.214541808,0.75485886629,278.53696948,42.787945523,42.787945523,704.77867073,2022-11-28 23:02:26,"4","0","DFC",20.650490742,"2022-11-28 23:00:00","2022-11-28","23:00:00",5.3,3000,0.38465,278.45,9.03786251510058e-10,9.87318046719817e-05,0.000107292111467094,0.0085833689173675,2.92796984228487
"265",109,21.920601389,"2022-11-29","00:22:23.615",332.0155511,7968.373226,333.0155511,1669681343.615,0,899,140.00463701,44.997917175,24.0625,45.178459167,44.99962616,2,4,34985.90332,4,44.193276453,44.215326259,48.378997479,0.73505984092,256.88287971,44.193276453,44.193276453,704.78650987,2022-11-29 00:22:23,"4","0","DFC",22.29472487,"2022-11-29 00:00:00","2022-11-29","00:00:00",4.9,3000,0.38465,278.05,9.77151254283501e-10,0.000106746375718492,0.000102739090195237,0.00821912721561897,2.93618896950049
"266",111,21.7335164013333,"2022-11-29","01:42:21.836",332.07108608,7969.706066,333.07108608,1669686141.837,0,899,139.99311464,44.999198914,24.11548913,45.177970886,44.999015808,2,4,34983.550102,4,43.910706461,44.312831931,48.954959617,0.73552402447,293.48500689,43.910706461,43.910706461,704.56352747,2022-11-29 01:42:21,"4","0","DFC",22.5793155296667,"2022-11-29 02:00:00","2022-11-29","02:00:00",4.8,3000,0.38465,277.95,9.89980568237994e-10,0.000108147881126784,0.000107447128422638,0.00859577027381104,2.9447847397743
"267",112,22.1153698063333,"2022-11-29","03:02:18.407",332.12660194,7971.038447,333.12660194,1669690938.408,0,899,139.99549866,45.001976013,23.9375,45.178825378,45.000358582,2,4,34985.441406,4,43.277798213,43.253398791,47.422970921,0.74471789215,277.68836903,43.277798213,43.277798213,704.67626126,2022-11-29 03:02:18,"4","0","DFC",21.1380289846667,"2022-11-29 03:00:00","2022-11-29","03:00:00",4.7,3000,0.38465,277.85,9.27121524372189e-10,0.000101281006541718,0.000104714443834251,0.00837715550674007,2.95316189528104
"268",113,22.1022645996667,"2022-11-29","04:22:16.207",332.18213204,7972.371169,333.18213204,1669695736.208,0,899,140.00248942,45.000236511,24.062839674,45.178611755,44.999992371,2,4,35002.625807,4,44.894396489,45.2344099,49.499719379,0.72495688357,267.50699017,44.894396489,44.894396489,704.75174142,2022-11-29 04:22:16,"4","0","DFC",23.1321453003333,"2022-11-29 04:00:00","2022-11-29","04:00:00",4.9,3000,0.38465,278.05,1.0138543949876e-09,0.000110755915930894,0.000106018461236306,0.0084814768989045,2.96164337217994
"269",115,21.6221972573333,"2022-11-29","05:42:13.924",332.23766117,7973.703868,333.23766117,1669700533.925,0,899,140.0082147,45.001731873,24.056725543,45.179252625,45.000511169,2,4,35014.703826,4,44.494949321,44.668823225,49.143153291,0.70283096157,259.4667382,44.494949321,44.494949321,704.6906622,2022-11-29 05:42:13,"4","0","DFC",23.0466259676667,"2022-11-29 06:00:00","2022-11-29","06:00:00",5,3000,0.38465,278.15,1.00974303282477e-09,0.000110306780745094,0.000110531348337994,0.00884250786703952,2.97048588004698
"270",116,21.382087557,"2022-11-29","07:02:11.345",332.29318687,7975.036485,333.29318687,1669705331.346,0,899,140.00765659,44.999259949,23.875,45.177085876,44.998558044,2,4,35012.991848,4,44.965978844,45.622429132,50.191973016,0.67335501716,287.37198242,44.965978844,44.965978844,704.7623125,2022-11-29 07:02:11,"4","0","DFC",24.240341575,"2022-11-29 07:00:00","2022-11-29","07:00:00",4.8,3000,0.38465,277.95,1.06280755478046e-09,0.000116103677973822,0.000113205229359458,0.00905641834875662,2.97954229839574
"271",117,21.032334023,"2022-11-29","08:22:08.102",332.3487049,7976.368917,333.3487049,1669710128.103,0,899,139.9941038,45.000022888,23.875,45.177146912,44.998130798,2,4,35027.521484,4,44.050245491,44.375979066,48.808927045,0.63965718504,286.14982034,44.050245491,44.050245491,704.79669572,2022-11-29 08:22:08,"4","0","DFC",23.343645043,"2022-11-29 08:00:00","2022-11-29","08:00:00",4.8,3000,0.38465,277.95,1.02349227345052e-09,0.000111808781176701,0.000113956229575262,0.00911649836602093,2.98865879676176
"272",119,21.931394303,"2022-11-29","09:42:06.076",332.404237,7977.701688,333.404237,1669714926.077,0,899,140.00493555,45.000389099,23.625,45.178855896,44.999992371,2,4,35028.392493,4,43.019081174,43.180391802,47.344047169,0.68982269094,279.58607414,43.019081174,43.019081174,704.71972749,2022-11-29 09:42:06,"4","0","DFC",21.248997499,"2022-11-29 10:00:00","2022-11-29","10:00:00",4.3,3000,0.38465,277.45,9.33332292319611e-10,0.000101959485913166,0.000106884133544934,0.00855073068359469,2.99720952744536
"273",120,22.783423921,"2022-11-29","11:02:04.461",332.45977387,7979.034573,333.45977387,1669719724.462,0,899,140.00424128,45.001914978,24.1875,45.178367615,44.99962616,2,4,35050.295516,4,44.867305795,45.197985956,50.391298616,0.69000535693,271.94982802,44.867305795,44.867305795,704.71378789,2022-11-29 11:02:04,"4","0","DFC",22.414562035,"2022-11-29 11:00:00","2022-11-29","11:00:00",4.7,3000,0.38465,277.85,9.83110721302282e-10,0.000107397402366292,0.000104678444139729,0.0083742755311783,3.00558380297653
"274",0,64.422482502,"2022-11-24","11:13:48.578",327.46792336,7859.230161,328.46792336,1669288428.578,0,899,139.99314184,44.998252869,24,45.178520203,44.99962616,2,5,34829.710725,5,571.63580431,569.66534805,551.52860092,0.93570094647,166.77139286,571.63580431,571.63580431,707.92807275,2022-11-24 11:13:48,"5","V5","DFC",505.242865548,"2022-11-24 11:00:00","2022-11-24","11:00:00",6.1,3000,0.38465,279.25,2.20490348458141e-08,0.00240869010561443,0,0,0
"275",1.33,62.0112197196667,"2022-11-24","12:33:45.960",327.52344862,7860.562767,328.52344862,1669293225.961,0,899,139.99720648,45.001060486,26.25,45.179161072,45.001029968,2,5,34942.98998,5,560.85640551,562.27197983,569.35422297,0.9378508632,166.52292941,560.85640551,560.85640551,707.7132788,2022-11-24 12:33:45,"5","0","DFC",500.260760110333,"2022-11-24 13:00:00","2022-11-24","13:00:00",6.8,3000,0.38465,279.95,2.1777024653871e-08,0.00237897505175646,0.00239383257868545,0.191506606294836,0.191506606294836
"276",2.67,56.981859441,"2022-11-24","13:53:43.624",327.57897713,7861.895451,328.57897713,1669298023.624,0,899,140.0013883,44.998954773,26.1875,45.177238464,44.999595642,2,5,34973.083263,5,534.1229358,532.91450145,542.78615404,0.93400220642,171.2571059,534.1229358,534.1229358,707.69847706,2022-11-24 13:53:43,"5","0","DFC",475.932642009,"2022-11-24 14:00:00","2022-11-24","14:00:00",6.9,3000,0.38465,280.05,2.07105909463892e-08,0.00226247524405659,0.00232072514790653,0.185658011832522,0.377164618127358
"277",4,52.930372566,"2022-11-24","15:13:40.815",327.63450017,7863.228004,328.63450017,1669302820.815,0,899,140.0006582,45.000175476,26.125,45.178184509,45.000663757,2,5,34980.749915,5,492.30912502,492.96197642,498.15409882,0.92514770539,177.34490346,492.30912502,492.30912502,707.45826875,2022-11-24 15:13:40,"5","0","DFC",440.031603854,"2022-11-24 15:00:00","2022-11-24","15:00:00",6.9,3000,0.38465,280.05,1.91483284534441e-08,0.00209180989587044,0.00217714256996352,0.174171405597081,0.551336023724439
"278",5.33,51.05541865,"2022-11-24","16:33:38.486",327.69002878,7864.560691,328.69002878,1669307618.487,0,899,140.0007291,44.999595642,26.125,45.177970886,45.000236511,2,5,34985.098336,5,452.26072136,452.2760988,454.13006505,0.92630829732,190.65433733,452.26072136,452.26072136,707.1710817,2022-11-24 16:33:38,"5","0","DFC",401.22068015,"2022-11-24 17:00:00","2022-11-24","17:00:00",6.8,3000,0.38465,279.95,1.74656765830332e-08,0.00190799291976267,0.00199990140781656,0.159992112625325,0.711328136349764
"279",6.66,49.2524267966667,"2022-11-24","17:53:36.233",327.74555826,7865.893398,328.74555826,1669312416.234,0,899,139.99785805,45.001731873,26,45.177146912,44.999168396,2,5,34992.020741,5,403.24513519,403.85977835,411.7150016,0.93196159139,161.0744145,403.24513519,403.24513519,707.04608333,2022-11-24 17:53:36,"5","0","DFC",354.607351553333,"2022-11-24 18:00:00","2022-11-24","18:00:00",6.7,3000,0.38465,279.85,1.54420516124181e-08,0.00168692721424404,0.00179746006700336,0.143796805360269,0.855124941710033
"280",8,47.0209101913333,"2022-11-24","19:13:33.420",327.80108125,7867.22595,328.80108125,1669317213.42,0,899,139.99847677,45.000083923,25.75,45.17766571,44.99974823,2,5,34985.597826,5,346.74879958,347.24886697,350.1172258,0.91522997987,180.3242602,346.74879958,346.74879958,706.58646411,2022-11-24 19:13:33,"5","0","DFC",300.227956778667,"2022-11-24 19:00:00","2022-11-24","19:00:00",6.6,3000,0.38465,279.75,1.30786708909105e-08,0.0014287457655093,0.00155783648987667,0.124626919190134,0.979751860900166
"281",9.33,45.5981328703333,"2022-11-24","20:33:31.615",327.85661593,7868.558782,328.85661593,1669322011.616,0,899,140.00054791,44.99974823,25.933084239,45.177970886,44.999992371,2,5,34996.532205,4.9293478261,325.18720731,325.67048041,330.59280263,0.9155014379,188.90630291,325.18720731,325.18720731,706.44862107,2022-11-24 20:33:31,"5","0","DFC",280.072347539667,"2022-11-24 21:00:00","2022-11-24","21:00:00",6.5,3000,0.38465,279.65,1.22050056255801e-08,0.00133330445050679,0.00138102510800804,0.110482008640643,1.09023386954081
"282",10.7,44.6863916486667,"2022-11-24","21:53:29.125",327.91214265,7869.891424,328.91214265,1669326809.125,0,899,139.9973123,45.000450134,26.125,45.177879333,45.000205994,2,5,35006.586829,5,291.63361208,292.63407443,297.53924321,0.92519460331,169.99745201,291.63361208,291.63361208,706.24035229,2022-11-24 21:53:29,"5","0","DFC",247.947682781333,"2022-11-24 22:00:00","2022-11-24","22:00:00",6.6,3000,0.38465,279.75,1.08012131050528e-08,0.00117995074690141,0.0012566275987041,0.100530207896328,1.19076407743714
"283",12,43.4896098563333,"2022-11-24","23:13:26.579",327.96766875,7871.22405,328.96766875,1669331606.58,0,899,139.99877814,45.001029968,26.0625,45.17855072,45.000602722,2,5,35010.816024,5,269.06571621,269.51661973,275.78899512,0.92636618404,191.67637884,269.06571621,269.06571621,706.03499593,2022-11-24 23:13:26,"5","0","DFC",226.027009873667,"2022-11-24 23:00:00","2022-11-24","23:00:00",6.6,3000,0.38465,279.75,9.84629448340678e-09,0.00107563311795711,0.00112779193242926,0.0902233545943407,1.28098743203148
"284",13.3,42.1585079803333,"2022-11-25","00:33:22.928",328.02318205,7872.556369,329.02318205,1669336402.929,0,899,140.00160449,45.000450134,26.125,45.177848816,45.000053406,2,5,35015.241402,5,249.04223354,249.69680274,252.52084529,0.92521101932,195.2631914,249.04223354,249.04223354,706.04497258,2022-11-25 00:33:22,"5","0","DFC",207.538294759667,"2022-11-25 01:00:00","2022-11-25","01:00:00",6.7,3000,0.38465,279.85,9.03764979827277e-09,0.000987294809017033,0.00103146396348707,0.0825171170789656,1.36350454911044
"285",14.7,40.057010194,"2022-11-25","01:53:21.160",328.07871713,7873.889211,329.07871713,1669341201.16,0,899,139.99765413,44.998252869,25.9375,45.177696228,44.999839783,2,5,35007.236923,5,225.23284017,226.04010599,231.48646281,0.8957205003,202.11011705,225.23284017,225.23284017,705.87503592,2022-11-25 01:53:21,"5","0","DFC",185.983095796,"2022-11-25 02:00:00","2022-11-25","02:00:00",6.7,3000,0.38465,279.85,8.09898765984042e-09,0.000884753077772678,0.000936023943394855,0.0748819154715884,1.43838646458203
"286",16,39.2777458826667,"2022-11-25","03:13:18.936",328.13424694,7875.221927,329.13424694,1669345998.936,0,899,140.00338745,45.000572205,25.5,45.176933289,44.99886322,2,5,34994.226562,5,199.20926152,200.20292476,206.32455394,0.90019628607,215.18127676,199.20926152,199.20926152,705.77214662,2022-11-25 03:13:18,"5","0","DFC",160.925178877333,"2022-11-25 03:00:00","2022-11-25","03:00:00",6.4,3000,0.38465,279.55,7.01531344169675e-09,0.000766369874825014,0.000825561476298846,0.0660449181039077,1.50443138268594
"287",17.3,40.0337631996667,"2022-11-25","04:33:16.638",328.18977591,7876.554622,329.18977591,1669350796.639,0,899,139.99943592,45.000419617,25.375,45.179649353,45.001548767,2,5,34989.398841,5,204.09661064,204.37224843,209.60676907,0.92349795163,197.77769234,204.09661064,204.09661064,705.81308622,2022-11-25 04:33:16,"5","0","DFC",164.338485230333,"2022-11-25 05:00:00","2022-11-25","05:00:00",6.8,3000,0.38465,279.95,7.15387559810101e-09,0.000781506741244675,0.000773938308034844,0.0619150646427876,1.56634644732873
"288",18.7,38.829180652,"2022-11-25","05:53:13.381",328.24529376,7877.88705,329.24529376,1669355593.381,0,899,140.00015591,44.998252869,25.625,45.178092957,45.000236511,2,5,35003.380987,5,193.62826571,193.94183761,201.00188467,0.90422489763,214.5611262,193.62826571,193.62826571,705.68010925,2022-11-25 05:53:13,"5","0","DFC",155.112656958,"2022-11-25 06:00:00","2022-11-25","06:00:00",7.1,3000,0.38465,280.25,6.74503475409738e-09,0.00073684397470596,0.000759175357975317,0.0607340286380254,1.62708047596675
"289",20,36.9454643533333,"2022-11-25","07:13:11.924",328.30083247,7879.219979,329.30083247,1669360391.925,0,899,139.99700928,44.998191833,25.4375,45.178459167,45.00075531,2,5,35000.046875,5,176.73716065,176.9940848,183.2292632,0.88917152532,217.25732028,176.73716065,176.73716065,705.61891026,2022-11-25 07:13:11,"5","0","DFC",140.048620446667,"2022-11-25 07:00:00","2022-11-25","07:00:00",6.8,3000,0.38465,279.95,6.09650506974608e-09,0.000665997017239666,0.000701420495972813,0.056113639677825,1.68319411564458
"290",21.3,36.9383166006667,"2022-11-25","08:33:09.766",328.35636304,7880.552713,329.35636304,1669365189.767,0,899,139.99853375,45.002119645,25.655910326,45.178414552,45.000357918,2,5,35018.860224,5,181.62066759,181.86571168,185.71532855,0.89500756718,202.31257535,181.62066759,181.62066759,705.67744223,2022-11-25 08:33:09,"5","0","DFC",144.927395079333,"2022-11-25 09:00:00","2022-11-25","09:00:00",7.2,3000,0.38465,280.35,6.29988325975843e-09,0.000688214544555766,0.000677105780897716,0.0541684624718173,1.7373625781164
"291",22.7,36.087231216,"2022-11-25","09:53:06.553",328.41188141,7881.885154,329.41188141,1669369986.554,0,899,140.00173005,44.999259949,26,45.178062439,44.999931335,2,5,35037.87655,5,172.20699749,173.96570084,179.5867933,0.88959135547,229.23703646,172.20699749,172.20699749,705.61113098,2022-11-25 09:53:06,"5","0","DFC",137.878469624,"2022-11-25 10:00:00","2022-11-25","10:00:00",7.4,3000,0.38465,280.55,5.9891991911494e-09,0.000654274662503619,0.000671244603529692,0.0536995682823754,1.79106214639877
"292",24,35.0845469913333,"2022-11-25","11:13:04.480",328.46741296,7883.217911,329.46741296,1669374784.48,0,899,140.00263977,45.001487732,26.125,45.177055359,44.999137878,2,5,35037.363281,5,160.17159217,160.86354092,166.81205778,0.88722233459,200.00549779,160.17159217,160.17159217,705.48047023,2022-11-25 11:13:04,"5","0","DFC",125.778993928667,"2022-11-25 11:00:00","2022-11-25","11:00:00",7.4,3000,0.38465,280.55,5.4636191622628e-09,0.000596859023944363,0.000625566843223991,0.0500453474579193,1.84110749385669
"293",25.3,34.265281025,"2022-11-25","12:33:02.178",328.52294189,7884.550605,329.52294189,1669379582.179,0,899,139.99707106,44.998283386,26,45.177146912,44.999229431,2,5,35019.06923,5,142.12287454,142.34001721,147.16211816,0.91701497629,225.75132119,142.12287454,142.12287454,705.50350732,2022-11-25 12:33:02,"5","0","DFC",108.074736185,"2022-11-25 13:00:00","2022-11-25","13:00:00",7,3000,0.38465,280.15,4.70128016742218e-09,0.000513579261050557,0.00055521914249746,0.0444175313997968,1.88552502525649
"294",26.7,33.4337538493333,"2022-11-25","13:52:59.019",328.57846088,7885.883061,329.57846088,1669384379.02,0,899,139.99359297,44.999681224,25.778532609,45.177765888,44.999751547,2,5,35013.514691,5,128.98762662,129.45958783,135.03555047,0.91768767436,196.35869751,128.98762662,128.98762662,705.31423675,2022-11-25 13:52:59,"5","0","DFC",96.0258339806667,"2022-11-25 14:00:00","2022-11-25","14:00:00",6.7,3000,0.38465,279.85,4.18162758882321e-09,0.000456811151553647,0.000485195206302102,0.0388156165041682,1.92434064176066
"295",28,32.625092346,"2022-11-25","15:12:56.716",328.63398977,7887.215754,329.63398977,1669389176.716,0,899,140.00299918,44.999565125,25.5625,45.177696228,44.99974823,2,5,35013.370988,5,116.7594847,116.92823425,120.97922496,0.90714179139,215.49057777,116.7594847,116.7594847,705.2865841,2022-11-25 15:12:56,"5","0","DFC",84.303141904,"2022-11-25 15:00:00","2022-11-25","15:00:00",6.5,3000,0.38465,279.65,3.67376619016867e-09,0.00040133113918499,0.000429071145369318,0.0343256916295455,1.9586663333902
"296",29.3,32.79755311,"2022-11-25","16:32:54.265",328.68951696,7888.548407,329.68951696,1669393974.265,0,899,140.006073,45.000144958,25.5625,45.178062439,44.999687195,2,5,35018.919837,5,109.17209068,109.45176576,114.59418272,0.91132364788,225.258493,109.17209068,109.17209068,705.14403742,2022-11-25 16:32:54,"5","0","DFC",76.65421265,"2022-11-25 17:00:00","2022-11-25","17:00:00",6.4,3000,0.38465,279.55,3.34163573480402e-09,0.000365048401767941,0.000383189770476465,0.0306551816381172,1.98932151502832
