dummy	st_date	st_time	rn	Sensor	Source	SensorHeight	SourceArea	CE	CE_se	CE_lo	CE_hi	uCE	uCE_se	uCE_lo	uCE_hi	vCE	vCE_se	vCE_lo	vCE_hi	wCE	wCE_se	wCE_lo	wCE_hi	N_TD	TD_Time_avg	TD_Time_max	Max_Dist	UCE	Ustar	L	Zo	sUu	sVu	sWu	z_sWu	WD	d	N0	MaxFetch	et	Sonic_raw	SH	UST	sigW	sigU	sigV	WS	airT	Pair	kv	A	alpha	bw	C0	NH3_east	CH4_east	CO2_east	N2O_east	NH3_west	CH4_west	CO2_west	N2O_west	NH3_bg	CH4_bg	CO2_bg	N2O_bg	dNH3_east	dCH4_east	dCO2_east	dN2O_east	dNH3_west	dCH4_west	dCO2_west	dN2O_west	emis_NH3	emis_CH4	emis_N2O	emis_NH3_gap	emis_CH4_gap	emis_N2O_gap	cum_NH3_gN	cum_CH4_gCH4	cum_N2O_mgN
239	2022-11-29	09:30:00	242	CRDS_w	Plot_west	0.5	56.4699707	2.78673291	0.04484449	2.69883826	2.87462756	-0.984279607	0.035826662	-1.054499424	-0.91405979	0.269291552	0.029772411	0.210937992	0.327645111	0.579273491	0.017771627	0.544441321	0.614105662	43436	3.56262317	16.8	12.03	4.554789596	0.2349268	78.2	0.01746	3.629	3.208	1.63	1.947	107.347	0.053	100000	80	29-11-2022 10:00	Sonic	-15.32282446	0.234926817	1.629794425	3.628725401	3.208242099	2.768735443	4.193232991	103850.0035	0.4	0.5	0.02	1.63	7.911	1.183902244	1353.11231	770860.3358	596.8903836	1.644740955	1348.055412	770871.9798	594.6383667	0.430755135	1347.2363	770593.3286	600.0322373	-0.342452891	5.876010254	267.0072243	-3.141853645	1.76478582	0.819112097	278.6512537	-5.393870542	0.830645022	0.293932761	-1.935553466	0.830645022	0.293932761	-1.935553466	0.635077927	0.062813698	-86.06319805
240	2022-11-29	10:00:00	243	CRDS_w	Plot_west	0.5	56.4699707	4.456993762	0.071344978	4.317158482	4.596829042	-0.821008129	0.042166938	-0.903654809	-0.73836145	0.192917319	0.033422853	0.127408939	0.2584257	0.570695662	0.019129725	0.533201635	0.608189689	48797	5.293081542	25.6	11.78	4.653526713	0.1573269	42.2	0.02324	3.384	3.337	1.735	1.947	106.129	0.053	100000	81	29-11-2022 10:30	Sonic	-8.533202014	0.157326934	1.734841459	3.383823658	3.337033961	1.741645873	4.201849145	103847.2847	0.4	0.5	0.02	1.735	9.279	1.19371262	1364.961909	772525.1654	595.8253776	1.52133557	1359.080736	772671.7883	594.1945413	0.386992761	1359.252243	772363.5997	599.1786678	-0.288880141	5.709666642	161.5657064	-3.353290167	1.685142809	-0.171507055	308.1885455	-4.984126463	0.501491123	-0.038480434	-1.118270908	0.501491123	-0.038480434	-1.118270908	0.635820316	0.062744433	-86.70377954
241	2022-11-29	10:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.244736249	1357.27521	770620.7003	595.4533864	1.682847585	1352.051314	771075.7805	594.5944443	0.38351589	1351.611423	770324.179	598.8235975	-0.234379641	5.663786747	296.5213133	-3.370211107	1.850131695	0.439891174	751.6015068	-4.229153235	NaN	NaN	NaN	0.584461963	-0.022393095	-1.17772123	0.636685532	0.062704126	-87.37841608
242	2022-11-29	11:00:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.293944466	1369.349986	769695.8198	596.7158497	1.993569048	1363.972778	770100.1637	595.4680707	0.398696326	1363.634148	769730.2032	598.4374979	-0.20035186	5.715837158	-34.38340111	-1.721648142	2.145672722	0.338630039	369.9605624	-2.969427188	NaN	NaN	NaN	0.667432803	-0.006305757	-1.237171552	0.637673574	0.062692775	-88.08710768
243	2022-11-29	11:30:00	246	CRDS_w	Plot_west	0.5	56.4699707	3.994680137	0.056289912	3.884352602	4.105007673	-1.111047154	0.03930085	-1.188076337	-1.034017972	-0.036999691	0.036101316	-0.107757828	0.033758445	0.65710247	0.020691684	0.616547024	0.697657916	55416	4.375249026	25.5	12.1	4.378353808	0.259783	312.8	0.06067	2.86	2.841	1.356	1.947	100.537	0.053	100000	83	29-11-2022 12:00	Sonic	-5.192557472	0.259783027	1.356361631	2.860177223	2.841215539	2.25256853	4.76777937	103888.9545	0.4	0.5	0.02	1.356	5.169	1.312857503	1355.753045	771118.1461	595.6953603	2.333019187	1349.996046	771618.0781	594.12225	0.436196661	1349.956972	770935.7622	599.3018397	-0.218939158	5.796073579	182.3839644	-3.606479354	2.447622527	0.039074292	682.3158799	-5.179589644	0.750403643	0.009781582	-1.296621874	0.750403643	0.009781582	-1.296621874	0.638784444	0.062710382	-88.82985434
244	2022-11-29	12:00:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.320399715	1354.522297	770203.5436	595.8035425	2.088203322	1349.204663	770791.4571	593.0735131	0.420748588	1348.836988	769663.7373	598.8311746	-0.195948873	5.685308222	539.8063572	-3.027632119	2.218254734	0.367674285	1127.71986	-5.757661555	NaN	NaN	NaN	0.69507425	0.042457245	-1.062731382	0.639813406	0.062786805	-89.43862101
245	2022-11-29	12:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.341695905	1360.784572	769345.9042	596.5014229	2.325950675	1354.620019	769724.3864	594.4396263	0.428292381	1354.422496	768966.8033	598.3807563	-0.182196477	6.362076412	379.1008987	-1.879333407	2.448458293	0.197522956	757.5830573	-3.94113007	NaN	NaN	NaN	0.639744858	0.075132908	-0.828840891	0.640760461	0.062922044	-89.91340769
246	2022-11-29	13:00:00	249	CRDS_w	Plot_west	0.5	56.4699707	5.580111597	0.094748694	5.394405322	5.765817872	-1.16292436	0.054979166	-1.270682848	-1.055165871	0.090219325	0.032221924	0.027064749	0.1533739	0.580795225	0.028336615	0.525255807	0.636334643	51291	6.50257745	34	11.52	4.561381339	0.1628743	237.9	0.04063	3.192	2.838	1.413	1.947	103.854	0.053	100000	81	29-11-2022 13:30	Sonic	-1.683014079	0.162874255	1.413455071	3.19155939	2.837953298	1.575569778	4.86978806	103913.8321	0.4	0.5	0.02	1.413	5.646	1.374118411	1361.709702	771984.1903	596.2313333	2.623246514	1356.645023	772491.4926	594.7840947	0.462943	1356.043439	771758.0211	598.1039843	-0.184424589	5.666262666	226.1691807	-1.872651018	2.711103514	0.60158386	733.4714813	-3.319889623	0.584415465	0.107808571	-0.594950399	0.584415465	0.107808571	-0.594950399	0.641625608	0.0631161	-90.25421439
247	2022-11-29	13:30:00	250	CRDS_w	Plot_west	0.5	56.4699707	5.017154414	0.07261209	4.874835611	5.159473217	-0.898494592	0.03650737	-0.970048589	-0.826940595	-0.006056129	0.033620431	-0.07195176	0.059839503	0.632259711	0.021389041	0.590337454	0.674181967	52562	5.942174955	28.2	11.72	4.847382034	0.1607779	87.4	0.0297	3.24	3.177	1.623	1.947	98.77	0.053	100000	83	29-11-2022 14:00	Sonic	-4.405496005	0.160777895	1.623134079	3.240458059	3.177024232	1.681281753	4.912144331	103913.9399	0.4	0.5	0.02	1.623	7.826	1.347901981	1368.998977	774463.2481	596.4222641	2.530672357	1363.880078	774908.544	594.9653846	0.485853641	1363.197184	774271.6684	599.6069211	-0.23355166	5.801793276	191.5797036	-3.184656994	2.595618716	0.68289373	636.8755444	-4.641536504	0.626972673	0.136111762	-0.925133277	0.626972673	0.136111762	-0.925133277	0.642553755	0.063361101	-90.78416044
248	2022-11-29	14:00:00	251	CRDS_w	Plot_west	0.5	56.4699707	5.197524198	0.069930612	5.060461057	5.334587338	-1.374219553	0.044846248	-1.462117648	-1.286321458	0.095436543	0.036045061	0.024788666	0.16608442	0.676270633	0.020641986	0.635812593	0.716728672	57995	5.509269765	33.8	13.1	4.796264179	0.2033003	86.3	0.04959	3.114	2.491	1.365	1.947	104.364	0.053	100000	81	29-11-2022 14:30	Sonic	-9.026681797	0.203300319	1.365421884	3.113567935	2.49074851	1.865363883	4.889185587	103927.8118	0.4	0.5	0.02	1.365	5.241	1.32912473	1369.464907	777753.9892	596.2934323	2.494345234	1364.011352	777985.3137	594.6629893	0.486691048	1363.699477	777669.8395	599.1978611	-0.253166318	5.765430693	84.14972515	-2.904428803	2.558454186	0.311875751	315.4742033	-4.534871794	0.598064399	0.060004675	-0.872506144	0.598064399	0.060004675	-0.872506144	0.643439107	0.063469109	-91.28395998
249	2022-11-29	14:30:00	252	CRDS_w	Plot_west	0.5	56.4699707	5.34163738	0.075635843	5.193392058	5.489882702	-0.905687186	0.040457389	-0.984983171	-0.826391201	-0.045342492	0.031902306	-0.10787062	0.017185637	0.665020164	0.023258569	0.619433654	0.710606674	60637	5.581049524	25.8	11.7	6.050832137	0.176277	52.7	0.02718	2.983	2.662	1.614	1.947	96.267	0.053	100000	84	29-11-2022 15:00	Sonic	-9.636746487	0.176276959	1.613960227	2.983484352	2.662180282	1.882436954	4.72299993	103952.7199	0.4	0.5	0.02	1.614	7.718	1.301596249	1369.749374	779063.5768	597.0208827	2.285783629	1364.560185	779435.6672	595.3589521	0.455015511	1364.048495	778937.3747	598.8670681	-0.249019261	5.700879207	126.202093	-1.846185438	2.381568118	0.511690177	498.2925001	-3.508115996	0.548814513	0.095792758	-0.656749185	0.548814513	0.095792758	-0.656749185	0.644251552	0.063641536	-91.66016701
250	2022-11-29	15:00:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.285244226	1375.132432	782531.4051	595.9998592	2.196596202	1368.909496	782539.8204	594.8081384	0.43328889	1368.727224	782227.4654	598.5577175	-0.243644664	6.405208014	303.9396194	-2.557858241	2.314107312	0.182271972	312.354916	-3.749579074	NaN	NaN	NaN	0.529553498	0.078350212	-0.657505158	0.645035483	0.063782567	-92.03680708
251	2022-11-29	15:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.278576694	1386.562218	783694.0715	595.7067104	2.088104786	1380.351965	783814.5901	594.7139174	0.406516466	1379.899937	783548.4273	598.4174843	-0.223539771	6.662280608	145.6441517	-2.710773907	2.23238832	0.45202827	266.1628012	-3.703566862	NaN	NaN	NaN	0.510292483	0.060907667	-0.65826113	0.645790901	0.063892201	-92.4138802
252	2022-11-29	16:00:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.283363588	1385.32169	784302.5862	596.0266812	2.031414891	1379.446086	784447.8028	593.8701882	0.401148086	1379.271601	784086.9789	599.2021116	-0.213384498	6.050088941	215.6073375	-3.175430344	2.181066804	0.174484697	360.8238981	-5.331923397	NaN	NaN	NaN	0.491031467	0.043465121	-0.659017103	0.646517806	0.063970438	-92.79138636
253	2022-11-29	16:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.287961038	1381.112385	785400.496	595.9696836	2.284220748	1375.188851	785383.3345	595.7953768	0.391251324	1375.073037	785122.7121	598.4431894	-0.198890286	6.039347794	277.7839416	-2.473505772	2.443769424	0.115813888	260.6224235	-2.647812577	NaN	NaN	NaN	0.471770452	0.026022576	-0.659773076	0.647216197	0.064017278	-93.16932557
254	2022-11-29	17:00:00	257	CRDS_w	Plot_west	0.5	56.4699707	7.003214347	0.08820359	6.830336395	7.176092299	-0.869016023	0.038439453	-0.944356878	-0.793675167	-0.051447548	0.031406193	-0.113003299	0.010108204	0.683735885	0.021560096	0.641478362	0.725993407	67211	6.902844772	31.5	11.88	6.442444174	0.1419421	32.5	0.02828	3.045	2.569	1.68	1.947	94.219	0.053	100000	84	29-11-2022 17:30	Sonic	-8.153643986	0.141942116	1.679729328	3.045091684	2.568952418	1.501599745	4.569884969	103996.1155	0.4	0.5	0.02	1.68	8.539	1.293572148	1373.925041	786835.3253	595.8904879	2.461789924	1368.153665	786903.6703	593.9597916	0.393569344	1368.093577	786661.4007	598.5856181	-0.195597196	5.831463391	173.9245762	-2.695130291	2.61902058	0.060087791	242.2695787	-4.625826509	0.452509437	0.00858003	-0.660529048	0.452509437	0.00858003	-0.660529048	0.647886075	0.064032722	-93.54769782
255	2022-11-29	17:30:00	258	CRDS_w	Plot_west	0.5	56.4699707	8.320579881	0.104311972	8.116129697	8.525030064	-1.021401006	0.048868496	-1.117182658	-0.925619354	-0.202643523	0.032887101	-0.267101837	-0.13818521	0.71006212	0.021900651	0.667137113	0.752987127	71007	8.243509795	42.1	12.31	5.662982105	0.1372495	30.9	0.05157	3.12	2.468	1.55	1.947	91.937	0.053	100000	85	29-11-2022 18:00	Sonic	-7.737387473	0.137249532	1.55004779	3.120282011	2.467935664	1.245846029	4.49359898	104044.4344	0.4	0.5	0.02	1.55	6.99	1.285064821	1373.630826	788994.1978	594.9104015	2.309544157	1368.672286	789118.68	593.9891411	0.360146475	1368.11929	788768.1047	598.9199739	-0.170681654	5.511535829	226.0931343	-4.009572379	2.500197682	0.552996099	350.5753556	-4.930832827	0.366584748	0.066461245	-0.592606873	0.366584748	0.066461245	-0.592606873	0.648428754	0.064152353	-93.88716207
256	2022-11-29	18:00:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.270675405	1378.048647	789350.1383	595.1697579	2.285674137	1371.952824	789381.0802	595.1434515	0.341971865	1371.957294	789198.123	598.7173783	-0.16689646	6.091352461	152.0152997	-3.547620405	2.494502272	-0.004470164	182.9572115	-3.573926808	NaN	NaN	NaN	0.542430478	0.032715642	-0.90809771	0.649231748	0.064211241	-94.40734961
257	2022-11-29	18:30:00	260	CRDS_w	Plot_west	0.5	56.4699707	4.493811976	0.05570237	4.384636015	4.602987937	-1.287491645	0.043560994	-1.372870658	-1.202112632	-0.011951601	0.032949771	-0.076532748	0.052629545	0.693423523	0.019416383	0.655367652	0.731479395	65043	4.440594684	21.7	12.04	5.296279172	0.2681867	98.9	0.05745	2.692	2.236	1.335	1.947	98.77	0.053	100000	83	29-11-2022 19:00	Sonic	-18.06088439	0.268186716	1.335274789	2.691634873	2.235643706	2.361977986	4.723051517	104077.5304	0.4	0.5	0.02	1.335	5.005	1.267050756	1378.550265	788016.4594	595.2931489	2.497495396	1372.44208	788161.4754	593.5476936	0.370497169	1372.446708	787885.1978	599.0462705	-0.199046413	6.103556592	131.2615408	-3.75312162	2.677798226	-0.004628452	276.277578	-5.498576865	0.718276208	-0.001029961	-1.223588547	0.718276208	-0.001029961	-1.223588547	0.650295057	0.064209387	-95.10826043
258	2022-11-29	19:00:00	261	CRDS_w	Plot_west	0.5	56.4699707	3.021441216	0.044187948	2.93483338	3.108049051	-0.982185211	0.036254625	-1.053243831	-0.911126592	0.190535379	0.031708341	0.128387419	0.252683338	0.574840327	0.017999935	0.539560675	0.610119979	46832	3.722757943	19.8	11.76	4.84787249	0.2449225	78.8	0.02203	3.399	3.058	1.552	1.947	103.701	0.053	100000	81	29-11-2022 19:30	Sonic	-17.26640711	0.244922461	1.552045716	3.398737123	3.057700099	2.743956662	4.766948002	104146.6933	0.4	0.5	0.02	1.552	7.012	1.290958721	1374.809043	785185.1403	595.7254191	2.511259195	1369.284948	785163.1925	594.0492458	0.403418849	1368.810714	784886.363	599.2467689	-0.208060128	5.998328201	298.7773909	-3.521349773	2.658640347	0.474234032	276.8295701	-5.197523088	1.0619569	0.156956233	-1.720213208	1.0619569	0.156956233	-1.720213208	0.651867139	0.064491908	-96.0936538
259	2022-11-29	19:30:00	262	CRDS_w	Plot_west	0.5	56.4699707	3.480207291	0.111599297	3.261474041	3.69894054	-1.058307272	0.077680273	-1.210559652	-0.906054892	0.06912085	0.032542526	0.005337899	0.132903802	0.548586592	0.051962819	0.446740106	0.650433078	53218	3.930670074	22	12.19	4.954906948	0.2672836	164.4	0.03818	3.245	2.751	1.435	1.947	102.82	0.053	100000	82	29-11-2022 20:00	Sonic	-10.74304241	0.26728358	1.43471295	3.244600441	2.751032275	2.627033875	4.351182687	104181.168	0.4	0.5	0.02	1.435	5.843	1.224667113	1368.359713	781118.692	595.3155783	1.847687507	1362.53314	781266.6884	593.7786251	0.376519792	1362.482552	780903.855	598.2251955	-0.247452679	5.877161238	214.8369527	-2.909617236	2.021967715	0.050588484	362.8333404	-4.446570408	0.739027161	0.014536055	-1.277674011	0.739027161	0.014536055	-1.277674011	0.652961167	0.064518073	-96.82554651
260	2022-11-29	20:00:00	263	CRDS_w	Plot_west	0.5	56.4699707	2.660969252	0.055950434	2.55130709	2.770631415	-0.853608999	0.043249336	-0.938377167	-0.768840832	0.299608159	0.033615484	0.233722224	0.365494094	0.545540827	0.025051343	0.496440502	0.594641152	39626	3.506849039	20.8	11.23	4.223002377	0.2373394	108.8	0.0205	3.351	3.352	1.571	1.947	110.16	0.053	100000	79	29-11-2022 20:30	Sonic	-11.35946039	0.23733938	1.570582398	3.350750561	3.352282856	2.701865014	4.11632354	104213.816	0.4	0.5	0.02	1.571	7.222	1.195998032	1366.59146	778603.4337	594.960038	1.591752212	1360.110387	778723.2435	594.3585388	0.319152868	1360.648372	778301.3667	599.1720328	-0.218754836	5.943087548	302.0669975	-4.211994778	1.823399344	-0.537985129	421.8768071	-4.81349395	0.89193039	-0.202176379	-1.808925054	0.89193039	-0.202176379	-1.808925054	0.654281548	0.064154156	-97.86175688
261	2022-11-29	20:30:00	264	CRDS_w	Plot_west	0.5	56.4699707	3.101539431	0.049155074	3.00519609	3.197882773	-1.008166516	0.034952987	-1.076673941	-0.939659091	0.359016478	0.03425624	0.291874669	0.426158288	0.59083758	0.01900618	0.553585701	0.62808946	43853	3.632919071	20.1	10.52	3.584839894	0.2219924	84.5	0.03561	3.231	3.044	1.585	1.947	121.22	0.053	100000	74	29-11-2022 21:00	Sonic	-11.9747757	0.221992432	1.584513833	3.230699855	3.044343438	2.220585361	4.34867084	104172.3363	0.4	0.5	0.02	1.585	7.38	1.272112929	1356.900089	776360.6993	596.7071564	1.814406443	1352.198546	776376.934	594.9881075	0.402083883	1350.572082	776092.9909	600.0945651	-0.225570954	6.328007744	267.7083778	-3.387408666	1.96312256	1.626464557	283.9430432	-5.106457584	0.810282318	0.524405571	-1.646426782	0.810282318	0.524405571	-1.646426782	0.65548106	0.065098086	-98.80488302
262	2022-11-29	21:00:00	265	CRDS_w	Plot_west	0.5	56.4699707	6.805253622	0.137788823	6.535189222	7.075318022	-1.211334136	0.051295114	-1.311871929	-1.110796344	0.180850242	0.031285346	0.119531348	0.242169135	0.674536765	0.020424967	0.634504081	0.714569448	55226	6.882892116	35	11.77	5.463765063	0.1426024	36.1	0.03396	2.979	2.36	1.445	1.947	106.427	0.053	100000	80	29-11-2022 21:30	Sonic	-7.425008529	0.142602357	1.444858157	2.979116215	2.36025668	1.443376671	4.194475414	104199.6258	0.4	0.5	0.02	1.445	5.935	1.233983098	1366.748809	779897.4344	595.0151231	1.527842276	1359.686756	780066.9962	594.6108347	0.407455468	1360.808387	779618.0634	598.8872706	-0.269072369	5.940421957	279.3710311	-3.872147447	1.671186808	-1.121631385	448.9327997	-4.27643583	0.32639295	-0.164818455	-0.628402124	0.32639295	-0.164818455	-0.628402124	0.65596424	0.064801412	-99.16485194
263	2022-11-29	21:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.256252189	1388.311677	784162.331	594.185655	1.477974316	1383.634086	783936.525	594.5851116	0.367357544	1380.004507	783724.2174	599.8707105	-0.206705355	8.307170025	438.1135765	-5.685055451	1.661416772	3.629579082	212.3076337	-5.285598834	NaN	NaN	NaN	0.34157028	-0.146634842	-0.640058543	0.656469888	0.06453747	-99.53149803
264	2022-11-29	22:00:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.250132739	1396.203104	786405.2817	595.3571425	1.518620435	1389.294929	786206.9159	593.7217649	0.327356201	1384.860108	785939.3401	599.9493933	-0.172823462	11.34299593	465.9415993	-4.592250819	1.742064234	4.434820569	267.5758557	-6.227628393	NaN	NaN	NaN	0.356747609	-0.128451228	-0.651714961	0.656998003	0.064306257	-99.90482129
265	2022-11-29	22:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.290652808	1380.777886	786253.9891	596.2029957	1.693018244	1375.280663	786092.0513	593.7242767	0.351361536	1375.468689	785710.6734	598.4319036	-0.156308728	5.309197119	543.3156165	-2.228907958	1.892456708	-0.188025192	381.3778933	-4.707626957	NaN	NaN	NaN	0.371924938	-0.110267615	-0.66337138	0.657548587	0.064107776	-100.2848217
266	2022-11-29	23:00:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.308629121	1398.098179	787340.7704	595.8061203	2.109400848	1392.987242	787082.3846	594.7134383	0.352298793	1392.858732	786951.3963	599.7115697	-0.139269671	5.239446449	389.3740716	-3.905449476	2.307902055	0.128509367	130.9882398	-4.998131479	NaN	NaN	NaN	0.387102268	-0.092084002	-0.675027798	0.658121639	0.063942025	-100.6714993
267	2022-11-29	23:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.391157773	1400.143964	787280.8443	595.6815414	2.615705723	1394.222016	787289.2621	595.1870706	0.366784679	1394.063943	787211.371	598.9969359	-0.071226906	6.080020555	69.47321414	-3.315394491	2.799721044	0.158072477	77.89108802	-3.809865375	NaN	NaN	NaN	0.402279597	-0.073900389	-0.686684217	0.658717159	0.063809004	-101.0648541
268	2022-11-30	00:00:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.423128091	1381.89171	785882.3074	597.1409891	2.425396806	1376.652177	785677.8795	595.7442327	0.36746237	1376.857287	785311.8432	600.6496263	-0.039934278	5.034422691	570.464164	-3.508637218	2.608734436	-0.205109787	366.0362121	-4.905393559	NaN	NaN	NaN	0.417456926	-0.055716776	-0.698340635	0.659335147	0.063708714	-101.464886
269	2022-11-30	00:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.444476162	1383.137164	786082.7656	596.7744067	2.166970202	1377.377467	786112.2622	594.001098	0.343207158	1377.340454	785775.2407	599.5934011	0.005669003	5.796709753	307.5248113	-2.818994408	2.374563043	0.037013619	337.0215045	-5.592303054	NaN	NaN	NaN	0.432634255	-0.037533163	-0.709997054	0.659975602	0.063641154	-101.8715952
