dummy	st_date	st_time	rn	Sensor	Source	SensorHeight	SourceArea	CE	CE_se	CE_lo	CE_hi	uCE	uCE_se	uCE_lo	uCE_hi	vCE	vCE_se	vCE_lo	vCE_hi	wCE	wCE_se	wCE_lo	wCE_hi	N_TD	TD_Time_avg	TD_Time_max	Max_Dist	UCE	Ustar	L	Zo	sUu	sVu	sWu	z_sWu	WD	d	N0	MaxFetch	et	Sonic_raw	SH	UST	sigW	sigU	sigV	WS	airT	Pair	kv	A	alpha	bw	C0	NH3_east	CH4_east	CO2_east	N2O_east	NH3_west	CH4_west	CO2_west	N2O_west	NH3_bg	CH4_bg	CO2_bg	N2O_bg	dNH3_east	dCH4_east	dCO2_east	dN2O_east	dNH3_west	dCH4_west	dCO2_west	dN2O_west	emis_NH3	emis_CH4	emis_N2O	emis_NH3_gap	emis_CH4_gap	emis_N2O_gap	cum_NH3_gN	cum_CH4_gCH4	cum_N2O_mgN
109	2022-11-26	16:30:00	112	CRDS_w	Plot_west	0.5	56.4699707	4.438000779	0.07521194	4.290586301	4.585415258	-0.90205779	0.035588732	-0.971811268	-0.832304311	0.272977768	0.039061879	0.196416965	0.34953857	0.639802424	0.019076099	0.602413505	0.677191344	46153	4.052954304	26.3	5.84	2.494919904	0.1593492	181.4	0.07403	2.721	3.273	1.629	1.947	155.189	0.053	100000	58	26-11-2022 17:00	Sonic	-2.082971324	0.159349185	1.62917856	2.720920172	3.273315257	1.302459272	6.932521402	104137.7267	0.4	0.5	0.02	1.629	7.899	2.016809967	1395.706301	767779.4158	591.5145177	2.698660936	1390.841017	768726.9848	591.2565975	0.378745876	1390.260355	768129.4967	593.4149728	0.54246409	5.445946082	-350.0808467	-1.900455128	2.870715059	0.580661778	597.4881278	-2.158375335	0.770778382	0.130838593	-0.486339558	0.770778382	0.130838593	-0.486339558	0.475713371	0.030026359	-21.35461157
110	2022-11-26	17:00:00	113	CRDS_w	Plot_west	0.5	56.4699707	4.337511614	0.06395644	4.212157778	4.46286545	-0.969802431	0.03662806	-1.041592979	-0.898011884	0.122264255	0.028426221	0.066549212	0.177979299	0.632085892	0.017163522	0.5984456	0.665726184	48710	3.997246972	26.3	5.72	2.481973219	0.1756365	96	0.08335	2.907	2.78	1.569	1.947	156.427	0.053	100000	58	26-11-2022 17:30	Sonic	-5.270353741	0.175636487	1.56901904	2.907193086	2.779515083	1.383494119	7.041058684	104162.3117	0.4	0.5	0.02	1.569	7.2	1.993020094	1403.331659	771006.6809	591.9943008	2.425246849	1398.814846	771795.3508	589.248006	0.367582521	1397.739253	771128.3986	594.7191538	0.529837573	5.592406465	-121.7176737	-2.724852993	2.608464328	1.075593064	666.9522148	-5.471147824	0.728174264	0.247974682	-1.261356352	0.728174264	0.247974682	-1.261356352	0.476791333	0.030472713	-22.077157
111	2022-11-26	17:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.934618169	1421.292709	771462.6572	592.6629654	2.474907119	1416.717096	771981.3906	591.2379907	0.339545319	1415.636913	771589.0218	595.3531617	0.49947285	5.655795892	-126.3646027	-2.690196287	2.6861618	1.080182368	392.3688108	-4.11517098	NaN	NaN	NaN	0.705784972	0.228050548	-1.105395645	0.477836151	0.030883204	-22.71036313
112	2022-11-26	18:00:00	115	CRDS_w	Plot_west	0.5	56.4699707	4.095219615	0.054683471	3.988040684	4.202398546	-0.986725292	0.029833991	-1.045199548	-0.928251036	0.185475801	0.028825948	0.128977298	0.241974304	0.705947626	0.018087186	0.670496963	0.741398289	53477	3.440389326	21.6	5.95	2.519039387	0.2087629	262.2	0.09768	2.617	2.919	1.531	1.947	153.552	0.053	100000	58	26-11-2022 18:30	Sonic	-3.232763776	0.208762919	1.530576081	2.617351025	2.919395536	1.561661869	6.358025148	104250.1572	0.4	0.5	0.02	1.531	6.787	1.912331462	1422.591695	773029.548	592.7918285	2.030859533	1417.672857	773593.3926	590.2626448	0.333004142	1416.820534	773378.1766	594.1507894	0.48372732	5.771161188	-348.6286205	-1.35896096	2.248655391	0.852323373	215.2159795	-3.88814458	0.683395679	0.208126414	-0.949434938	0.683395679	0.208126414	-0.949434938	0.478847825	0.031257832	-23.25422995
113	2022-11-26	18:30:00	116	CRDS_w	Plot_west	0.5	56.4699707	4.415710493	0.054274763	4.309332625	4.52208836	-1.079441055	0.033218852	-1.144549596	-1.014332514	0.160260719	0.03324804	0.095094969	0.22542647	0.7395176	0.018433149	0.703388855	0.775646346	60020	3.379678441	21.5	6.95	2.594913021	0.2303335	151	0.1193	2.503	2.492	1.453	1.947	147.898	0.053	100000	59	26-11-2022 19:00	Sonic	-7.541050071	0.230333472	1.452789671	2.502792074	2.491690701	1.607810445	6.326580162	104212.9547	0.4	0.5	0.02	1.453	6.009	1.932453224	1421.351879	772780.8043	591.9158828	1.909500683	1416.950845	773399.4221	589.3225052	0.323747051	1415.26668	772856.9676	594.8617657	0.513106172	6.085198547	-76.16332916	-2.945882953	2.136553631	1.68416486	542.4544449	-5.53926052	0.60840801	0.381402916	-1.254443771	0.60840801	0.381402916	-1.254443771	0.479748489	0.031944357	-23.97281564
114	2022-11-26	19:00:00	117	CRDS_w	Plot_west	0.5	56.4699707	5.786230434	0.065507189	5.657837149	5.91462372	-1.082885367	0.031761654	-1.145137819	-1.020632915	0.119765757	0.033807712	0.053503057	0.186028457	0.738054941	0.01744267	0.703867522	0.772242361	64187	4.135175347	26.5	6.21	2.599372042	0.1952478	69.1	0.1392	2.506	2.538	1.418	1.947	152.469	0.053	100000	57	26-11-2022 19:30	Sonic	-10.04635312	0.195247758	1.417968867	2.506018725	2.53843116	1.287560138	6.570323744	104081.5764	0.4	0.5	0.02	1.418	5.69	1.953542926	1402.199686	770292.4476	590.6680006	1.982074656	1397.386319	770883.8366	591.2661204	0.310772185	1396.525926	770269.419	593.3151039	0.547170741	5.673759836	23.02854966	-2.647103347	2.22210247	0.860392896	614.4175749	-2.048983496	0.479086082	0.148696618	-0.354113705	0.479086082	0.148696618	-0.354113705	0.480457711	0.032212011	-24.17566334
115	2022-11-26	19:30:00	118	CRDS_w	Plot_west	0.5	56.4699707	5.98655504	0.069385273	5.850560757	6.122549324	-0.880979193	0.029173765	-0.938159415	-0.823798971	0.106578749	0.029617936	0.048527959	0.16462954	0.760863094	0.018724381	0.724163537	0.797562651	63821	4.294362357	34.4	5.21	2.48606033	0.1620306	42.1	0.1301	2.664	2.523	1.637	1.947	158.605	0.053	100000	59	26-11-2022 20:00	Sonic	-9.421567492	0.162030588	1.636505399	2.664439101	2.52319355	1.095952273	6.383860324	104219.2876	0.4	0.5	0.02	1.637	7.996	1.935999566	1408.20998	773952.0008	592.271024	1.991485739	1403.261353	774249.268	590.1483049	0.314434575	1402.60674	774207.4433	594.6391856	0.525964991	5.60324007	-255.4424761	-2.368161642	2.227851164	0.654613172	41.8247085	-4.490880696	0.464014971	0.109347224	-0.750161097	0.464014971	0.109347224	-0.750161097	0.481144621	0.032408836	-24.60537971
116	2022-11-26	20:00:00	119	CRDS_w	Plot_west	0.5	56.4699707	4.348981952	0.055476341	4.240249006	4.457714898	-0.93871869	0.030317062	-0.998139759	-0.879297621	0.15649711	0.028942899	0.099769384	0.213224836	0.736998357	0.018032096	0.70165567	0.772341043	55180	3.589398333	23.1	6.14	2.583746244	0.1918185	44.6	0.09645	2.753	2.931	1.632	1.947	151.935	0.053	100000	57	26-11-2022 20:30	Sonic	-14.73482325	0.191818523	1.632412312	2.752604846	2.930826549	1.440958853	6.423434453	104122.2416	0.4	0.5	0.02	1.632	7.935	1.940804583	1406.139988	774717.8289	593.457341	2.255743581	1401.705765	775262.7754	589.236499	0.323068602	1400.358117	774962.6464	594.4893438	0.522135981	5.781870188	-244.8174481	-1.032002771	2.483474979	1.347647975	300.1290459	-5.252844799	0.697513812	0.309876654	-1.207833203	0.697513812	0.309876654	-1.207833203	0.482177195	0.032966614	-25.29726536
117	2022-11-26	20:30:00	120	CRDS_w	Plot_west	0.5	56.4699707	3.964719966	0.049897416	3.866921644	4.062518289	-0.840271197	0.02534521	-0.889947496	-0.790594898	0.138034812	0.028625624	0.081928942	0.194140682	0.73621696	0.019693663	0.697617622	0.774816298	55416	3.005460517	17.6	5.37	2.640885871	0.2144889	51.8	0.1009	2.386	2.756	1.609	1.947	156.142	0.053	100000	58	26-11-2022 21:00	Sonic	-17.7491505	0.214488875	1.608774286	2.385599404	2.755916251	1.58707835	6.61447258	104176.8956	0.4	0.5	0.02	1.609	7.659	1.969783843	1405.246754	775694.3288	592.4430986	2.136203623	1400.425706	776559.7785	591.1618492	0.327869314	1399.590073	775839.3978	594.0406639	0.546314529	5.656681345	-145.0689528	-1.597565227	2.359134309	0.835633606	720.3806692	-2.878814662	0.733755305	0.210767372	-0.726107944	0.733755305	0.210767372	-0.726107944	0.483263419	0.033345995	-25.71320331
118	2022-11-26	21:00:00	121	CRDS_w	Plot_west	0.5	56.4699707	3.877189505	0.054223664	3.77091179	3.983467221	-0.938713965	0.031154187	-0.999775789	-0.877652142	0.060124925	0.029544374	0.002218315	0.118031535	0.642685548	0.017923639	0.607555435	0.677815661	48598	3.671821886	27	5.4	2.318744407	0.1781205	49.2	0.07896	3.213	3.216	1.735	1.947	163.515	0.053	100000	61	26-11-2022 21:30	Sonic	-10.71313081	0.178120467	1.735320075	3.212758552	3.216259931	1.427160227	6.878225073	104259.1805	0.4	0.5	0.02	1.735	9.279	2.070856276	1408.334785	776581.929	591.6104763	2.296398251	1403.683442	777238.2132	590.6310058	0.336372757	1402.651255	776804.2018	594.8443636	0.638883519	5.683529512	-222.2728669	-3.233887347	2.510825494	1.032187101	434.0113364	-4.213357856	0.789444387	0.266220441	-1.086704132	0.789444387	0.266220441	-1.086704132	0.484432083	0.033825192	-26.33570234
119	2022-11-26	21:30:00	122	CRDS_w	Plot_west	0.5	56.4699707	5.049713727	0.062906829	4.926417116	5.173010338	-1.070480106	0.029283919	-1.127876228	-1.013083984	0.124981759	0.032191649	0.061886523	0.188076994	0.720236668	0.01885834	0.683274554	0.757198783	61708	3.771930706	32.5	7.45	2.582813712	0.208775	68.9	0.1283	2.59	2.411	1.442	1.947	152.139	0.053	100000	57	26-11-2022 22:00	Sonic	-12.32962662	0.208775046	1.442181223	2.590145354	2.411185422	1.41951576	6.978418458	104213.9661	0.4	0.5	0.02	1.442	5.907	2.115822115	1410.560188	777938.1932	590.9690872	2.251010179	1405.568907	778757.0973	590.7624669	0.376996682	1404.947391	778598.7606	594.2645237	0.643225433	5.612797139	-660.5673861	-3.295436538	2.424813497	0.621516241	158.3367048	-3.502056777	0.589105375	0.1230795	-0.693515903	0.589105375	0.1230795	-0.693515903	0.485304173	0.034046735	-26.73297053
120	2022-11-26	22:00:00	123	CRDS_w	Plot_west	0.5	56.4699707	3.955463853	0.049595332	3.858257611	4.052670094	-1.018583465	0.031706339	-1.0807275	-0.956439429	0.188909564	0.03337098	0.123502854	0.254316274	0.682586633	0.016616467	0.650018562	0.715154703	56285	3.461104917	28.27329738	9.22	2.469694622	0.2254558	222.4	0.1099	2.751	2.964	1.569	1.947	149.202	0.053	100000	58	26-11-2022 22:30	Sonic	-4.813632684	0.225455793	1.568762922	2.751087918	2.963900904	1.620121128	7.031397079	104183.1365	0.4	0.5	0.02	1.569	7.2	2.089204656	1414.908246	780610.3741	592.6726412	2.312811159	1410.050708	781037.5334	590.6866441	0.379126099	1409.079939	780939.25	594.3822836	0.614478557	5.828306736	-328.8758555	-1.709642371	2.48448506	0.970769175	98.28338562	-3.69563945	0.767162885	0.245424863	-0.934312533	0.767162885	0.245424863	-0.934312533	0.486439852	0.0344885	-27.26817475
121	2022-11-26	22:30:00	124	CRDS_w	Plot_west	0.5	56.4699707	4.906861594	0.059663748	4.789921381	5.023801807	-1.056989899	0.029644131	-1.115092032	-0.998887766	0.037679423	0.031618799	-0.024293035	0.099651881	0.803763755	0.024321541	0.756093834	0.851433676	74598	2.934760986	23.1	5.63	2.36450993	0.2759184	327	0.1828	2.28	2.231	1.387	1.947	157.197	0.053	100000	59	26-11-2022 23:00	Sonic	-6.002629604	0.275918413	1.386709206	2.280308076	2.230965628	1.631605822	7.16619921	104182.7097	0.4	0.5	0.02	1.387	5.423	2.113678052	1413.183697	779815.0455	592.562542	2.379109739	1408.448587	780511.7361	589.8728433	0.381280116	1407.502409	780133.3821	594.8436032	0.636797936	5.681287357	-318.3365334	-2.281061189	2.548629623	0.946177808	378.3539884	-4.970759835	0.631489102	0.192827491	-1.013022222	0.631489102	0.192827491	-1.013022222	0.487374685	0.034835589	-27.84846642
122	2022-11-26	23:00:00	125	CRDS_w	Plot_west	0.5	56.4699707	2.980427247	0.048186207	2.885982873	3.07487162	-1.083332843	0.040545379	-1.162801288	-1.003864398	-0.008830273	0.046090262	-0.099166621	0.081506075	0.65723305	0.017449726	0.623031801	0.691434299	45983	2.932114042	25.4	5.68	2.167696275	0.2311605	-274.2	0.07526	3.305	3.51	1.686	1.947	172.382	0.053	100000	63	26-11-2022 23:30	Sonic	4.211458815	0.231160514	1.686298452	3.305324883	3.510291713	1.879871984	7.289244874	104111.1697	0.4	0.5	0.02	1.674	8.461	2.100563543	1406.153506	778052.0723	590.852726	2.315607481	1401.291686	778627.6816	589.4410168	0.432250349	1400.50958	778278.7633	593.38174	0.572713194	5.643926821	-226.690938	-2.529013956	2.434157132	0.782106583	348.9183104	-3.940723217	1.00125146	0.262414251	-1.322200775	1.00125146	0.262414251	-1.322200775	0.488856901	0.035307935	-28.60586549
123	2022-11-26	23:30:00	126	CRDS_w	Plot_west	0.5	56.4699707	2.745528196	0.037518014	2.671993349	2.819063042	-1.279107535	0.032214983	-1.342248507	-1.215966564	-0.009398722	0.028524323	-0.065306045	0.046508601	0.602869555	0.015896222	0.571713155	0.634025955	45740	2.867358986	30.8	6.6	2.13456897	0.2796034	10475.1	0.08444	3.268	2.75	1.459	1.947	181.719	0.053	100000	67	27-11-2022 00:00	Sonic	-0.195064813	0.279603377	1.4586278	3.267911512	2.749758794	2.193378247	7.259859859	104099.9021	0.4	0.5	0.02	1.459	6.066	2.106541997	1395.992628	775645.0262	591.1027752	2.181288322	1390.972089	776121.765	590.3055894	0.462722472	1390.533952	775792.7777	595.4203746	0.548219524	5.458675463	-147.7514895	-4.317599382	2.26936585	0.438136718	328.987232	-5.114785156	1.026893788	0.159581941	-1.86295124	1.026893788	0.159581941	-1.86295124	0.490377076	0.035595182	-29.67302379
124	2022-11-27	00:00:00	127	CRDS_w	Plot_west	0.5	56.4699707	2.5782167	0.039194187	2.501396576	2.655036824	-1.058636034	0.032431851	-1.122202062	-0.995070006	-0.048050923	0.032984422	-0.112699984	0.016598138	0.594056582	0.017029993	0.560678005	0.627435158	42575	2.76427246	22.7	5.5	2.176977712	0.250134	485.1	0.06749	3.428	3.359	1.628	1.947	179.96	0.053	100000	67	27-11-2022 00:30	Sonic	-3.0152041	0.250134013	1.627584453	3.427875379	3.359335141	2.102311853	7.178908608	104188.6564	0.4	0.5	0.02	1.628	7.887	2.083289199	1401.189108	776660.1542	593.3031532	1.931066745	1396.220033	777117.2386	589.2007752	0.486055929	1395.678269	777005.9242	593.0904972	0.50163327	5.510839177	-345.7700137	0.212656035	1.995810816	0.541764585	111.3143954	-3.889722018	0.987430892	0.210131516	-1.508687	0.987430892	0.210131516	-1.508687	0.491838832	0.035973419	-30.53724816
125	2022-11-27	00:30:00	128	CRDS_w	Plot_west	0.5	56.4699707	3.753438186	0.048574374	3.65823301	3.848643361	-1.170974834	0.031308385	-1.232338883	-1.109610785	0.038725944	0.03132144	-0.022663692	0.100115581	0.747220045	0.021488078	0.705103676	0.789336414	61018	2.79171392	19.4	5.76	2.332163111	0.2815177	-3802.9	0.1327	2.579	2.477	1.424	1.947	159.86	0.053	100000	59	27-11-2022 01:00	Sonic	0.548172698	0.281517739	1.423546385	2.578845075	2.476958261	1.890330751	7.131305822	104083.2238	0.4	0.5	0.02	1.423	5.735	2.022828213	1410.297016	778536.4194	593.1876336	1.656980511	1405.052869	779223.6543	590.0965726	0.456925735	1404.646631	778503.89	594.6083259	0.470302479	5.650385755	32.52947371	-1.420692309	1.750854776	0.406238707	719.7643112	-4.511753367	0.612999246	0.10823109	-1.202032149	0.612999246	0.10823109	-1.202032149	0.492746294	0.036168235	-31.22581078
126	2022-11-27	01:00:00	129	CRDS_w	Plot_west	0.5	56.4699707	3.580332627	0.047305808	3.487613824	3.67305143	-0.902884556	0.030907146	-0.963462182	-0.842306929	0.188857148	0.037454928	0.11544595	0.262268346	0.735013131	0.01863038	0.698497816	0.771528447	62741	2.787285826	21	6.8	2.532348038	0.2797751	-129.4	0.1254	2.642	2.828	1.572	1.947	147.808	0.053	100000	59	27-11-2022 01:30	Sonic	15.81333192	0.279775062	1.572223661	2.6419037	2.82832286	1.91805969	7.048477501	103969.2426	0.4	0.5	0.02	1.549	6.98	1.980587817	1412.924387	779399.6953	591.2910429	1.441959681	1408.094005	779950.5121	591.9290182	0.416395075	1407.106601	779623.9329	595.1701546	0.468592742	5.817785835	-224.2375191	-3.87911167	1.576364606	0.987403377	326.5792629	-3.241136374	0.593901413	0.275785375	-0.905261246	0.593901413	0.275785375	-0.905261246	0.493625483	0.036664649	-31.7443735
127	2022-11-27	01:30:00	130	CRDS_w	Plot_west	0.5	56.4699707	2.916476148	0.037392797	2.843186725	2.98976557	-1.026234237	0.031990356	-1.08893494	-0.963533533	-0.00024765	0.044532363	-0.087530534	0.087035235	0.709707605	0.017294603	0.675810396	0.743604815	55954	2.439378775	19.9	5.91	2.381853426	0.3086809	-247.7	0.1093	2.806	2.816	1.539	1.947	157.432	0.053	100000	59	27-11-2022 02:00	Sonic	11.08429104	0.308680869	1.539061145	2.805912284	2.815569274	2.222131386	6.902039269	103922.1675	0.4	0.5	0.02	1.527	6.745	1.958542904	1419.433472	779769.3598	591.6865992	1.37797351	1414.469492	780248.299	591.2616275	0.395761949	1413.689261	780177.4308	594.5751752	0.467180955	5.744211427	-408.0709937	-2.888575969	1.533011562	0.780231107	70.86823164	-3.313547725	0.714222046	0.267525283	-1.13614772	0.714222046	0.267525283	-1.13614772	0.494682791	0.037146194	-32.3951954
128	2022-11-27	02:00:00	131	CRDS_w	Plot_west	0.5	56.4699707	3.006310748	0.037750236	2.932320749	3.080300747	-1.100207163	0.032589847	-1.164082863	-1.036331464	0.007620363	0.032439708	-0.055961065	0.071201792	0.736459197	0.017609934	0.701943942	0.770974452	57528	2.419260186	19.6	4.75	2.324449252	0.316786	-186.5	0.1177	2.835	2.843	1.524	1.947	166.749	0.053	100000	61	27-11-2022 02:30	Sonic	15.90330409	0.316786039	1.523989437	2.835404247	2.84295008	2.222351031	6.704005454	103966.6061	0.4	0.5	0.02	1.508	6.548	1.927813495	1431.609751	781656.4926	592.4200309	1.258505401	1426.729311	782270.8087	591.5361122	0.395579803	1425.716436	781906.7533	595.195259	0.436633693	5.893315538	-250.2607539	-2.775228097	1.413725598	1.012875174	364.0553673	-3.659146792	0.653201137	0.336916327	-1.217155211	0.653201137	0.336916327	-1.217155211	0.495649766	0.037752644	-33.092421
129	2022-11-27	02:30:00	132	CRDS_w	Plot_west	0.5	56.4699707	3.009328123	0.037976957	2.934893754	3.083762493	-1.007984124	0.029223539	-1.065261902	-0.950706347	0.115131729	0.029420757	0.057467407	0.172796051	0.722505414	0.018032461	0.687162012	0.757848816	56519	2.444822095	21	6.34	2.370259128	0.2973495	-116.2	0.109	2.731	2.861	1.58	1.947	159.588	0.053	100000	59	27-11-2022 03:00	Sonic	21.09547706	0.297349496	1.579807743	2.731215038	2.861474569	2.142546816	6.590191898	103949.8445	0.4	0.5	0.02	1.554	7.034	1.910389798	1440.101819	782172.4777	593.1066401	1.282316928	1435.234963	782628.4144	591.4231093	0.395990368	1434.161381	782310.291	596.2881996	0.41879943	5.940438348	-137.8133274	-3.181559473	1.43712656	1.073581941	318.1233398	-4.865090233	0.660322331	0.356751374	-1.616669912	0.660322331	0.356751374	-1.616669912	0.496627282	0.038394796	-34.01850145
130	2022-11-27	03:00:00	133	CRDS_w	Plot_west	0.5	56.4699707	3.697272177	0.04329246	3.612419487	3.782124868	-1.01138404	0.034408619	-1.078824511	-0.94394357	0.0957049	0.029510139	0.03786539	0.153544409	0.755203979	0.01884463	0.718268735	0.792139222	67803	2.5002699	23.8	4.74	2.317114113	0.317656	-295.6	0.1602	2.455	2.352	1.429	1.947	160.37	0.053	100000	60	27-11-2022 03:30	Sonic	10.11030209	0.317655992	1.428617304	2.455253766	2.352067057	1.983084343	6.572685127	103944.5423	0.4	0.5	0.02	1.42	5.708	1.908008937	1428.295118	779971.3935	592.8431966	1.342443395	1423.43405	780748.1156	590.2430875	0.390944613	1422.344766	780148.5881	595.6125972	0.421464324	5.95035167	-177.1946428	-2.769400575	1.502298782	1.089283388	599.5274821	-5.369509668	0.555084582	0.294618123	-1.452289529	0.555084582	0.294618123	-1.452289529	0.497449009	0.038925109	-34.85041954
131	2022-11-27	03:30:00	134	CRDS_w	Plot_west	0.5	56.4699707	3.712469239	0.050658484	3.613179233	3.811759245	-1.068880173	0.040538298	-1.148334738	-0.989425607	0.068963527	0.035089619	0.000188304	0.137738749	0.750512261	0.021915753	0.707557655	0.793466867	60466	2.789036814	26.6	4.41	2.366677434	0.2669725	7374.8	0.125	2.669	2.765	1.523	1.947	164.031	0.053	100000	61	27-11-2022 04:00	Sonic	-0.240606352	0.26697253	1.523117048	2.668748174	2.764543827	1.832409563	6.5818016	103936.0949	0.4	0.5	0.02	1.523	6.703	1.933576012	1423.718407	778983.2562	592.5270805	1.452218961	1418.827724	779587.3472	590.6472546	0.390209786	1417.875954	778943.5242	595.3615038	0.447766226	5.842453186	39.73199228	-2.834423305	1.612809176	0.951770066	643.8229911	-4.714249125	0.582579689	0.256371166	-1.269841936	0.582579689	0.256371166	-1.269841936	0.498311438	0.039386577	-35.57782578
132	2022-11-27	04:00:00	135	CRDS_w	Plot_west	0.5	56.4699707	3.248699625	0.041889828	3.166596077	3.330803172	-1.101701301	0.034898059	-1.170101068	-1.033301535	0.052476927	0.035357643	-0.01682362	0.121777473	0.689120693	0.021148594	0.647669709	0.730571677	57393	2.630562961	22.6	4.66	2.286154552	0.3051829	661.1	0.1278	2.822	2.791	1.435	1.947	169.825	0.053	100000	62	27-11-2022 04:30	Sonic	-4.009012494	0.305182874	1.434517957	2.822362008	2.791264077	2.077791093	6.547250542	103905.5416	0.4	0.5	0.02	1.435	5.843	1.934348776	1423.500074	778685.1891	591.8516058	1.427078746	1418.540892	779222.4887	590.1746717	0.422739978	1417.632311	778945.6395	595.1414883	0.416008798	5.867762544	-260.4504499	-3.289882539	1.555138768	0.908580972	276.8491305	-4.96681669	0.647994278	0.279675278	-1.528863011	0.647994278	0.279675278	-1.528863011	0.499270705	0.039889992	-36.45360762
133	2022-11-27	04:30:00	136	CRDS_w	Plot_west	0.5	56.4699707	3.230425865	0.038462819	3.155039211	3.305812518	-1.133911248	0.032277108	-1.197173984	-1.070648512	0.056465843	0.031420836	-0.005118609	0.118050294	0.6942889	0.017936081	0.659134401	0.729443399	58357	2.688088833	38.2	5.83	2.256546781	0.307137	915.3	0.1277	2.952	2.757	1.451	1.947	163.993	0.053	100000	61	27-11-2022 05:00	Sonic	-2.950454631	0.307136983	1.451280389	2.952254603	2.756883465	2.091706432	6.438409885	103902.8139	0.4	0.5	0.02	1.451	5.991	1.886821635	1425.147506	779503.1632	591.7257419	1.390552849	1420.167537	780004.0442	591.6950417	0.423121275	1419.335565	779616.1694	593.8304894	0.36810036	5.81194141	-113.0061687	-2.104747519	1.518231574	0.831972514	387.8748633	-2.135447696	0.64023496	0.257542674	-0.661042161	0.64023496	0.257542674	-0.661042161	0.500218485	0.040353569	-36.8322738
134	2022-11-27	05:00:00	137	CRDS_w	Plot_west	0.5	56.4699707	2.381901592	0.032291788	2.318610085	2.4451931	-0.982674002	0.029351957	-1.040203478	-0.925144527	0.16095117	0.034188241	0.093942637	0.227959703	0.594961925	0.016404135	0.562810023	0.627113827	46967	2.360431793	17.4	5.15	2.24598465	0.2863672	857.8	0.07546	3.237	3.483	1.694	1.947	162.961	0.053	100000	60	27-11-2022 05:30	Sonic	-2.550081741	0.286367189	1.693724622	3.2369081	3.483352473	2.326917818	6.279090909	103899.9476	0.4	0.5	0.02	1.694	8.722	1.845726725	1419.861793	778562.3312	593.5203996	1.336801553	1414.803997	779181.9022	592.2291229	0.399075177	1413.976142	778396.6171	595.3899177	0.351051548	5.885651854	165.7140351	-1.869518071	1.488526377	0.827855897	785.2850906	-3.160794831	0.855839882	0.347560915	-1.327004794	0.855839882	0.347560915	-1.327004794	0.501485439	0.040979179	-37.59242476
135	2022-11-27	05:30:00	NaN	<undefined>	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaT	<undefined>	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.811642794	1414.034136	777021.605	593.2259302	1.308219962	1409.148386	777616.6596	589.256701	0.397432255	1408.171112	777146.3205	594.7246407	0.318610539	5.863023594	-124.715501	-1.498710516	1.461587707	0.977273128	470.3391332	-5.467939752	NaN	NaN	NaN	0.80910062	0.300122435	-0.683481716	0.502683201	0.041519399	-37.98394504
136	2022-11-27	06:00:00	139	CRDS_w	Plot_west	0.5	56.4699707	2.462086046	0.03004567	2.403196901	2.520975191	-1.072810135	0.029548822	-1.130725462	-1.014894807	0.123620524	0.030306184	0.064220775	0.183020272	0.716517182	0.017332558	0.682545582	0.750488783	54862	2.005471911	13.5	5.51	2.440244768	0.3679553	1022.1	0.1062	2.587	2.915	1.485	1.947	156.638	0.053	100000	59	27-11-2022 06:30	Sonic	-4.537720993	0.367955251	1.485275907	2.587024923	2.915033614	2.675691011	6.132042293	103880.4963	0.4	0.5	0.02	1.485	6.317	1.778555515	1413.821821	776844.3854	592.0838946	1.157219764	1408.717389	777292.5775	592.8880172	0.381020502	1408.095259	777053.3022	592.9863988	0.301935013	5.726562188	-208.9167783	-0.9025042	1.326999262	0.622129639	239.2753476	-0.098381604	0.762361358	0.252683955	-0.039958638	0.762361358	0.252683955	-0.039958638	0.503811773	0.04197423	-38.00683463
137	2022-11-27	06:30:00	140	CRDS_w	Plot_west	0.5	56.4699707	2.737550018	0.033882963	2.671139828	2.803960208	-1.124966487	0.037845592	-1.199143383	-1.050789591	0.075740605	0.036026761	0.005128596	0.146352614	0.683698958	0.017988389	0.648441936	0.718955981	59711	2.318643131	21.4	8.58	2.359102388	0.3667922	1102	0.125	3.018	2.871	1.48	1.947	153.543	0.053	100000	58	27-11-2022 07:00	Sonic	-4.169182592	0.36679218	1.48005093	3.018391086	2.871085286	2.517289406	6.143610907	103841.5836	0.4	0.5	0.02	1.48	6.268	1.765521097	1410.409338	776296.0498	592.0462448	1.077987177	1405.178722	776662.7185	590.4388389	0.355172772	1404.814377	776427.7563	594.5028733	0.314748324	5.594960083	-131.7065695	-2.456628468	1.273614405	0.364344142	234.9622155	-4.064034385	0.666148342	0.133091319	-1.484551646	0.666148342	0.133091319	-1.484551646	0.504797914	0.042213795	-38.8572335
