DATE;TIME;FRAC_DAYS_SINCE_JAN1;FRAC_HRS_SINCE_JAN1;JULIAN_DAYS;EPOCH_TIME;ALARM_STATUS;INST_STATUS;CavityPressure;CavityTemp;DasTemp;EtalonTemp;WarmBoxTemp;species;MPVPosition;OutletValve;solenoid_valves;NH3;NH3_30s;NH3_5min;H2O;CO2;NH3_raw;NH3_dry;nh3_base_11;date.time;id;Vid;elapsed.time;treat
13-10-2022;59:12.3;285.0411151;6840.986761;286.0411151;1665622752;0;899;139.9918283;44.99913788;27.5;45.1772995;45.00054169;2;1;45342.95763;1;83.99426406;84.1741677;83.49077538;0.973604745;213.7766698;83.99426406;83.99426406;704.9759793;13-10-2022 00:59;1;0;36;WT
13-10-2022;23:07.7;285.141061;6843.385464;286.141061;1665631388;0;899;140.0139445;45.0003891;27.75;45.17623138;44.99999237;2;1;45314.81082;1;75.71385553;75.9077853;75.80683254;0.990132806;252.3153998;75.71385553;75.71385553;705.0628999;13-10-2022 03:23;1;0;38.4;WT
13-10-2022;47:02.7;285.2410035;6845.784084;286.2410035;1665640023;0;899;140.0005702;44.9996872;27.8125;45.17647553;44.99999237;2;1;45290.3018;1;75.38590026;75.37988119;75.13031673;0.983778301;257.9750086;75.38590026;75.38590026;704.9925002;13-10-2022 05:47;1;0;40.8;WT
13-10-2022;10:57.6;285.3409446;6848.182671;286.3409446;1665648658;0;899;140.0052302;45.00041962;28.6875;45.17845917;45.00206757;2;1;45306.89434;1;90.8566089;90.51936388;91.6283327;1.041276932;223.2899172;90.8566089;90.8566089;705.0671855;13-10-2022 08:10;1;0;43.2;WT
13-10-2022;34:53.8;285.4409007;6850.581617;286.4409007;1665657294;0;899;140.0025233;45.00011444;31.1875;45.17595673;45.0009079;2;1;45410.16805;1;95.36321851;94.82737643;96.4948645;1.195805556;178.6342142;95.36321851;95.36321851;705.0501103;13-10-2022 10:34;1;0;45.6;WT
13-10-2022;58:50.1;285.5408577;6852.980584;286.5408577;1665665930;0;899;140.0006263;45.00041696;32.125;45.17442023;44.99957309;2;1;45443.15302;1;84.77558075;84.41999436;84.47363127;1.167309849;213.30306;84.77558075;84.77558075;705.1199534;13-10-2022 12:58;1;0;48;WT
13-10-2022;22:45.2;285.640801;6855.379223;286.640801;1665674565;0;899;140.0013151;45.00078583;31.75;45.17546845;45.00020599;2;1;45428.08386;1;62.74165419;62.7720999;62.08388154;1.244808562;195.9008632;62.74165419;62.74165419;705.0438332;13-10-2022 15:22;1;0;50.4;WT
13-10-2022;46:41.1;285.740753;6857.778071;286.740753;1665683201;0;899;139.9982379;44.99961936;30.5625;45.17519196;44.99989717;2;1;45366.45629;1;56.93098033;56.82124339;55.2897241;1.221728319;257.4681733;56.93098033;56.93098033;704.9005845;13-10-2022 17:46;1;0;52.8;WT
13-10-2022;10:36.1;285.8406958;6860.176699;286.8406958;1665691836;0;899;140.0001469;44.99953461;30.8125;45.17507172;44.99974823;2;1;45371.24193;1;61.1968242;61.25852441;60.35411712;1.231783207;234.7946989;61.1968242;61.1968242;704.9511099;13-10-2022 20:10;1;0;55.2;WT
13-10-2022;34:31.9;285.9406467;6862.575521;286.9406467;1665700472;0;899;139.9957675;44.99959564;30.82302989;45.17455292;44.9991684;2;1;45363.25941;1;55.40652766;55.31742291;54.66748047;1.165582602;238.5638091;55.40652766;55.40652766;704.8473146;13-10-2022 22:34;1;0;57.6;WT
14-10-2022;58:26.4;286.0405832;6864.973998;287.0405832;1665709106;0;899;140.0112152;44.9988327;31.25;45.17464447;44.99944305;2;1;45380.35547;1;55.01477869;54.95947285;54.77362876;1.16210702;239.7246979;55.01477869;55.01477869;704.9708837;14-10-2022 00:58;1;0;60;WT
14-10-2022;22:22.5;286.1405377;6867.372904;287.1405377;1665717742;0;899;139.9970176;45.00045013;28.875;45.17446137;44.99861908;2;1;45275.23217;1;35.26013809;35.48317121;35.8962601;0.899903337;327.4426877;35.26013809;35.26013809;704.5407152;14-10-2022 03:22;1;0;62.4;WT
14-10-2022;46:17.8;286.2404835;6869.771604;287.2404835;1665726378;0;899;140.0039029;44.9986496;28.3125;45.17586517;44.99953461;2;1;45224.01781;1;39.25422688;39.11674956;38.09308758;0.960705421;330.3167136;39.25422688;39.25422688;704.8168778;14-10-2022 05:46;1;0;64.8;WT
11-10-2022;08:18.2;283.5474324;6805.138378;284.5474324;1665493698;0;899;140.0085741;44.99977875;30.625;45.17180634;44.99724579;2;2;45834.18062;2;5.794285647;5.96689295;7.392554829;0.964167976;257.7995918;5.794285647;5.794285647;704.580959;11-10-2022 13:08;2;V2;0;WT bg
11-10-2022;32:14.1;283.6473851;6807.537242;284.6473851;1665502334;0;899;140.0064671;45.00133514;29.3125;45.1762619;45.00167084;2;2;45740.38184;2;20.16821815;20.81848391;23.96573686;1.045523848;255.9837293;20.16821815;20.16821815;704.7353211;11-10-2022 15:32;2;0;2.4;WT bg
11-10-2022;56:09.5;283.7473324;6809.935978;284.7473324;1665510970;0;899;140.0138457;44.99922031;29.0377038;45.17422087;44.99867298;2;2;45691.64232;2;24.78857286;23.1981229;23.32270798;0.986067728;250.2730496;24.78857286;24.78857286;704.7570484;11-10-2022 17:56;2;0;4.8;WT bg
11-10-2022;20:04.6;283.8472755;6812.334612;284.8472755;1665519605;0;899;140.0149959;45.00041962;28.3125;45.17549896;44.99983978;2;2;45697.32872;2;18.88752492;18.71916558;21.44376669;1.041623046;254.7001009;18.88752492;18.88752492;704.6392369;11-10-2022 20:20;2;0;7.2;WT bg
11-10-2022;43:59.8;283.9472199;6814.733278;284.9472199;1665528240;0;899;140.0015029;44.99988705;28.0625;45.17639442;45.00056259;2;2;45670.62141;2;77.26579056;87.59083114;76.71886987;1.019826663;232.8566436;77.26579056;77.26579056;705.0136962;11-10-2022 22:43;2;0;9.59;WT bg
12-10-2022;07:55.4;284.0471686;6817.132046;285.0471686;1665536875;0;899;139.9984763;44.99895477;27.625;45.17528534;44.99932098;2;2;45657.22503;2;45.08481838;44.77210899;45.45804477;0.979360498;263.1465165;45.08481838;45.08481838;704.6956098;12-10-2022 01:07;2;0;12;WT bg
12-10-2022;31:51.2;284.1471206;6819.530894;285.1471206;1665545511;0;899;139.9984456;45.00133514;28;45.17739105;45.00115204;2;2;45659.64262;2;70.07730376;68.62490092;63.1425333;1.028508541;220.7523888;70.07730376;70.07730376;704.9871584;12-10-2022 03:31;2;0;14.4;WT bg
12-10-2022;55:46.2;284.2470621;6821.92949;285.2470621;1665554146;0;899;140.0035727;45.00099945;28.0625;45.17641449;45.00035858;2;2;45655.86173;2;67.90706534;67.01214095;63.43565043;0.997909123;201.8965098;67.90706534;67.90706534;705.0557887;12-10-2022 05:55;2;0;16.8;WT bg
12-10-2022;19:43.0;284.3470253;6824.328607;285.3470253;1665562783;0;899;140.0044251;45.00188446;29.5;45.17699432;45.00145721;2;2;45719.11328;2;44.79199005;46.99370664;48.77935236;1.066291366;218.974692;44.79199005;44.79199005;704.7516017;12-10-2022 08:19;2;0;19.2;WT bg
12-10-2022;43:38.5;284.4469728;6826.727348;285.4469728;1665571418;0;899;140.0045236;45.00093842;31.1875;45.1772995;45.00215912;2;2;45800.47584;2;36.2961127;35.96271734;41.85671178;1.124957737;220.5427172;36.2961127;36.2961127;704.9650142;12-10-2022 10:43;2;0;21.6;WT bg
12-10-2022;07:33.5;284.5469151;6829.125963;285.5469151;1665580053;0;899;140.0016229;44.99938202;31.875;45.17537689;45.00072479;2;2;45800.34235;2;31.98931917;32.93789815;36.02809734;1.154193648;251.5768286;31.98931917;31.98931917;704.7901185;12-10-2022 13:07;2;0;24;WT bg
12-10-2022;31:28.7;284.6468596;6831.52463;285.6468596;1665588689;0;899;139.9951769;44.99956513;31.5625;45.17403412;44.99932098;2;2;45783.89623;2;27.01976512;26.05361953;26.26129266;1.175316416;271.5674034;27.01976512;27.01976512;704.9159679;12-10-2022 15:31;2;0;26.4;WT bg
12-10-2022;55:24.8;284.7468143;6833.923543;285.7468143;1665597325;0;899;139.9996445;44.99881728;30.48947011;45.17479706;44.99955003;2;2;45711.49571;2;22.39408707;22.65793229;23.33420751;1.059718255;223.3122572;22.39408707;22.39408707;704.7703285;12-10-2022 17:55;2;0;28.8;WT bg
12-10-2022;19:20.4;284.8467642;6836.322341;285.8467642;1665605960;0;899;140.0022807;44.99882292;28.5;45.17587363;44.99974823;2;2;45621.33139;2;16.32635027;16.44446998;17.70589782;0.954846486;279.7809901;16.32635027;16.32635027;704.6379536;12-10-2022 20:19;2;0;31.2;WT bg
12-10-2022;43:16.1;284.9467144;6838.721144;285.9467144;1665614596;0;899;139.9887312;44.99996185;27.375;45.17610931;44.99944305;2;2;45532.38992;2;11.79504203;11.74063689;13.06527621;0.905456733;289.0112502;11.79504203;11.79504203;704.7013355;12-10-2022 22:43;2;0;33.6;WT bg
13-10-2022;07:11.5;285.0466611;6841.119866;286.0466611;1665623232;0;899;139.9887991;44.99953461;27.5625;45.17684174;45.00020599;2;2;45519.70215;2;13.77516925;13.49870828;13.93268152;0.966477642;265.7249781;13.77516925;13.77516925;704.729893;13-10-2022 01:07;2;0;36;WT bg
13-10-2022;31:07.2;285.146611;6843.518663;286.146611;1665631867;0;899;139.9896453;44.99947357;27.8125;45.17708588;45.0009079;2;2;45479.48455;2;11.39099433;11.19570274;12.30268589;0.980730192;254.789059;11.39099433;11.39099433;704.7222338;13-10-2022 03:31;2;0;38.4;WT bg
13-10-2022;55:02.1;285.2465525;6845.91726;286.2465525;1665640502;0;899;140.00562;44.99977875;27.81589674;45.1760788;44.99962616;2;2;45462.43366;2;14.26198418;14.11164981;15.05748098;0.972135297;291.5238138;14.26198418;14.26198418;704.4478448;13-10-2022 05:55;2;0;40.8;WT bg
13-10-2022;18:58.7;285.3465123;6848.316296;286.3465123;1665649139;0;899;139.9956227;45.00130463;28.84103261;45.17760468;45.00173187;2;2;45495.7303;2;13.14243388;13.39410402;16.55492448;1.016863866;262.8914411;13.14243388;13.14243388;704.7377265;13-10-2022 08:18;2;0;43.2;WT bg
13-10-2022;42:54.1;285.44646;6850.715041;286.44646;1665657774;0;899;140.0134125;45.00099945;31.3125;45.17656708;45.0014267;2;2;45595.66797;2;17.03201678;17.17252437;18.63580308;1.176588213;254.3625079;17.03201678;17.03201678;704.8285801;13-10-2022 10:42;2;0;45.6;WT bg
13-10-2022;06:49.8;285.5464097;6853.113832;286.5464097;1665666410;0;899;140.0026106;45.00015823;32.0625;45.17482625;45.00003616;2;2;45631.02717;2;16.3997578;16.74318892;17.86483224;1.15815099;256.247455;16.3997578;16.3997578;704.8420567;13-10-2022 13:06;2;0;48;WT bg
13-10-2022;30:45.8;285.6463638;6855.512731;286.6463638;1665675046;0;899;139.9941389;45.00084686;31.8125;45.17540741;45.00029755;2;2;45587.41334;2;16.57753498;16.13660632;16.26958599;1.246758899;229.2241042;16.57753498;16.57753498;704.692732;13-10-2022 15:30;2;0;50.4;WT bg
13-10-2022;54:40.2;285.7462991;6857.911178;286.7462991;1665683680;0;899;139.9890595;45.00029755;30.5;45.17498016;44.99959564;2;2;45533.14063;2;12.3726948;12.21372615;13.78875587;1.210733354;259.6544742;12.3726948;12.3726948;704.8112677;13-10-2022 17:54;2;0;52.8;WT bg
13-10-2022;18:36.2;285.8462519;6860.310046;286.8462519;1665692316;0;899;140.0065505;45.00130463;30.8125;45.17568207;45.00020599;2;2;45543.04327;2;13.64787228;13.56318247;14.19028767;1.227606234;252.7484085;13.64787228;13.64787228;704.8699889;13-10-2022 20:18;2;0;55.2;WT bg
13-10-2022;42:32.0;285.9462032;6862.708878;286.9462032;1665700952;0;899;140.0122077;45.00057221;30.8125;45.17479706;44.99944305;2;2;45533.70907;2;12.3177591;12.45358121;13.6636273;1.172241711;258.4655645;12.3177591;12.3177591;704.8270927;13-10-2022 22:42;2;0;57.6;WT bg
14-10-2022;06:26.5;286.04614;6865.10736;287.04614;1665709586;0;899;140.0011405;44.99941254;31.15862772;45.17510223;44.99983978;2;2;45549.43973;2;15.50181568;15.23475046;14.50532662;1.14188775;271.1178276;15.50181568;15.50181568;704.8364315;14-10-2022 01:06;2;0;60;WT bg
14-10-2022;30:21.3;286.1460799;6867.505917;287.1460799;1665718221;0;899;139.9939229;44.99938202;28.75;45.17549896;44.99907684;2;2;45433.27666;2;8.267097745;8.388145341;8.456120585;0.906719073;356.9735515;8.267097745;8.267097745;704.6453291;14-10-2022 03:30;2;0;62.4;WT bg
14-10-2022;54:17.5;286.2460356;6869.904854;287.2460356;1665726857;0;899;139.9899542;45.00127411;28.375;45.17754364;45.00115204;2;2;45391.0269;2;7.775140012;7.605051865;8.57509269;0.987100287;294.6297794;7.775140012;7.775140012;704.5834014;14-10-2022 05:54;2;0;64.8;WT bg
11-10-2022;16:18.4;283.5529906;6805.271773;284.5529906;1665494178;0;899;140.0106659;45.00045013;30.5;45.17317963;44.9986496;2;3;45617.21094;3;979.1384158;947.9000321;902.6013681;1.012913339;136.8973228;979.1384158;979.1384158;710.3516135;11-10-2022 13:16;3;V3;0;DC
11-10-2022;40:13.7;283.6529368;6807.670484;284.6529368;1665502814;0;899;140.0081726;45.00008392;29.4375;45.1762619;45.00115204;2;3;45531.24153;3;806.9473546;805.6664992;803.7694735;1.091372392;106.8025754;806.9473546;806.9473546;709.5654727;11-10-2022 15:40;3;0;2.4;DC
11-10-2022;04:09.4;283.7528869;6810.069285;284.7528869;1665511449;0;899;140.0039101;45.00041962;28.875;45.17494965;44.99947357;2;3;45490.08725;3;641.4763014;642.272324;640.2068598;1.038305718;137.6662128;641.4763014;641.4763014;708.5722167;11-10-2022 18:04;3;0;4.8;DC
11-10-2022;28:04.8;283.8528334;6812.468002;284.8528334;1665520085;0;899;140.0135498;44.99871063;28.375;45.17580414;45.00014496;2;3;45493.98828;3;543.9544743;542.4599833;543.242849;1.075501461;141.56842;543.9544743;543.9544743;707.6041871;11-10-2022 20:28;3;0;7.2;DC
11-10-2022;51:59.0;283.9527658;6814.86638;284.9527658;1665528719;0;899;140.0102017;45.00008392;28.0625;45.17629242;45.00005341;2;3;45479.89508;3;463.2014574;466.084681;461.2827198;1.045227235;145.5785313;463.2014574;463.2014574;707.3859488;11-10-2022 22:51;3;0;9.59;DC
12-10-2022;15:55.2;284.0527219;6817.265326;285.0527219;1665537355;0;899;140.001236;44.999386;27.51596467;45.17531586;44.99907684;2;3;45462.3132;3;385.2312496;384.8191949;384.7338015;1.013931355;157.8392014;385.2312496;385.2312496;706.917739;12-10-2022 01:15;3;0;12;DC
12-10-2022;39:50.6;284.1526692;6819.664061;285.1526692;1665545991;0;899;140.0016785;45.00093842;28.1875;45.17784882;45.00206757;2;3;45478.46484;3;356.5115826;353.8318021;352.4492639;1.059012727;171.755195;356.5115826;356.5115826;706.7428922;12-10-2022 03:39;3;0;14.4;DC
12-10-2022;03:46.0;284.2526163;6822.062791;285.2526163;1665554626;0;899;139.9961483;45.00176239;28.125;45.17739105;45.00121307;2;3;45457.16595;3;295.5956225;296.5259179;297.2876151;1.018369039;183.1111291;295.5956225;295.5956225;706.4606842;12-10-2022 06:03;3;0;16.8;DC
12-10-2022;27:42.3;284.3525734;6824.461762;285.3525734;1665563262;0;899;139.9969482;45.00020599;29.5625;45.17693329;45.0014267;2;3;45521.77734;3;310.2025706;310.7291996;296.0655425;1.097890339;142.3095841;310.2025706;310.2025706;706.4395809;12-10-2022 08:27;3;0;19.2;DC
12-10-2022;51:37.8;284.4525211;6826.860506;285.4525211;1665571898;0;899;139.9976335;45.00102997;31.375;45.17623138;45.00115204;2;3;45607.00115;3;285.4042856;287.6397002;288.5596992;1.140215397;143.1097189;285.4042856;285.4042856;706.3341001;12-10-2022 10:51;3;0;21.6;DC
12-10-2022;15:33.5;284.5524716;6829.259319;285.5524716;1665580534;0;899;139.9898325;44.9998703;31.87873641;45.17440033;44.99953461;2;3;45631.68302;3;243.5994992;245.5931566;247.3077248;1.177926142;128.4514286;243.5994992;243.5994992;706.1837738;12-10-2022 13:15;3;0;24;DC
12-10-2022;39:29.0;284.6524189;6831.658053;285.6524189;1665589169;0;899;139.9974084;45.00102997;31.5;45.17449188;44.99977875;2;3;45603.13398;3;205.3393905;209.0592913;209.8021899;1.211384895;175.9815801;205.3393905;205.3393905;705.9182397;12-10-2022 15:39;3;0;26.4;DC
12-10-2022;03:24.4;284.7523654;6834.05677;285.7523654;1665597804;0;899;139.9997865;44.99895477;30.375;45.17464447;44.99944305;2;3;45544.24484;3;170.8652818;171.0448843;170.8883108;1.073106588;203.0422963;170.8652818;170.8652818;705.6632879;12-10-2022 18:03;3;0;28.8;DC
12-10-2022;27:19.4;284.852308;6836.455393;285.852308;1665606439;0;899;139.9921078;44.99918382;28.375;45.17507172;44.99912096;2;3;45438.00104;3;136.3949464;136.4977764;136.5909888;0.994114075;196.4275131;136.3949464;136.3949464;705.3057643;12-10-2022 20:27;3;0;31.2;DC
12-10-2022;51:16.2;284.9522706;6838.854493;285.9522706;1665615076;0;899;139.9986921;44.99996185;27.3125;45.1767807;45.00005341;2;3;45336.91659;3;118.2933195;117.8935895;117.0817018;0.938844549;238.6980318;118.2933195;118.2933195;705.1380703;12-10-2022 22:51;3;0;33.6;DC
13-10-2022;15:11.3;285.0522144;6841.253146;286.0522144;1665623711;0;899;140.0009541;45.00041962;27.5625;45.17714691;45.00060272;2;3;45332.67209;3;107.9724344;107.6838918;106.7916974;0.991361502;198.6487849;107.9724344;107.9724344;705.3598888;13-10-2022 01:15;3;0;36;DC
13-10-2022;39:06.8;285.152162;6843.651888;286.152162;1665632347;0;899;140.0108608;45.00063324;27.8125;45.1760788;44.99959564;2;3;45293.03108;3;99.76666358;100.169302;98.68488803;0.999402491;225.7042054;99.76666358;99.76666358;705.237935;13-10-2022 03:39;3;0;38.4;DC
13-10-2022;03:02.4;285.252111;6846.050665;286.252111;1665640982;0;899;139.9969602;44.99977875;27.8125;45.17699432;45.00051117;2;3;45268.99926;3;92.1655331;92.31246319;90.90791587;0.995879275;236.9504392;92.1655331;92.1655331;704.9912499;13-10-2022 06:03;3;0;40.8;DC
13-10-2022;26:57.0;285.3520488;6848.449171;286.3520488;1665649617;0;899;139.9999486;45.00084686;28.9375;45.17714691;45.00081635;2;3;45308.87619;3;94.01039086;93.82474889;92.97504257;1.031382169;237.887987;94.01039086;94.01039086;705.0953633;13-10-2022 08:26;3;0;43.2;DC
13-10-2022;50:54.4;285.4520188;6850.848451;286.4520188;1665658254;0;899;139.9935602;44.99986997;31.4375;45.17613651;45.00082315;2;3;45398.19313;3;105.1414692;103.9759873;102.4520134;1.192915074;192.0126506;105.1414692;105.1414692;705.4729821;13-10-2022 10:50;3;0;45.6;DC
13-10-2022;14:50.3;285.551971;6853.247304;286.551971;1665666890;0;899;139.9973602;44.99938202;32.0625;45.17464447;44.99990082;2;3;45443.29688;3;98.45175522;98.19156306;96.81529258;1.172767654;207.0026074;98.45175522;98.45175522;705.4636632;13-10-2022 13:14;3;0;48;DC
13-10-2022;38:44.5;285.6519041;6855.645699;286.6519041;1665675525;0;899;140.0052072;45.00008392;31.6875;45.17424774;44.99901581;2;3;45425.69294;3;83.83553729;84.20805244;81.34230619;1.239388102;223.5581576;83.83553729;83.83553729;705.286964;13-10-2022 15:38;3;0;50.4;DC
13-10-2022;02:40.1;285.7518534;6858.044482;286.7518534;1665684160;0;899;139.9972231;45.00029821;30.5;45.17536727;44.99972733;2;3;45333.35904;3;78.01687004;78.38905858;76.66434017;1.21699563;212.4364126;78.01687004;78.01687004;705.2001067;13-10-2022 18:02;3;0;52.8;DC
13-10-2022;26:35.3;285.8517974;6860.443136;286.8517974;1665692795;0;899;140.0132393;45.00008392;30.75;45.17546845;45.00023651;2;3;45348.50013;3;70.98648183;70.7178504;70.059769;1.232587194;225.3057727;70.98648183;70.98648183;705.4317372;13-10-2022 20:26;3;0;55.2;DC
13-10-2022;50:31.1;285.951749;6862.841976;286.951749;1665701431;0;899;139.9994369;45.00051117;30.875;45.17610931;45.00063324;2;3;45348.24125;3;68.0897027;67.35070803;64.27325362;1.170829529;195.3004395;68.0897027;68.0897027;705.2380757;13-10-2022 22:50;3;0;57.6;DC
14-10-2022;14:26.5;286.0516958;6865.240698;287.0516958;1665710067;0;899;140.0086553;44.99956513;31.1875;45.17571259;45.00045013;2;3;45369.58846;3;60.65587063;60.09793606;60.67165968;1.149018681;237.0645348;60.65587063;60.65587063;705.0271183;14-10-2022 01:14;3;0;60;DC
14-10-2022;38:22.0;286.1516435;6867.639444;287.1516435;1665718702;0;899;139.9734802;45.00008392;28.625;45.17546845;44.99922943;2;3;45245.04688;3;54.45288657;54.05448246;50.08503518;0.938446378;274.5018112;54.45288657;54.45288657;704.926745;14-10-2022 03:38;3;0;62.4;DC
14-10-2022;02:17.1;286.2515868;6870.038082;287.2515868;1665727337;0;899;139.9844938;44.99990082;28.5;45.17736054;45.00130463;2;3;45220.90341;3;52.69281164;52.28810895;51.6309224;0.987127724;297.4152574;52.69281164;52.69281164;704.96756;14-10-2022 06:02;3;0;64.8;DC
11-10-2022;24:18.3;283.5585447;6805.405073;284.5585447;1665494658;0;899;139.9996586;44.99861908;30.375;45.17220306;44.99785614;2;4;45584.94287;4;8.939519796;8.867950539;12.05507993;0.948129477;255.6846338;8.939519796;8.939519796;704.5820301;11-10-2022 13:24;4;V4;0;DC bg
11-10-2022;48:13.7;283.6584919;6807.803804;284.6584919;1665503294;0;899;139.9983273;45.00072479;29.5;45.17568207;45.00084686;2;4;45506.38341;4;15.36419432;16.04781408;20.4689568;1.04347251;228.7361454;15.36419432;15.36419432;704.7272444;11-10-2022 15:48;4;0;2.4;DC bg
11-10-2022;12:07.9;283.7584253;6810.202208;284.7584253;1665511928;0;899;140.0061612;44.99910736;28.7734375;45.17418671;44.99843597;2;4;45449.20871;4;15.10269479;15.34882881;19.16334571;1.002420929;243.4004863;15.10269479;15.10269479;704.7418106;11-10-2022 18:12;4;0;4.8;DC bg
11-10-2022;36:04.2;283.8583815;6812.601155;284.8583815;1665520564;0;899;139.9894781;45.00081635;28.39673913;45.17656708;45.00093842;2;4;45453.7663;4;15.03298627;14.99773181;19.07187473;1.044620424;280.3929064;15.03298627;15.03298627;704.7183815;11-10-2022 20:36;4;0;7.2;DC bg
11-10-2022;59:59.1;283.9583224;6814.999738;284.9583224;1665529199;0;899;139.9970682;45.00115204;28.0625;45.17638397;45.00041962;2;4;45444.28904;4;21.56764784;22.01011713;25.59099068;1.02156255;261.1592045;21.56764784;21.56764784;704.8095542;11-10-2022 22:59;4;0;9.59;DC bg
12-10-2022;23:54.6;284.0582709;6817.398501;285.0582709;1665537835;0;899;139.9955809;44.99985189;27.5;45.17562186;44.99944223;2;4;45429.26877;4;14.6489014;14.5446485;17.83087299;0.973622376;266.4934729;14.6489014;14.6489014;704.6472736;12-10-2022 01:23;4;0;12;DC bg
